ID,site number,site location,cluster name,site acronym,date,month,sample type,MIB (ng/L) ASU,Geosmin  (ng/L) ASU,Beta-cyclocitral (ng/L),IPMP Recovery (%),MIB (ng/L) Phoenix,Geosmin  (ng/L) Phoenix,comments
8186,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/2/2010,8/2/2010,,50.4,8,3.2,,,,
8187,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,8/2/2010,8/2/2010,,50.1,6.5,3.3,,,,
8188,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/2/2010,8/2/2010,,24.8,4,0,,,,
8189,R9C,Saguaro Lake near dock,salt,saguaro-hypo,8/2/2010,8/2/2010,,31.1,7.9,3.1,,,,
8190,R20,Verde River at Tangle,verde,verde abv horseshoe,8/2/2010,8/2/2010,,0,2.4,0,,,,
8191,Havasu 1,Havasu lake Sample,,Havasu 1,8/2/2010,8/2/2010,,2.8,2,0,,,,
8192,Havasu 2,Havasu lake Sample,,Havasu 2,8/2/2010,8/2/2010,,,,,,,,
8193,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,8/2/2010,8/2/2010,,,,,,,,
8194,R1,CAP canal above Waddell Canal,cap,cap-siphon,8/2/2010,8/2/2010,,,,,,,,
8195,R4,Cap Canal at 7th St.,cap,cap @ 7th st,8/2/2010,8/2/2010,,,,,,,,
8196,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,8/2/2010,8/2/2010,,,,,,,,
8197,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,8/2/2010,8/2/2010,,,,,,,,
8198,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,8/2/2010,8/2/2010,,,,,,,,
8199,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,8/2/2010,8/2/2010,,,,,,,,
8200,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,8/2/2010,8/2/2010,,,,,,,,
8201,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,8/2/2010,8/2/2010,,,,,,,,
8202,R3,Waddell Canal,cap,waddell canal,8/30/2010,8/30/2010,,0,0,0,,,,
8415,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/4/2011,1/4/2011,,0,3.7,7,,,,
8416,R25,verde river at beeline highway,verde,verde @ beeline,1/4/2011,1/4/2011,,0,2,4.2,,,,
8417,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/4/2011,1/4/2011,,0,2.9,4.5,,,,
8418,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/4/2011,1/4/2011,,0,4.7,14.1,,,,
8419,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/4/2011,1/4/2011,,,,,,,,
8420,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/4/2011,1/4/2011,,0,2.1,0,,,,
8421,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/4/2011,1/4/2011,,,,,,,,
8422,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,1/4/2011,1/4/2011,,,,,,,,
8423,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,1/4/2011,1/4/2011,,0,2.5,3.1,,,,
8424,HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/4/2011,1/4/2011,,0,2.5,3.1,,,,
8425,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/4/2011,1/4/2011,,0,2.3,0,,,,
8426,SPT Out,Tempe's South Plant treated water,tempe,STP Out,1/4/2011,1/4/2011,,0,0,0,,,,
8427,Glen In,Glendale WTP Inlet,srp,Glen In,1/4/2011,1/4/2011,,0,4.3,5.1,,,,
8428,Glen Out,Glendale WTP Outlet,srp,Glen Out,1/4/2011,1/4/2011,,,,,,,,
8429,GR In,Greenway WTP Inlet,srp,Green In,1/4/2011,1/4/2011,,0,0,0,,,,
8430,GR Out,Greenway WTP Outlet,srp,Green Out,1/4/2011,1/4/2011,,0,3.3,3,,,,
8431,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/4/2011,1/4/2011,,2,0,7.6,,,,
8432,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/4/2011,1/4/2011,,0,0,0,,,,
8433,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/4/2011,1/4/2011,,0,0,0,,,,
8434,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/4/2011,1/4/2011,,0,0,0,,,,
8435,R6C,Bartlett Reservoir near dock,verde,bartlett-hypo,1/4/2011,1/4/2011,,0,0,0,,,,
8436,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/4/2011,1/4/2011,,2.3,2.4,0,,,,
8437,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,1/4/2011,1/4/2011,,2.1,2.4,0,,,,
8438,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/4/2011,1/4/2011,,0,0,7.1,,,,
8439,R9C,Saguaro Lake near dock,salt,saguaro-hypo,1/4/2011,1/4/2011,,2.1,2.4,2.2,,,,
8440,R20,Verde River at Tangle,verde,verde abv horseshoe,1/4/2011,1/4/2011,,0,2.9,0,,,,
8441,Havasu 1,Havasu lake Sample,,Havasu 1,1/4/2011,1/4/2011,,0,2.3,0,,,,
8442,Havasu 2,Havasu lake Sample,,Havasu 2,1/4/2011,1/4/2011,,,,,,,,
8443,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,1/4/2011,1/4/2011,,,,,,,,
8444,R1,CAP canal above Waddell Canal,cap,cap-siphon,1/4/2011,1/4/2011,,,,,,,,
8445,R4,Cap Canal at 7th St.,cap,cap @ 7th st,1/4/2011,1/4/2011,,,,,,,,
8446,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,1/4/2011,1/4/2011,,,,,,,,
8447,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,1/4/2011,1/4/2011,,,,,,,,
8448,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,1/4/2011,1/4/2011,,,,,,,,
8449,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,1/4/2011,1/4/2011,,,,,,,,
8450,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,1/4/2011,1/4/2011,,,,,,,,
8451,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,1/4/2011,1/4/2011,,,,,,,,
8452,R3,Waddell Canal,cap,waddell canal,2/1/2011,2/2/2011,,0,3.8,0,,,,
8453,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/1/2011,2/2/2011,,,,,,,,
8454,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/1/2011,2/2/2011,,,,,,,,
8455,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/1/2011,2/2/2011,,0,2.9,4.5,,,,
8456,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/1/2011,2/2/2011,,0,3.2,3.3,,,,
8457,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/1/2011,2/2/2011,,,,,,,,
8458,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/1/2011,2/2/2011,,,,,,,,
8459,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/1/2011,2/2/2011,,,,,,,,
8460,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/1/2011,2/2/2011,,,,,,,,
8461,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/1/2011,2/2/2011,,,,,,,,
8462,R19,Val Vista WTP treated water,srp,val vista-treated,2/1/2011,2/2/2011,,,,,,,,
8463,VV west,Val Vista west,srp,val-vista west,2/1/2011,2/2/2011,,,,,,,,
8464,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2/1/2011,2/2/2011,,0,4.4,0,,,,
8465,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/1/2011,2/2/2011,,,,,,,,
8466,R25,verde river at beeline highway,verde,verde @ beeline,2/1/2011,2/2/2011,,0,3.3,3.4,,,,
8467,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/1/2011,2/2/2011,,3.6,5.5,18,,,,
8468,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2/1/2011,2/2/2011,,10,13.9,3.7,,,,
8469,UH In,Union Hills Inlet,cap,Union Hills Inlet,2/1/2011,2/2/2011,,,,,,,,
8470,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2/1/2011,2/2/2011,,0,3.3,0,,,,
8471,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2/1/2011,2/2/2011,,,,,,,,
8472,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2/1/2011,2/2/2011,,,,,,,,
8473,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,2/1/2011,2/2/2011,,,,,,,,
8474,HTC,Head of the Tempe Canal,tempe,head of tempe canal,2/1/2011,2/2/2011,,0,2.5,2.6,,,,
8475,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2/1/2011,2/2/2011,,0,0,2.1,,,,
8476,SPT Out,Tempe's South Plant treated water,tempe,STP Out,2/1/2011,2/2/2011,,0,3.3,0,,,,
8477,Glen In,Glendale WTP Inlet,srp,Glen In,2/1/2011,2/2/2011,,0,4.8,0,,,,
8478,Glen Out,Glendale WTP Outlet,srp,Glen Out,2/1/2011,2/2/2011,,,,,,,,
8479,GR In,Greenway WTP Inlet,srp,Green In,2/1/2011,2/2/2011,,,,,,,,
8480,GR Out,Greenway WTP Outlet,srp,Green Out,2/1/2011,2/2/2011,,,,,,,,
8481,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/1/2011,2/2/2011,,0,0,0,,,,
8482,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/1/2011,2/2/2011,,0,0,0,,,,
8483,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/1/2011,2/2/2011,,0,0,11.8,,,,
8484,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/1/2011,2/2/2011,,,,,,,,
8485,R6C,Bartlett Reservoir near dock,verde,bartlett-hypo,2/1/2011,2/2/2011,,,,,,,,
8486,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/1/2011,2/2/2011,,0,2.8,0,,,,
8487,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,2/1/2011,2/2/2011,,2,2.1,13.6,,,,
8488,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/1/2011,2/2/2011,,2,2.3,0,,,,
8489,R9C,Saguaro Lake near dock,salt,saguaro-hypo,2/1/2011,2/2/2011,,0,2,0,,,,
8490,R20,Verde River at Tangle,verde,verde abv horseshoe,2/1/2011,2/2/2011,,,,,,,,
8491,Havasu 1,Havasu lake Sample,,Havasu 1,2/1/2011,2/2/2011,,0,3.4,0,,,,
8492,Havasu 2,Havasu lake Sample,,Havasu 2,2/1/2011,2/2/2011,,,,,,,,
8493,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,2/1/2011,2/2/2011,,,,,,,,
8494,R1,CAP canal above Waddell Canal,cap,cap-siphon,2/1/2011,2/2/2011,,,,,,,,
8495,R4,Cap Canal at 7th St.,cap,cap @ 7th st,2/1/2011,2/2/2011,,,,,,,,
8496,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2/1/2011,2/2/2011,,,,,,,,
8497,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2/1/2011,2/2/2011,,,,,,,,
8498,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2/1/2011,2/2/2011,,,,,,,,
8499,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2/1/2011,2/2/2011,,,,,,,,
8500,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2/1/2011,2/2/2011,,,,,,,,
8501,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2/1/2011,2/2/2011,,,,,,,,
8502,R3,Waddell Canal,cap,waddell canal,2/28/2011,2/28/2011,,0,2,0,,,,
8503,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/28/2011,2/28/2011,,,,,,,,
8504,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/28/2011,2/28/2011,,,,,,,,
8505,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/28/2011,2/28/2011,,0,0,3.3,,,,
8506,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/28/2011,2/28/2011,,0,0,18.5,,,,
8507,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/28/2011,2/28/2011,,,,,,,,
8508,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/28/2011,2/28/2011,,,,,,,,
8509,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/28/2011,2/28/2011,,,,,,,,
8510,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/28/2011,2/28/2011,,,,,,,,
8511,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/28/2011,2/28/2011,,,,,,,,
8512,R19,Val Vista WTP treated water,srp,val vista-treated,2/28/2011,2/28/2011,,,,,,,,
8513,VV west,Val Vista west,srp,val-vista west,2/28/2011,2/28/2011,,,,,,,,
8514,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2/28/2011,2/28/2011,,0,2,7.8,,,,
8515,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/28/2011,2/28/2011,,0,0,7.8,,,,
8516,R25,verde river at beeline highway,verde,verde @ beeline,2/28/2011,2/28/2011,,0,0,6.3,,,,
8517,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/28/2011,2/28/2011,,0,0,2.9,,,,
8518,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2/28/2011,2/28/2011,,0,2,4.7,,,,
8519,UH In,Union Hills Inlet,cap,Union Hills Inlet,2/28/2011,2/28/2011,,,,,,,,
8520,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2/28/2011,2/28/2011,,0,0,0,,,,
8521,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2/28/2011,2/28/2011,,0,0,15.8,,,,
8522,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2/28/2011,2/28/2011,,0,0,3,,,,
8523,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,2/28/2011,2/28/2011,,0,0,5.6,,,,
8524,HTC,Head of the Tempe Canal,tempe,head of tempe canal,2/28/2011,2/28/2011,,0,0,5.1,,,,
8525,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2/28/2011,2/28/2011,,,,,,,,
8526,SPT Out,Tempe's South Plant treated water,tempe,STP Out,2/28/2011,2/28/2011,,,,,,,,
8527,Glen In,Glendale WTP Inlet,srp,Glen In,2/28/2011,2/28/2011,,0,2,11.7,,,,
8528,Glen Out,Glendale WTP Outlet,srp,Glen Out,2/28/2011,2/28/2011,,,,,,,,
8529,GR In,Greenway WTP Inlet,srp,Green In,2/28/2011,2/28/2011,,0,0,4.6,,,,
8530,GR Out,Greenway WTP Outlet,srp,Green Out,2/28/2011,2/28/2011,,0,0,4.6,,,,
8531,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/28/2011,2/28/2011,,,,,,,,
8532,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/28/2011,2/28/2011,,,,,,,,
8533,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/28/2011,2/28/2011,,0,0,0,,,,
8534,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/28/2011,2/28/2011,,0,0,0,,,,
8535,R6C,Bartlett Reservoir near dock,verde,bartlett-hypo,2/28/2011,2/28/2011,,0,0,0,,,,
8536,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/28/2011,2/28/2011,,0,3.1,0,,,,
8537,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,2/28/2011,2/28/2011,,0,3.6,0,,,,
8538,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/28/2011,2/28/2011,,2,0,0,,,,
8539,R9C,Saguaro Lake near dock,salt,saguaro-hypo,2/28/2011,2/28/2011,,2.2,2.8,0,,,,
8540,R20,Verde River at Tangle,verde,verde abv horseshoe,2/28/2011,2/28/2011,,,,,,,,
8541,Havasu 1,Havasu lake Sample,,Havasu 1,2/28/2011,2/28/2011,,,,,,,,
8542,Havasu 2,Havasu lake Sample,,Havasu 2,2/28/2011,2/28/2011,,,,,,,,
8543,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,2/28/2011,2/28/2011,,,,,,,,
8544,R1,CAP canal above Waddell Canal,cap,cap-siphon,2/28/2011,2/28/2011,,,,,,,,
8545,R4,Cap Canal at 7th St.,cap,cap @ 7th st,2/28/2011,2/28/2011,,,,,,,,
8546,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2/28/2011,2/28/2011,,,,,,,,
8547,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2/28/2011,2/28/2011,,,,,,,,
8548,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2/28/2011,2/28/2011,,,,,,,,
8549,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2/28/2011,2/28/2011,,,,,,,,
8550,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2/28/2011,2/28/2011,,,,,,,,
8551,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2/28/2011,2/28/2011,,,,,,,,
8552,R3,Waddell Canal,cap,waddell canal,4/4/2011,4/4/2011,,0,0,2.1,,,,
8553,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/4/2011,4/4/2011,,,,,,,,
8554,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/4/2011,4/4/2011,,0,0,4.7,,,,
8555,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/4/2011,4/4/2011,,0,0,3.9,,,,
8556,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/4/2011,4/4/2011,,0,0,4.7,,,,
8557,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,4/4/2011,4/4/2011,,,,,,,,
8558,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,4/4/2011,4/4/2011,,,,,,,,
8559,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,4/4/2011,4/4/2011,,,,,,,,
8560,R17,Deer Valley WTP treated water,srp,deer valley-treated,4/4/2011,4/4/2011,,,,,,,,
8561,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,4/4/2011,4/4/2011,,,,,,,,
8562,R19,Val Vista WTP treated water,srp,val vista-treated,4/4/2011,4/4/2011,,,,,,,,
8563,VV west,Val Vista west,srp,val-vista west,4/4/2011,4/4/2011,,,,,,,,
8564,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,4/4/2011,4/4/2011,,0,2.4,5.1,,,,
8565,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,4/4/2011,4/4/2011,,0,0,4.1,,,,
8566,R25,verde river at beeline highway,verde,verde @ beeline,4/4/2011,4/4/2011,,0,2.3,4.9,,,,
8567,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/4/2011,4/4/2011,,0,0,5.4,,,,
8568,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,4/4/2011,4/4/2011,,0,0,4.5,,,,
8569,UH In,Union Hills Inlet,cap,Union Hills Inlet,4/4/2011,4/4/2011,,,,,,,,
8570,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,4/4/2011,4/4/2011,,0,2.5,0,,,,
8571,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/4/2011,4/4/2011,,0,2.6,7.9,,,,
8572,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,4/4/2011,4/4/2011,,0,0,0,,,,
8573,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,4/4/2011,4/4/2011,,0,0,2.5,,,,
8574,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/4/2011,4/4/2011,,0,2.7,5.1,,,,
8575,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/4/2011,4/4/2011,,,,,,,,
8576,SPT Out,Tempe's South Plant treated water,tempe,STP Out,4/4/2011,4/4/2011,,,,,,,,
8577,Glen In,Glendale WTP Inlet,srp,Glen In,4/4/2011,4/4/2011,,0,2.7,5.5,,,,
8578,Glen Out,Glendale WTP Outlet,srp,Glen Out,4/4/2011,4/4/2011,,,,,,,,
8579,GR In,Greenway WTP Inlet,srp,Green In,4/4/2011,4/4/2011,,0,0,0,,,,
8580,GR Out,Greenway WTP Outlet,srp,Green Out,4/4/2011,4/4/2011,,0,0,0,,,,
8581,HOC,Head of the Consolidated Canal,srp,Head of the Consolidated Canal,4/4/2011,4/4/2011,,,,,,,,
8582,MOC,Middle of the Consolidated Canal,srp,Middle of the Consolidated Canal,4/4/2011,4/4/2011,,,,,,,,
8583,CH In,Chandler Inlet,,Chandler Inlet,4/4/2011,4/4/2011,,,,,,,,
8584,CH Out,Chandler Treated,,Chandler Treated,4/4/2011,4/4/2011,,,,,,,,
8585,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/4/2011,4/4/2011,,0,0,0,,,,
8586,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/4/2011,4/4/2011,,0,0,0,,,,
8587,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,4/4/2011,4/4/2011,,0,0,0,,,,
8588,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,4/4/2011,4/4/2011,,0,0,0,,,,
8589,R6C,Bartlett Reservoir near dock,verde,bartlett-hypo,4/4/2011,4/4/2011,,0,0,0,,,,
8590,R9A,Saguaro Lake near inlet,salt,saguaro-epi,4/4/2011,4/4/2011,,12.7,3.3,0,,,,
8591,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,4/4/2011,4/4/2011,,12.6,3.5,0,,,,
8592,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,4/4/2011,4/4/2011,,0,2.3,0,,,,
8593,R9C,Saguaro Lake near dock,salt,saguaro-hypo,4/4/2011,4/4/2011,,0,0,0,,,,
8594,R20,Verde River at Tangle,verde,verde abv horseshoe,4/4/2011,4/4/2011,,0,2.2,0,,,,
8595,AN In,Anthem Inlet,,Anthem In,4/4/2011,4/4/2011,,,,,,,,
8596,AN Out,Anthem Outlet,,Anthem Out,4/4/2011,4/4/2011,,,,,,,,
8597,Havasu 1,Havasu lake Sample,,Havasu 1,4/4/2011,4/4/2011,,0,0,0,,,,
8598,Havasu 2,Havasu lake Sample,,Havasu 2,4/4/2011,4/4/2011,,,,,,,,
8599,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,4/4/2011,4/4/2011,,,,,,,,
8600,R1,CAP canal above Waddell Canal,cap,cap-siphon,4/4/2011,4/4/2011,,,,,,,,
8601,R4,Cap Canal at 7th St.,cap,cap @ 7th st,4/4/2011,4/4/2011,,,,,,,,
8602,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,4/4/2011,4/4/2011,,,,,,,,
8603,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,4/4/2011,4/4/2011,,,,,,,,
8604,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,4/4/2011,4/4/2011,,,,,,,,
8605,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,4/4/2011,4/4/2011,,,,,,,,
8606,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,4/4/2011,4/4/2011,,,,,,,,
8607,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,4/4/2011,4/4/2011,,,,,,,,
8608,R3,Waddell Canal,cap,waddell canal,5/2/2011,5/2/2011,,0,0,0,,,,
8609,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/2/2011,5/2/2011,,0,0,0,,,,
8610,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/2/2011,5/2/2011,,,,,,,,
8611,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/2/2011,5/2/2011,,0,0,0,,,,
8612,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/2/2011,5/2/2011,,0,0,0,,,,
8613,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,5/2/2011,5/2/2011,,,,,,,,
8614,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/2/2011,5/2/2011,,,,,,,,
8615,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/2/2011,5/2/2011,,,,,,,,
8616,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/2/2011,5/2/2011,,,,,,,,
8617,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/2/2011,5/2/2011,,,,,,,,
8618,R19,Val Vista WTP treated water,srp,val vista-treated,5/2/2011,5/2/2011,,,,,,,,
8619,VV west,Val Vista west,srp,val-vista west,5/2/2011,5/2/2011,,,,,,,,
8620,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/2/2011,5/2/2011,,0,2.4,0,,,,
8621,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/2/2011,5/2/2011,,0,0,0,,,,
8622,R25,verde river at beeline highway,verde,verde @ beeline,5/2/2011,5/2/2011,,0,0,0,,,,
8623,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/2/2011,5/2/2011,,0,0,0,,,,
8624,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,5/2/2011,5/2/2011,,0,0,0,,,,
8625,UH In,Union Hills Inlet,cap,Union Hills Inlet,5/2/2011,5/2/2011,,,,,,,,
8626,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,5/2/2011,5/2/2011,,,,,,,,
8627,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,5/2/2011,5/2/2011,,0,0,14.3,,,,
8628,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,5/2/2011,5/2/2011,,0,0,0,,,,
8629,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,5/2/2011,5/2/2011,,0,0,6.1,,,,
8630,HTC,Head of the Tempe Canal,tempe,head of tempe canal,5/2/2011,5/2/2011,,0,0,0,,,,
8631,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,5/2/2011,5/2/2011,,0,0,0,,,,
8632,SPT Out,Tempe's South Plant treated water,tempe,STP Out,5/2/2011,5/2/2011,,0,0,0,,,,
8633,Glen In,Glendale WTP Inlet,srp,Glen In,5/2/2011,5/2/2011,,0,0,6,,,,
8634,Glen Out,Glendale WTP Outlet,srp,Glen Out,5/2/2011,5/2/2011,,0,0,0,,,,
8635,GR In,Greenway WTP Inlet,srp,Green In,5/2/2011,5/2/2011,,0,0,0,,,,
8636,GR Out,Greenway WTP Outlet,srp,Green Out,5/2/2011,5/2/2011,,0,0,0,,,,
8637,HOC,Head of the Consolidated Canal,srp,Head of the Consolidated Canal,5/2/2011,5/2/2011,,,,,,,,
8638,MOC,Middle of the Consolidated Canal,srp,Middle of the Consolidated Canal,5/2/2011,5/2/2011,,,,,,,,
8639,CH In,Chandler Inlet,,Chandler Inlet,5/2/2011,5/2/2011,,,,,,,,
8640,CH Out,Chandler Treated,,Chandler Treated,5/2/2011,5/2/2011,,,,,,,,
