ID,site number,site location,cluster name,site acronym,date,month,sample type,MIB (ng/L) ASU,Geosmin  (ng/L) ASU,Beta-cyclocitral (ng/L),IPMP Recovery (%),MIB (ng/L) Phoenix,Geosmin  (ng/L) Phoenix,comments
11130,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,10/6/2014,10/6/2014,,5.0956909,1.644614861,-3.387340883,,,,
11131,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/6/2014,10/6/2014,,5.047887933,1.760546967,-3.387340883,,,,
11132,R25,verde river at beeline highway,verde,verde @ beeline,10/6/2014,10/6/2014,,6.389358694,3.124978674,-3.387340883,,,,
11133,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/6/2014,10/6/2014,,6.601484359,2.087534958,-3.387340883,,,,
11134,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/6/2014,10/6/2014,,5.555794457,1.605970826,-3.387340883,,,,
11135,UH In,Union Hills Inlet,cap,Union Hills Inlet,10/6/2014,10/6/2014,,4.880577548,1.391942323,-3.387340883,,,,
11136,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,10/6/2014,10/6/2014,,4.211336011,1.255201891,-3.387340883,,,,
11137,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,10/6/2014,10/6/2014,,4.665464197,2.069699249,-3.387340883,,,,
11138,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,10/6/2014,10/6/2014,,1.390960959,0.607171145,-3.387340883,,,,
11139,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,10/6/2014,10/6/2014,,6.404297121,2.034027832,-3.387340883,,,,
11140,HTC,Head of the Tempe Canal,tempe,head of tempe canal,10/6/2014,10/6/2014,,2.624875044,1.727848168,-3.387340883,,,,
11141,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,10/6/2014,10/6/2014,,40.02472133,0.67851398,-3.387340883,,,,
11142,SPT Out,Tempe's South Plant treated water,tempe,STP Out,10/6/2014,10/6/2014,,37.41647195,1.246284036,-3.387340883,,,,
11143,Glen In,Glendale WTP Inlet,srp,Glen In,10/6/2014,10/6/2014,,3.515205304,0.800391322,-3.387340883,,,,
11144,Glen Out,Glendale WTP Outlet,srp,Glen Out,10/6/2014,10/6/2014,,0.270578921,-0.031941746,-3.387340883,,,,
11145,GR In,Greenway WTP Inlet,srp,Green In,10/6/2014,10/6/2014,,3.38673483,1.299791162,-3.387340883,,,,
11146,GR Out,Greenway WTP Outlet,srp,Green Out,10/6/2014,10/6/2014,,0.270578921,-0.031941746,-3.387340883,,,,
11147,HOC,Head of the Consolidated Canal,srp,Head of the Consolidated Canal,10/6/2014,10/6/2014,,2.538232167,1.400860177,-3.387340883,,,,
11148,MOC,Middle of the Consolidated Canal,srp,Middle of the Consolidated Canal,10/6/2014,10/6/2014,,1.098167786,0.975775789,-3.387340883,,,,
11149,CH In,Chandler Inlet,,Chandler Inlet,10/6/2014,10/6/2014,,0.775497759,13.88585619,-3.387340883,,,,
11150,CH Out,Chandler Treated,,Chandler Treated,10/6/2014,10/6/2014,,0.736657849,10.08685026,-3.387340883,,,,
11151,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/6/2014,10/6/2014,,1.155518676,0.47877575,-0.844483485,,,,
11152,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/6/2014,10/6/2014,,37.95456546,0.47877575,-0.844483485,,,,
11153,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/6/2014,10/6/2014,,5.086727843,0.711212779,-3.387340883,,,,
11154,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/6/2014,10/6/2014,,5.012035708,0.809309176,-3.387340883,,,,
11155,R6C,Bartlett Reservoir near dock,verde,bartlett-hypo,10/6/2014,10/6/2014,,4.088840908,0.476375949,-3.387340883,,,,
11156,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/6/2014,10/6/2014,,12.88159915,1.142242403,-3.387340883,,,,
11157,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,10/6/2014,10/6/2014,,13.89741219,1.332489961,-3.387340883,,,,
11158,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/6/2014,10/6/2014,,9.155955407,1.374106615,-3.387340883,,,,
11159,R9C,Saguaro Lake near dock,salt,saguaro-hypo,10/6/2014,10/6/2014,,14.35154038,1.377079233,-3.387340883,,,,
11160,R20,Verde River at Tangle,verde,verde abv horseshoe,10/6/2014,10/6/2014,,1.845208562,2.331830104,-0.844483485,,,,
11161,AN In,Anthem Inlet,,Anthem In,10/6/2014,10/6/2014,,4.145606931,1.059009096,-3.387340883,,,,
11162,AN Out,Anthem Outlet,,Anthem Out,10/6/2014,10/6/2014,,4.662476512,1.49003872,-3.387340883,,,,
11163,Havasu 1,Havasu lake Sample,,Havasu 1,10/6/2014,10/6/2014,,4.033716489,2.577222807,-3.437623576,,,,
11164,Mesa Turnout,Mesa Turnout,,MTO,10/6/2014,10/6/2014,,3.722526739,1.690454834,-3.437623576,,,,
11165,Salt-Gila,Salt-Gila Pump Station,,SGPS,10/6/2014,10/6/2014,,4.24301225,2.250369227,-0.381933592,,,,
11166,Roos In,Roosevelt at Salt river Inlet,salt,SRNR,10/6/2014,10/6/2014,,,,,,,,
11167,ISTB4,Interdisciplinary Science and Technology Building 4,,ISTB4,10/6/2014,10/6/2014,,,,,,,,
11168,R3,Waddell Canal,cap,waddell canal,10/20/2014,10/20/2014,,,,,,,,
11169,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/20/2014,10/20/2014,,,,,,,,
11170,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/20/2014,10/20/2014,,,,,,,,
11171,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/20/2014,10/20/2014,,,,,,,,
11172,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/20/2014,10/20/2014,,,,,,,,
11173,R14,AZ Canal - Inlet to 24th St WTP,srp,az canal @ 24th St,10/20/2014,10/20/2014,,1.868990629,-0.031941746,-3.387340883,,,,
11174,R15,24th St WTP treated water,srp,24th St-treated,10/20/2014,10/20/2014,,2.654751899,1.16305073,-3.387340883,,,,
11175,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,10/20/2014,10/20/2014,,,,,,,,
11176,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/20/2014,10/20/2014,,,,,,,,
11177,R25,verde river at beeline highway,verde,verde @ beeline,10/20/2014,10/20/2014,,,,,,,,
11178,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/20/2014,10/20/2014,,,,,,,,
11179,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/20/2014,10/20/2014,,,,,,,,
11180,UH In,Union Hills Inlet,cap,Union Hills Inlet,10/20/2014,10/20/2014,,,,,,,,
11181,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,10/20/2014,10/20/2014,,,,,,,,
11182,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,10/20/2014,10/20/2014,,1.973559619,2.034027832,-3.387340883,,,,
11183,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,10/20/2014,10/20/2014,,2.033313328,1.704067223,-3.387340883,,,,
11184,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,10/20/2014,10/20/2014,,,,,,,,
11185,HTC,Head of the Tempe Canal,tempe,head of tempe canal,10/20/2014,10/20/2014,,,,,,,,
11186,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,10/20/2014,10/20/2014,,52.56702479,0.833090121,-3.387340883,,,,
11187,SPT Out,Tempe's South Plant treated water,tempe,STP Out,10/20/2014,10/20/2014,,13.87052303,-0.031941746,-3.387340883,,,,
11188,Glen In,Glendale WTP Inlet,srp,Glen In,10/20/2014,10/20/2014,,1.964596563,0.734993724,-3.387340883,,,,
11189,Glen Out,Glendale WTP Outlet,srp,Glen Out,10/20/2014,10/20/2014,,0.270578921,0.306936718,-3.387340883,,,,
11190,GR In,Greenway WTP Inlet,srp,Green In,10/20/2014,10/20/2014,,,,,,,,
11191,GR Out,Greenway WTP Outlet,srp,Green Out,10/20/2014,10/20/2014,,,,,,,,
11192,HOC,Head of the Consolidated Canal,srp,Head of the Consolidated Canal,10/20/2014,10/20/2014,,,,,,,,
11193,MOC,Middle of the Consolidated Canal,srp,Middle of the Consolidated Canal,10/20/2014,10/20/2014,,,,,,,,
11194,CH In,Chandler Inlet,,Chandler Inlet,10/20/2014,10/20/2014,,1.235601316,36.33804068,-3.387340883,,,,
11195,CH Out,Chandler Treated,,Chandler Treated,10/20/2014,10/20/2014,,0.270578921,9.174256502,-3.387340883,,,,
11196,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/20/2014,10/20/2014,,,,,,,,
11197,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/20/2014,10/20/2014,,,,,,,,
11198,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/20/2014,10/20/2014,,,,,,,,
11199,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/20/2014,10/20/2014,,,,,,,,
11200,R6C,Bartlett Reservoir near dock,verde,bartlett-hypo,10/20/2014,10/20/2014,,,,,,,,
11201,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/20/2014,10/20/2014,,,,,,,,
11202,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,10/20/2014,10/20/2014,,,,,,,,
11203,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/20/2014,10/20/2014,,,,,,,,
11204,R9C,Saguaro Lake near dock,salt,saguaro-hypo,10/20/2014,10/20/2014,,,,,,,,
11205,R20,Verde River at Tangle,verde,verde abv horseshoe,10/20/2014,10/20/2014,,,,,,,,
11206,AN In,Anthem Inlet,,Anthem In,10/20/2014,10/20/2014,,,,,,,,
11207,AN Out,Anthem Outlet,,Anthem Out,10/20/2014,10/20/2014,,,,,,,,
11208,Havasu 1,Havasu lake Sample,,Havasu 1,10/20/2014,10/20/2014,,,,,,,,
11209,Mesa Turnout,Mesa Turnout,,MTO,10/20/2014,10/20/2014,,,,,,,,
11210,Salt-Gila,Salt-Gila Pump Station,,SGPS,10/20/2014,10/20/2014,,,,,,,,
11211,Roos In,Roosevelt at Salt river Inlet,salt,SRNR,10/20/2014,10/20/2014,,,,,,,,
11212,ISTB4,Interdisciplinary Science and Technology Building 4,,ISTB4,10/20/2014,10/20/2014,,,,,,,,
11213,R3,Waddell Canal,cap,waddell canal,11/5/2014,11/5/2014,,3.762312651,2.080865262,2.774908607,,,,
11214,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/5/2014,11/5/2014,,6.401253188,1.558508208,-0.844483485,,,,
11215,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/5/2014,11/5/2014,,3.917200634,2.244284229,0.775244468,,,,
11216,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/5/2014,11/5/2014,,3.832450605,2.077947067,-0.844483485,,,,
11217,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/5/2014,11/5/2014,,5.124157933,2.378521237,-0.844483485,,,,
11218,R14,AZ Canal - Inlet to 24th St WTP,srp,az canal @ 24th St,11/5/2014,11/5/2014,,3.607424668,1.584771971,-0.844483485,,,,
11219,R15,24th St WTP treated water,srp,24th St-treated,11/5/2014,11/5/2014,,3.788614384,1.888264337,-0.844483485,,,,
11220,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/5/2014,11/5/2014,,2.876820976,1.8444914,-0.844483485,,,,
11221,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/5/2014,11/5/2014,,3.849985094,1.754027329,-0.844483485,,,,
11222,R25,verde river at beeline highway,verde,verde @ beeline,11/5/2014,11/5/2014,,5.200140717,2.104210829,-0.844483485,,,,
11223,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/5/2014,11/5/2014,,4.697485377,2.177165725,-0.844483485,,,,
11224,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/5/2014,11/5/2014,,4.034097224,1.786127483,-0.844483485,,,,
11225,UH In,Union Hills Inlet,cap,Union Hills Inlet,11/5/2014,11/5/2014,,1.965027567,0.47877575,2.254995931,,,,
11226,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,11/5/2014,11/5/2014,,3.70678677,1.856164183,-0.844483485,,,,
11227,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,11/5/2014,11/5/2014,,3.166140038,1.532244446,-0.844483485,,,,
11228,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,11/5/2014,11/5/2014,,1.535432596,1.6343813,-0.844483485,,,,
11229,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,11/5/2014,11/5/2014,,5.60635637,1.955382842,-0.844483485,,,,
11230,HTC,Head of the Tempe Canal,tempe,head of tempe canal,11/5/2014,11/5/2014,,1.529587767,1.225833883,-0.844483485,,,,
11231,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,11/5/2014,11/5/2014,,53.39952751,0.47877575,-0.844483485,,,,
11232,SPT Out,Tempe's South Plant treated water,tempe,STP Out,11/5/2014,11/5/2014,,45.37457656,0.47877575,-0.844483485,,,,
11233,Glen In,Glendale WTP Inlet,srp,Glen In,11/5/2014,11/5/2014,,2.683941601,0.998214608,-0.844483485,,,,
11234,Glen Out,Glendale WTP Outlet,srp,Glen Out,11/5/2014,11/5/2014,,0.208656291,0.47877575,-0.844483485,,,,
11235,GR In,Greenway WTP Inlet,srp,Green In,11/5/2014,11/5/2014,,2.575812254,1.625626712,0.067863279,,,,
11236,GR Out,Greenway WTP Outlet,srp,Green Out,11/5/2014,11/5/2014,,0.208656291,0.47877575,-0.844483485,,,,
11237,HOC,Head of the Consolidated Canal,srp,Head of the Consolidated Canal,11/5/2014,11/5/2014,,1.433148079,1.082842288,-0.844483485,,,,
11238,MOC,Middle of the Consolidated Canal,srp,Middle of the Consolidated Canal,11/5/2014,11/5/2014,,0.988941034,1.622708517,-0.844483485,,,,
11239,CH In,Chandler Inlet,,Chandler Inlet,11/5/2014,11/5/2014,,1.012320353,44.82367963,-0.844483485,,,,
11240,CH Out,Chandler Treated,,Chandler Treated,11/5/2014,11/5/2014,,0.208656291,7.041798179,-0.844483485,,,,
11241,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/5/2014,11/5/2014,,3.931822501,1.170331312,-3.437623576,,,,
11242,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/5/2014,11/5/2014,,4.457815795,1.340863614,-3.437623576,,,,
11243,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/5/2014,11/5/2014,,10.60368563,0.47877575,-0.844483485,,,,
11244,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/5/2014,11/5/2014,,9.995823354,0.47877575,-0.844483485,,,,
11245,R6C,Bartlett Reservoir near dock,verde,bartlett-hypo,11/5/2014,11/5/2014,,10.98067713,0.47877575,-0.844483485,,,,
11246,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/5/2014,11/5/2014,,46.09933542,3.633345446,-0.844483485,,,,
11247,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,11/5/2014,11/5/2014,,48.14502576,4.529231566,-0.844483485,,,,
11248,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/5/2014,11/5/2014,,28.54731231,3.513699416,-0.844483485,,,,
11249,R9C,Saguaro Lake near dock,salt,saguaro-hypo,11/5/2014,11/5/2014,,27.82255345,3.146006741,-0.844483485,,,,
11250,R20,Verde River at Tangle,verde,verde abv horseshoe,11/5/2014,11/5/2014,,2.342827052,1.860987136,-3.437623576,,,,
11251,AN In,Anthem Inlet,,Anthem In,11/5/2014,11/5/2014,,3.543131543,2.200511292,0.22533683,,,,
11252,AN Out,Anthem Outlet,,Anthem Out,11/5/2014,11/5/2014,,3.148605549,2.276384383,-0.844483485,,,,
11253,Havasu 1,Havasu lake Sample,,Havasu 1,11/5/2014,11/5/2014,,,,,,,,
11254,Mesa Turnout,Mesa Turnout,,MTO,11/5/2014,11/5/2014,,,,,,,,
11255,Salt-Gila,Salt-Gila Pump Station,,SGPS,11/5/2014,11/5/2014,,,,,,,,
11256,Roos In,Roosevelt at Salt river Inlet,salt,SRNR,11/5/2014,11/5/2014,,,,,,,,
11257,ISTB4,Interdisciplinary Science and Technology Building 4,,ISTB4,11/5/2014,11/5/2014,,2.876820976,3.359035037,-0.844483485,,,,
11258,R3,Waddell Canal,cap,waddell canal,11/17/2014,11/17/2014,,,,,,,,
11259,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/17/2014,11/17/2014,,,,,,,,
11260,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/17/2014,11/17/2014,,,,,,,,
11261,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/17/2014,11/17/2014,,,,,,,,
11262,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/17/2014,11/17/2014,,,,,,,,
11263,R14,AZ Canal - Inlet to 24th St WTP,srp,az canal @ 24th St,11/17/2014,11/17/2014,,1.672786091,0.47877575,-0.844483485,,,,
11264,R15,24th St WTP treated water,srp,24th St-treated,11/17/2014,11/17/2014,,1.631872284,0.47877575,-0.844483485,,,,
11265,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/17/2014,11/17/2014,,,,,,,,
11266,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/17/2014,11/17/2014,,,,,,,,
11267,R25,verde river at beeline highway,verde,verde @ beeline,11/17/2014,11/17/2014,,,,,,,,
11268,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/17/2014,11/17/2014,,,,,,,,
11269,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/17/2014,11/17/2014,,,,,,,,
11270,UH In,Union Hills Inlet,cap,Union Hills Inlet,11/17/2014,11/17/2014,,,,,,,,
11271,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,11/17/2014,11/17/2014,,,,,,,,
11272,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,11/17/2014,11/17/2014,,1.579268818,0.47877575,-0.844483485,,,,
11273,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,11/17/2014,11/17/2014,,0.936337569,0.47877575,-0.844483485,,,,
11274,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,11/17/2014,11/17/2014,,,,,,,,
11275,HTC,Head of the Tempe Canal,tempe,head of tempe canal,11/17/2014,11/17/2014,,,,,,,,
11276,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,11/17/2014,11/17/2014,,,,,,,,
11277,SPT Out,Tempe's South Plant treated water,tempe,STP Out,11/17/2014,11/17/2014,,,,,,,,
11278,Glen In,Glendale WTP Inlet,srp,Glen In,11/17/2014,11/17/2014,,1.815984414,0.47877575,-0.844483485,,,,
11279,Glen Out,Glendale WTP Outlet,srp,Glen Out,11/17/2014,11/17/2014,,,,,,,,
11280,GR In,Greenway WTP Inlet,srp,Green In,11/17/2014,11/17/2014,,,,,,,,
11281,GR Out,Greenway WTP Outlet,srp,Green Out,11/17/2014,11/17/2014,,,,,,,,
11282,HOC,Head of the Consolidated Canal,srp,Head of the Consolidated Canal,11/17/2014,11/17/2014,,,,,,,,
11283,MOC,Middle of the Consolidated Canal,srp,Middle of the Consolidated Canal,11/17/2014,11/17/2014,,,,,,,,
11284,CH In,Chandler Inlet,,Chandler Inlet,11/17/2014,11/17/2014,,1.395156687,55.73773204,-0.844483485,,,,
11285,CH Out,Chandler Treated,,Chandler Treated,11/17/2014,11/17/2014,,0.208656291,18.65913579,-0.844483485,,,,
11286,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/17/2014,11/17/2014,,,,,,,,
11287,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/17/2014,11/17/2014,,,,,,,,
11288,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/17/2014,11/17/2014,,,,,,,,
11289,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/17/2014,11/17/2014,,,,,,,,
11290,R6C,Bartlett Reservoir near dock,verde,bartlett-hypo,11/17/2014,11/17/2014,,,,,,,,
11291,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/17/2014,11/17/2014,,,,,,,,
11292,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,11/17/2014,11/17/2014,,,,,,,,
11293,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/17/2014,11/17/2014,,,,,,,,
11294,R9C,Saguaro Lake near dock,salt,saguaro-hypo,11/17/2014,11/17/2014,,,,,,,,
11295,R20,Verde River at Tangle,verde,verde abv horseshoe,11/17/2014,11/17/2014,,,,,,,,
11296,AN In,Anthem Inlet,,Anthem In,11/17/2014,11/17/2014,,,,,,,,
11297,AN Out,Anthem Outlet,,Anthem Out,11/17/2014,11/17/2014,,,,,,,,
11298,Havasu 1,Havasu lake Sample,,Havasu 1,11/17/2014,11/17/2014,,,,,,,,
11299,Mesa Turnout,Mesa Turnout,,MTO,11/17/2014,11/17/2014,,,,,,,,
11300,Salt-Gila,Salt-Gila Pump Station,,SGPS,11/17/2014,11/17/2014,,,,,,,,
11301,Roos In,Roosevelt at Salt river Inlet,salt,SRNR,11/17/2014,11/17/2014,,,,,,,,
11302,ISTB4,Interdisciplinary Science and Technology Building 4,,ISTB4,11/17/2014,11/17/2014,,,,,,,,
11303,R3,Waddell Canal,cap,waddell canal,12/1/2014,12/1/2014,,2.395150992,1.855302726,0.566383989,,,,
11304,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/1/2014,12/1/2014,,4.821329485,1.019694445,-3.437623576,,,,
11305,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/1/2014,12/1/2014,,1.155899775,2.784703774,-3.437623576,,,,
11306,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/1/2014,12/1/2014,,2.943175419,2.12815441,-3.437623576,,,,
11307,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/1/2014,12/1/2014,,4.019947031,2.028677234,-2.067831514,,,,
11308,R14,AZ Canal - Inlet to 24th St WTP,srp,az canal @ 24th St,12/1/2014,12/1/2014,,,,,,,,
11309,R15,24th St WTP treated water,srp,24th St-treated,12/1/2014,12/1/2014,,,,,,,,
11310,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/1/2014,12/1/2014,,2.563138379,1.548344582,-3.437623576,,,,
11311,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/1/2014,12/1/2014,,3.111162806,1.514238122,-3.437623576,,,,
11312,R25,verde river at beeline highway,verde,verde @ beeline,12/1/2014,12/1/2014,,2.799973056,1.554028992,-3.437623576,,,,
11313,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/1/2014,12/1/2014,,3.455399255,1.141909261,-3.437623576,,,,
11314,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/1/2014,12/1/2014,,2.552122813,1.116329416,-3.437623576,,,,
11315,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/1/2014,12/1/2014,,2.499798872,1.991728568,-3.437623576,,,,
11316,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/1/2014,12/1/2014,,2.816496406,1.545502377,-3.437623576,,,,
11317,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/1/2014,12/1/2014,,2.899113153,1.41191874,-3.437623576,,,,
11318,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,12/1/2014,12/1/2014,,2.094976808,1.221491002,-3.437623576,,,,
