ID,site number,site location,cluster name,site acronym,date,month,depth (m),T (C),DO (mg/l),pH,"Secchi Disk, m",samples collected,sample type,comments
11044,R2,Lake Pleasant integrated sample,cap,pleasant,10/4/2010,10/4/2010,,,,,,,,
11045,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,10/4/2010,10/4/2010,,25.8,3.8,,2.74,,,
11046,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,10/4/2010,10/4/2010,,25.8,3.6,,,,,
11047,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,10/4/2010,10/4/2010,,25.8,3.5,,,,,
11048,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,10/4/2010,10/4/2010,,25.8,3.4,,,,,
11049,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,10/4/2010,10/4/2010,,25.8,3.3,,,,,
11050,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,10/4/2010,10/4/2010,,24.9,3.2,,,,,
11051,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,10/4/2010,10/4/2010,,24.8,0.7,,,,,
11052,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,10/4/2010,10/4/2010,,24.2,0.4,,,,,
11053,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,10/4/2010,10/4/2010,,23.4,0.1,,,,,
11054,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,10/4/2010,10/4/2010,,23,0.1,,,,,
11055,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,10/4/2010,10/4/2010,,,,,,,,
11056,R9A,Saguaro Lake near inlet,salt,saguaro-0m,10/4/2010,10/4/2010,,25.1,5.8,,1.83,,,
11057,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,10/4/2010,10/4/2010,,25.1,5.7,,,,,
11058,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,10/4/2010,10/4/2010,,23.9,0.4,,,,,
11059,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,10/4/2010,10/4/2010,,22.5,0.1,,,,,
11060,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,10/4/2010,10/4/2010,,21.9,0.1,,,,,
11061,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,10/4/2010,10/4/2010,,21.7,0.2,,,,,
11062,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,10/4/2010,10/4/2010,,21.6,0.1,,,,,
11063,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,10/4/2010,10/4/2010,,,,,,,,
11064,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,10/4/2010,10/4/2010,,,,,,,,
11065,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,10/4/2010,10/4/2010,,,,,,,,
11066,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,10/4/2010,10/4/2010,,,,,,,,
11067,R20,Verde River at Tangle,verde,verde abv horseshoe,10/4/2010,10/4/2010,,,,,,,,
11068,Havasu 1,Havasu lake Sample,,Havasu 1,10/4/2010,10/4/2010,,,,,,,,
11069,R3,Waddell Canal,cap,waddell canal,11/1/2010,11/1/2010,,20.7,,8.2,,,,
11070,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/1/2010,11/1/2010,,22.6,,8.3,,,,
11071,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/1/2010,11/1/2010,,,,,,,,
11072,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/1/2010,11/1/2010,,21.1,,8.5,,,,
11073,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/1/2010,11/1/2010,,20.9,,8.5,,,,
11074,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,11/1/2010,11/1/2010,,,,,,,,
11075,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,11/1/2010,11/1/2010,,,,,,,,
11076,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/1/2010,11/1/2010,,,,,,,,
11077,R17,Deer Valley WTP treated water,srp,deer valley-treated,11/1/2010,11/1/2010,,,,,,,,
11078,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,11/1/2010,11/1/2010,,,,,,,,
11079,R19,Val Vista WTP treated water,srp,val vista-treated,11/1/2010,11/1/2010,,,,,,,,
11080,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/1/2010,11/1/2010,,19.7,,8.1,,,,
11081,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/1/2010,11/1/2010,,19.5,,8,,,,
11082,R25,verde river at beeline highway,verde,verde @ beeline,11/1/2010,11/1/2010,,22,,8.6,,,,
11083,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/1/2010,11/1/2010,,20.4,,8.4,,,,
11084,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/1/2010,11/1/2010,,,,,,,,
11085,UH In,Union Hills Inlet,cap,Union Hills Inlet,11/1/2010,11/1/2010,,,,,,,,
11086,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,11/1/2010,11/1/2010,,,,,,,,
11087,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,11/1/2010,11/1/2010,,,,,,,,
11088,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,11/1/2010,11/1/2010,,,,,,,,
11089,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,11/1/2010,11/1/2010,,21.1,,8.3,,,,
11090,HTC,Head of the Tempe Canal,tempe,head of tempe canal,11/1/2010,11/1/2010,,21.3,,8.2,,,,
11091,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,11/1/2010,11/1/2010,,,,,,,,
11092,SPT Out,Tempe's South Plant treated water,tempe,STP Out,11/1/2010,11/1/2010,,,,,,,,
11093,Glen In,Glendale WTP inlet,,Glen In,11/1/2010,11/1/2010,,19.9,,8.3,,,,
11094,Glen Out,Glendale WTP outlet,,Glen Out,11/1/2010,11/1/2010,,,,,,,,
11095,Green In,Greenway WTP Inlet,srp,Green In,11/1/2010,11/1/2010,,,,,,,,
11096,Green Out,Greenway WTP Outlet,srp,Green Out,11/1/2010,11/1/2010,,,,,,,,
11097,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11098,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11099,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11100,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11101,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11102,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11103,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11104,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11105,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11106,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11107,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11108,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11109,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11110,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11111,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11112,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11113,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11114,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11115,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11116,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11117,R2,Lake Pleasant integrated sample,cap,pleasant,11/1/2010,11/1/2010,,,,,,,,
11118,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,11/1/2010,11/1/2010,,,,,,,,
11119,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,11/1/2010,11/1/2010,,,,,,,,
11120,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,11/1/2010,11/1/2010,,,,,,,,
11121,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,11/1/2010,11/1/2010,,,,,,,,
11122,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,11/1/2010,11/1/2010,,,,,,,,
11123,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,11/1/2010,11/1/2010,,,,,,,,
11124,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,11/1/2010,11/1/2010,,,,,,,,
11125,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,11/1/2010,11/1/2010,,,,,,,,
11126,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,11/1/2010,11/1/2010,,,,,,,,
11127,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,11/1/2010,11/1/2010,,,,,,,,
11128,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,11/1/2010,11/1/2010,,,,,,,,
11129,R9A,Saguaro Lake near inlet,salt,saguaro-0m,11/1/2010,11/1/2010,,,,,,,,
11130,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,11/1/2010,11/1/2010,,,,,,,,
11131,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,11/1/2010,11/1/2010,,,,,,,,
11132,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,11/1/2010,11/1/2010,,,,,,,,
11133,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,11/1/2010,11/1/2010,,,,,,,,
11134,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,11/1/2010,11/1/2010,,,,,,,,
11135,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,11/1/2010,11/1/2010,,,,,,,,
11136,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,11/1/2010,11/1/2010,,,,,,,,
11137,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,11/1/2010,11/1/2010,,,,,,,,
11138,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,11/1/2010,11/1/2010,,,,,,,,
11139,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,11/1/2010,11/1/2010,,,,,,,,
11140,R20,Verde River at Tangle,verde,verde abv horseshoe,11/1/2010,11/1/2010,,,,,,,,
11141,Havasu 1,Havasu lake Sample,,Havasu 1,11/1/2010,11/1/2010,,,,,,,,
11142,R3,Waddell Canal,cap,waddell canal,12/6/2010,12/6/2010,,,,,,,,
11143,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/6/2010,12/6/2010,,,,,,,,
11144,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/6/2010,12/6/2010,,,,,,,,
11145,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/6/2010,12/6/2010,,,,,,,,
11146,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/6/2010,12/6/2010,,,,,,,,
11147,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/6/2010,12/6/2010,,,,,,,,
11148,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/6/2010,12/6/2010,,,,,,,,
11149,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/6/2010,12/6/2010,,,,,,,,
11150,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/6/2010,12/6/2010,,,,,,,,
11151,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/6/2010,12/6/2010,,,,,,,,
11152,R19,Val Vista WTP treated water,srp,val vista-treated,12/6/2010,12/6/2010,,,,,,,,
11153,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/6/2010,12/6/2010,,,,,,,,
11154,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/6/2010,12/6/2010,,,,,,,,
11155,R25,verde river at beeline highway,verde,verde @ beeline,12/6/2010,12/6/2010,,,,,,,,
11156,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/6/2010,12/6/2010,,,,,,,,
11157,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/6/2010,12/6/2010,,,,,,,,
11158,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/6/2010,12/6/2010,,,,,,,,
11159,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/6/2010,12/6/2010,,,,,,,,
11160,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/6/2010,12/6/2010,,,,,,,,
11161,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,12/6/2010,12/6/2010,,,,,,,,
11162,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,12/6/2010,12/6/2010,,,,,,,,
11163,HTC,Head of the Tempe Canal,tempe,head of tempe canal,12/6/2010,12/6/2010,,,,,,,,
11164,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,12/6/2010,12/6/2010,,,,,,,,
11165,SPT Out,Tempe's South Plant treated water,tempe,STP Out,12/6/2010,12/6/2010,,,,,,,,
11166,Glen In,Glendale WTP inlet,,Glen In,12/6/2010,12/6/2010,,,,,,,,
11167,Glen Out,Glendale WTP outlet,,Glen Out,12/6/2010,12/6/2010,,,,,,,,
11168,Green In,Greenway WTP Inlet,srp,Green In,12/6/2010,12/6/2010,,,,,,,,
11169,Green Out,Greenway WTP Outlet,srp,Green Out,12/6/2010,12/6/2010,,,,,,,,
11170,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,51.5,18.7,9.81,7.91,,,,
11171,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,48.8,18.7,9.78,7.91,,,,
11172,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,45.3,18.8,9.73,7.9,,,,
11173,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,42,18.8,9.74,7.88,,,,
11174,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,39,18.8,9.8,7.87,,,,
11175,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,35.9,18.8,9.83,7.88,,,,
11176,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,32.6,18.9,9.62,7.88,,,,
11177,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,29.4,19,9.62,7.89,,,,
11178,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,26,18.9,9.67,7.9,,,,
11179,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,22.7,19.2,9.39,7.92,,,,
11180,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,19.3,19.8,8.54,7.91,,,,
11181,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,16.1,19.8,8.33,7.91,,,,
11182,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,12.7,19.8,8.34,7.92,,,,
11183,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,9.4,19.8,8.36,7.91,,,,
11184,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,6.1,19.9,8.4,7.91,,,,
11185,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,2.8,19.8,8.46,7.93,,,,
11186,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,0.4,19.8,8.46,7.93,,,,
11187,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,0,28.3,,,,,,
11188,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,,,,,,,,
11189,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,,,,,,,,
11190,R2,Lake Pleasant integrated sample,cap,pleasant,12/6/2010,12/6/2010,,,,,,,,
11191,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,12/6/2010,12/6/2010,,15.4,7.1,,1.07,,,
11192,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,12/6/2010,12/6/2010,,15.3,7,,,,,
11193,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,12/6/2010,12/6/2010,,15.3,7,,,,,
11194,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,12/6/2010,12/6/2010,,15.3,7,,,,,
11195,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,12/6/2010,12/6/2010,,15.3,7,,,,,
11196,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,12/6/2010,12/6/2010,,15,6.7,,,,,
11197,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,12/6/2010,12/6/2010,,14.6,6.4,,,,,
11198,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,12/6/2010,12/6/2010,,14.3,6.5,,,,,
11199,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,12/6/2010,12/6/2010,,14.1,6.4,,,,,
11200,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,12/6/2010,12/6/2010,,,,,,,,
11201,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,12/6/2010,12/6/2010,,,,,,,,
11202,R9A,Saguaro Lake near inlet,salt,saguaro-0m,12/6/2010,12/6/2010,,15.8,6.9,,2.44,,,
11203,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,12/6/2010,12/6/2010,,15.8,6.8,,,,,
11204,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,12/6/2010,12/6/2010,,15.8,6.8,,,,,
11205,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,12/6/2010,12/6/2010,,15.8,6.7,,,,,
11206,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,12/6/2010,12/6/2010,,15.7,6.2,,,,,
11207,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,12/6/2010,12/6/2010,,15.6,6.3,,,,,
11208,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,12/6/2010,12/6/2010,,15.6,6.1,,,,,
11209,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,12/6/2010,12/6/2010,,,,,,,,
11210,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,12/6/2010,12/6/2010,,,,,,,,
11211,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,12/6/2010,12/6/2010,,,,,,,,
11212,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,12/6/2010,12/6/2010,,,,,,,,
11213,R20,Verde River at Tangle,verde,verde abv horseshoe,12/6/2010,12/6/2010,,,,,,,,
11214,Havasu 1,Havasu lake Sample,,Havasu 1,12/6/2010,12/6/2010,,,,,,,,
11215,R3,Waddell Canal,cap,waddell canal,1/3/2011,1/3/2011,,,,,,,,
11216,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/3/2011,1/3/2011,,,,,,,,
11217,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/3/2011,1/3/2011,,,,,,,,
11218,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/3/2011,1/3/2011,,,,,,,,
11219,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/3/2011,1/3/2011,,,,,,,,
11220,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/3/2011,1/3/2011,,,,,,,,
11221,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/3/2011,1/3/2011,,,,,,,,
11222,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/3/2011,1/3/2011,,,,,,,,
11223,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/3/2011,1/3/2011,,,,,,,,
11224,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/3/2011,1/3/2011,,,,,,,,
11225,R19,Val Vista WTP treated water,srp,val vista-treated,1/3/2011,1/3/2011,,,,,,,,
11226,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/3/2011,1/3/2011,,,,,,,,
11227,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/3/2011,1/3/2011,,,,,,,,
11228,R25,verde river at beeline highway,verde,verde @ beeline,1/3/2011,1/3/2011,,,,,,,,
11229,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/3/2011,1/3/2011,,,,,,,,
11230,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/3/2011,1/3/2011,,,,,,,,
11231,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/3/2011,1/3/2011,,,,,,,,
11232,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/3/2011,1/3/2011,,,,,,,,
11233,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/3/2011,1/3/2011,,,,,,,,
11234,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,1/3/2011,1/3/2011,,,,,,,,
11235,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,1/3/2011,1/3/2011,,,,,,,,
11236,HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/3/2011,1/3/2011,,,,,,,,
11237,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/3/2011,1/3/2011,,,,,,,,
11238,SPT Out,Tempe's South Plant treated water,tempe,STP Out,1/3/2011,1/3/2011,,,,,,,,
11239,Glen In,Glendale WTP inlet,,Glen In,1/3/2011,1/3/2011,,,,,,,,
11240,Glen Out,Glendale WTP outlet,,Glen Out,1/3/2011,1/3/2011,,,,,,,,
11241,Green In,Greenway WTP Inlet,srp,Green In,1/3/2011,1/3/2011,,,,,,,,
11242,Green Out,Greenway WTP Outlet,srp,Green Out,1/3/2011,1/3/2011,,,,,,,,
11243,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11244,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11245,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11246,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11247,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11248,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11249,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11250,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11251,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11252,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11253,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11254,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11255,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11256,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11257,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11258,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11259,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11260,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11261,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11262,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11263,R2,Lake Pleasant integrated sample,cap,pleasant,1/3/2011,1/3/2011,,,,,,,,
11264,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,1/3/2011,1/3/2011,,12.3,8.2,,0.76,,,
11265,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,1/3/2011,1/3/2011,,12.3,8.1,,,,,
11266,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,1/3/2011,1/3/2011,,12.2,8,,,,,
11267,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,1/3/2011,1/3/2011,,12.3,8,,,,,
11268,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,1/3/2011,1/3/2011,,12.2,7.9,,,,,
11269,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,1/3/2011,1/3/2011,,12.2,7.8,,,,,
11270,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,1/3/2011,1/3/2011,,12,7.9,,,,,
11271,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,1/3/2011,1/3/2011,,11.7,8,,,,,
11272,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,1/3/2011,1/3/2011,,11.3,8,,,,,
11273,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,1/3/2011,1/3/2011,,,,,,,,
11274,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,1/3/2011,1/3/2011,,,,,,,,
11275,R9A,Saguaro Lake near inlet,salt,saguaro-0m,1/3/2011,1/3/2011,,13.3,7.3,,2.13,,,
11276,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,1/3/2011,1/3/2011,,13.4,7.1,,,,,
11277,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,1/3/2011,1/3/2011,,13.4,7.1,,,,,
11278,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,1/3/2011,1/3/2011,,13.5,7,,,,,
11279,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,1/3/2011,1/3/2011,,13.5,7,,,,,
11280,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,1/3/2011,1/3/2011,,13.5,7.1,,,,,
11281,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,1/3/2011,1/3/2011,,13.5,7.3,,,,,
11282,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,1/3/2011,1/3/2011,,,,,,,,
11283,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,1/3/2011,1/3/2011,,,,,,,,
11284,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,1/3/2011,1/3/2011,,,,,,,,
11285,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,1/3/2011,1/3/2011,,,,,,,,
11286,R20,Verde River at Tangle,verde,verde abv horseshoe,1/3/2011,1/3/2011,,,,,,,,
11287,Havasu 1,Havasu lake Sample,,Havasu 1,1/3/2011,1/3/2011,,,,,,,,
11288,R3,Waddell Canal,cap,waddell canal,1/31/2011,1/31/2011,,,,,,,,
11289,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/31/2011,1/31/2011,,,,,,,,
11290,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/31/2011,1/31/2011,,,,,,,,
11291,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/31/2011,1/31/2011,,,,,,,,
11292,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/31/2011,1/31/2011,,,,,,,,
11293,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/31/2011,1/31/2011,,,,,,,,
