ID,site number,site location,cluster name,site acronym,date,month,sample type,MIB (ng/L) ASU,Geosmin  (ng/L) ASU,Beta-cyclocitral (ng/L),IPMP Recovery (%),MIB (ng/L) Phoenix,Geosmin  (ng/L) Phoenix,comments
6743,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","08/04/08 00:00:00","08/04/08 00:00:00",,0,0,0,,,,
6744,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","08/04/08 00:00:00","08/04/08 00:00:00",,2.8,0,7.5,,,,
6745,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","08/04/08 00:00:00","08/04/08 00:00:00",,8.1,0,0,,,,
6746,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","08/04/08 00:00:00","08/04/08 00:00:00",,8.300000000000001,0,0,,,,
6747,"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo","08/04/08 00:00:00","08/04/08 00:00:00",,8,0,0,,,,
6748,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","08/04/08 00:00:00","08/04/08 00:00:00",,0,4.1,3.9,,,,
6749,"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi dup","08/04/08 00:00:00","08/04/08 00:00:00",,0,4,7.8,,,,
6750,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","08/04/08 00:00:00","08/04/08 00:00:00",,0,0,2.5,,,,
6751,"R9C","Saguaro Lake near dock","salt","saguaro-hypo","08/04/08 00:00:00","08/04/08 00:00:00",,0,3.9,8.800000000000001,,,,
6752,"R20","Verde River at Tangle","verde","verde abv horseshoe","08/04/08 00:00:00","08/04/08 00:00:00",,,,,,,,
6753,"Havasu 1","Havasu lake Sample",,"Havasu 1","08/04/08 00:00:00","08/04/08 00:00:00",,2.8,0,2.6,,,,
6754,"Havasu 2","Havasu lake Sample",,"Havasu 2","08/04/08 00:00:00","08/04/08 00:00:00",,,,,,,,
6755,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","08/04/08 00:00:00","08/04/08 00:00:00",,,,,,,,
6756,"R1","CAP canal above Waddell Canal","cap","cap-siphon","08/04/08 00:00:00","08/04/08 00:00:00",,,,,,,,
6757,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","08/04/08 00:00:00","08/04/08 00:00:00",,,,,,,,
6758,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","08/04/08 00:00:00","08/04/08 00:00:00",,,,,,,,
6759,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","08/04/08 00:00:00","08/04/08 00:00:00",,,,,,,,
6760,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","08/04/08 00:00:00","08/04/08 00:00:00",,,,,,,,
6761,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","08/04/08 00:00:00","08/04/08 00:00:00",,,,,,,,
6762,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","08/04/08 00:00:00","08/04/08 00:00:00",,,,,,,,
6763,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","08/04/08 00:00:00","08/04/08 00:00:00",,,,,,,,
6764,"R3","Waddell Canal","cap","waddell canal","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6818,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","09/02/08 00:00:00","09/02/08 00:00:00",,5.9,4.5,3.5,,,,
6819,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","09/02/08 00:00:00","09/02/08 00:00:00",,10.8,4.2,4,,,,
6820,"R17","Deer Valley WTP treated water","srp","deer valley-treated","09/02/08 00:00:00","09/02/08 00:00:00",,8.6,8.199999999999999,4.6,,,,
6821,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","09/02/08 00:00:00","09/02/08 00:00:00",,34,5.9,5.2,,,,
6822,"R19","Val Vista WTP treated water","srp","val vista-treated","09/02/08 00:00:00","09/02/08 00:00:00",,13.8,3.3,0,,,,
6823,"VV west","Val Vista west","srp","val-vista west","09/02/08 00:00:00","09/02/08 00:00:00",,5.9,2,0,,,,
6824,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/02/08 00:00:00","09/02/08 00:00:00",,12.4,5.2,4.3,,,,
6825,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","09/02/08 00:00:00","09/02/08 00:00:00",,17,5.7,8.699999999999999,,,,
6826,"R25","verde river at beeline highway","verde","verde @ beeline","09/02/08 00:00:00","09/02/08 00:00:00",,8.1,2.4,3.3,,,,
6827,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","09/02/08 00:00:00","09/02/08 00:00:00",,33,5.1,5,,,,
6828,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","09/02/08 00:00:00","09/02/08 00:00:00",,19.3,5.4,11.6,,,,
6829,"UH In","Union Hills Inlet","cap","Union Hills Inlet","09/02/08 00:00:00","09/02/08 00:00:00",,2.6,0,5.7,,,,
6830,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","09/02/08 00:00:00","09/02/08 00:00:00",,0,0,0,,,,
6831,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/02/08 00:00:00","09/02/08 00:00:00",,13.6,4.9,7.6,,,,
6832,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","09/02/08 00:00:00","09/02/08 00:00:00",,13.8,5.6,7.9,,,,
6833,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","09/02/08 00:00:00","09/02/08 00:00:00",,31,5,4.1,,,,
6834,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","09/02/08 00:00:00","09/02/08 00:00:00",,23.3,5.4,5.1,,,,
6835,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","09/02/08 00:00:00","09/02/08 00:00:00",,7.3,0,0,,,,
6836,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","09/02/08 00:00:00","09/02/08 00:00:00",,2.4,0,0,,,,
6837,"Glen In","Glendale WTP Inlet","srp","Glen In","09/02/08 00:00:00","09/02/08 00:00:00",,8.9,3.4,7.1,,,,
6838,"Glen Out","Glendale WTP Outlet","srp","Glen Out","09/02/08 00:00:00","09/02/08 00:00:00",,0,0,0,,,,
6839,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","09/02/08 00:00:00","09/02/08 00:00:00",,0,0,0,,,,
6840,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","09/02/08 00:00:00","09/02/08 00:00:00",,0,0,4,,,,
6841,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","09/02/08 00:00:00","09/02/08 00:00:00",,12.8,0,3.8,,,,
6842,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","09/02/08 00:00:00","09/02/08 00:00:00",,3.5,0,0,,,,
6843,"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo","09/02/08 00:00:00","09/02/08 00:00:00",,16.1,3.7,2.7,,,,
6844,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","09/02/08 00:00:00","09/02/08 00:00:00",,249.8,3.2,2.3,,,,
6845,"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi dup","09/02/08 00:00:00","09/02/08 00:00:00",,259.8,4.5,0,,,,
6846,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","09/02/08 00:00:00","09/02/08 00:00:00",,135,5.8,0,,,,
6847,"R9C","Saguaro Lake near dock","salt","saguaro-hypo","09/02/08 00:00:00","09/02/08 00:00:00",,476.8,4.5,0,,,,
6848,"R20","Verde River at Tangle","verde","verde abv horseshoe","09/02/08 00:00:00","09/02/08 00:00:00",,0,0,3.6,,,,
6849,"Havasu 1","Havasu lake Sample",,"Havasu 1","09/02/08 00:00:00","09/02/08 00:00:00",,0,2.1,0,,,,
6850,"Havasu 2","Havasu lake Sample",,"Havasu 2","09/02/08 00:00:00","09/02/08 00:00:00",,,,,,,,
6851,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","09/02/08 00:00:00","09/02/08 00:00:00",,,,,,,,
6852,"R1","CAP canal above Waddell Canal","cap","cap-siphon","09/02/08 00:00:00","09/02/08 00:00:00",,,,,,,,
6853,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","09/02/08 00:00:00","09/02/08 00:00:00",,,,,,,,
6854,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","09/02/08 00:00:00","09/02/08 00:00:00",,,,,,,,
6855,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","09/02/08 00:00:00","09/02/08 00:00:00",,,,,,,,
6856,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","09/02/08 00:00:00","09/02/08 00:00:00",,,,,,,,
6857,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","09/02/08 00:00:00","09/02/08 00:00:00",,,,,,,,
6858,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","09/02/08 00:00:00","09/02/08 00:00:00",,,,,,,,
6859,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","09/02/08 00:00:00","09/02/08 00:00:00",,,,,,,,
6860,"R3","Waddell Canal","cap","waddell canal","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6861,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6862,"R11","CAP Canal at Cross-connect","cap","cap @ x con","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6863,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6864,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6865,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","09/08/08 00:00:00","09/08/08 00:00:00",,24.2,4.4,3.4,,,,
6866,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","09/08/08 00:00:00","09/08/08 00:00:00",,8.300000000000001,0,0,,,,
6867,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","09/08/08 00:00:00","09/08/08 00:00:00",,20.2,4.1,2.3,,,,
6868,"R17","Deer Valley WTP treated water","srp","deer valley-treated","09/08/08 00:00:00","09/08/08 00:00:00",,6.9,0,0,,,,
6869,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","09/08/08 00:00:00","09/08/08 00:00:00",,24.8,3.7,4,,,,
6870,"R19","Val Vista WTP treated water","srp","val vista-treated","09/08/08 00:00:00","09/08/08 00:00:00",,6.9,0,0,,,,
6871,"VV west","Val Vista west","srp","val-vista west","09/08/08 00:00:00","09/08/08 00:00:00",,8,0,0,,,,
6872,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6873,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6874,"R25","verde river at beeline highway","verde","verde @ beeline","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6875,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6876,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6877,"UH In","Union Hills Inlet","cap","Union Hills Inlet","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6878,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6879,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/08/08 00:00:00","09/08/08 00:00:00",,19.6,4.2,4.7,,,,
6880,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","09/08/08 00:00:00","09/08/08 00:00:00",,11.7,0,2,,,,
6881,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6882,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6883,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6884,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6885,"Glen In","Glendale WTP Inlet","srp","Glen In","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6886,"Glen Out","Glendale WTP Outlet","srp","Glen Out","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6887,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6888,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6889,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6890,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6891,"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6892,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6893,"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi dup","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6894,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6895,"R9C","Saguaro Lake near dock","salt","saguaro-hypo","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6896,"R20","Verde River at Tangle","verde","verde abv horseshoe","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6897,"Havasu 1","Havasu lake Sample",,"Havasu 1","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6898,"Havasu 2","Havasu lake Sample",,"Havasu 2","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6899,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6900,"R1","CAP canal above Waddell Canal","cap","cap-siphon","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6901,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6902,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6903,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6904,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6905,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6906,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6907,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","09/08/08 00:00:00","09/08/08 00:00:00",,,,,,,,
6908,"R3","Waddell Canal","cap","waddell canal","10/07/08 00:00:00","10/07/08 00:00:00",,0,7.6,2.3,,,,
6909,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/07/08 00:00:00","10/07/08 00:00:00",,20.5,4.5,27,,,,
6910,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/07/08 00:00:00","10/07/08 00:00:00",,3,2.9,13.3,,,,
6911,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/07/08 00:00:00","10/07/08 00:00:00",,4.7,0,3.2,,,,
6912,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/07/08 00:00:00","10/07/08 00:00:00",,4.6,2.8,3.4,,,,
6913,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/07/08 00:00:00","10/07/08 00:00:00",,4.3,2.4,2,,,,
6914,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/07/08 00:00:00","10/07/08 00:00:00",,0,0,0,,,,
6915,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/07/08 00:00:00","10/07/08 00:00:00",,0,3.8,6,,,,
6917,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/07/08 00:00:00","10/07/08 00:00:00",,3.1,2.3,20,,,,
6918,"R19","Val Vista WTP treated water","srp","val vista-treated","10/07/08 00:00:00","10/07/08 00:00:00",,0,0,5.9,,,,
6919,"VV west","Val Vista west","srp","val-vista west","10/07/08 00:00:00","10/07/08 00:00:00",,0,0,0,,,,
6920,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/07/08 00:00:00","10/07/08 00:00:00",,2.9,3,2.5,,,,
6921,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/07/08 00:00:00","10/07/08 00:00:00",,5.5,3,0,,,,
6922,"R25","verde river at beeline highway","verde","verde @ beeline","10/07/08 00:00:00","10/07/08 00:00:00",,7,0,12.7,,,,
6923,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/07/08 00:00:00","10/07/08 00:00:00",,7.9,3.8,14.6,,,,
6924,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/07/08 00:00:00","10/07/08 00:00:00",,5.2,2.7,2.3,,,,
6925,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/07/08 00:00:00","10/07/08 00:00:00",,0,0,0,,,,
6926,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/07/08 00:00:00","10/07/08 00:00:00",,4.1,2.4,0,,,,
6927,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/07/08 00:00:00","10/07/08 00:00:00",,5.3,3.1,5.1,,,,
6928,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","10/07/08 00:00:00","10/07/08 00:00:00",,0,0,0,,,,
6929,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","10/07/08 00:00:00","10/07/08 00:00:00",,3.8,2.5,19.9,,,,
6930,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/07/08 00:00:00","10/07/08 00:00:00",,3.7,0,5.7,,,,
6931,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","10/07/08 00:00:00","10/07/08 00:00:00",,2.3,0,2.9,,,,
6932,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","10/07/08 00:00:00","10/07/08 00:00:00",,0,0,0,,,,
6933,"Glen In","Glendale WTP Inlet","srp","Glen In","10/07/08 00:00:00","10/07/08 00:00:00",,4.1,3.4,10.7,,,,
6934,"Glen Out","Glendale WTP Outlet","srp","Glen Out","10/07/08 00:00:00","10/07/08 00:00:00",,0,0,17.8,,,,
6935,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/07/08 00:00:00","10/07/08 00:00:00",,0,0,0,,,,
6936,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/07/08 00:00:00","10/07/08 00:00:00",,24.7,0,0,,,,
6937,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/07/08 00:00:00","10/07/08 00:00:00",,65.40000000000001,0,0,,,,
6938,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/07/08 00:00:00","10/07/08 00:00:00",,59.3,0,0,,,,
6939,"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo","10/07/08 00:00:00","10/07/08 00:00:00",,66.40000000000001,0,0,,,,
6940,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/07/08 00:00:00","10/07/08 00:00:00",,56.2,7,24,,,,
6941,"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi dup","10/07/08 00:00:00","10/07/08 00:00:00",,58.6,8.9,7.9,,,,
6942,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","10/07/08 00:00:00","10/07/08 00:00:00",,20.2,6,2.5,,,,
6943,"R9C","Saguaro Lake near dock","salt","saguaro-hypo","10/07/08 00:00:00","10/07/08 00:00:00",,42.1,8.699999999999999,6.1,,,,
6944,"R20","Verde River at Tangle","verde","verde abv horseshoe","10/07/08 00:00:00","10/07/08 00:00:00",,8.9,5.7,0,,,,
6945,"Havasu 1","Havasu lake Sample",,"Havasu 1","10/07/08 00:00:00","10/07/08 00:00:00",,5.9,0,0,,,,
6946,"Havasu 2","Havasu lake Sample",,"Havasu 2","10/07/08 00:00:00","10/07/08 00:00:00",,,,,,,,
6947,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","10/07/08 00:00:00","10/07/08 00:00:00",,,,,,,,
6948,"R1","CAP canal above Waddell Canal","cap","cap-siphon","10/07/08 00:00:00","10/07/08 00:00:00",,,,,,,,
6949,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","10/07/08 00:00:00","10/07/08 00:00:00",,,,,,,,
6950,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","10/07/08 00:00:00","10/07/08 00:00:00",,,,,,,,
6951,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","10/07/08 00:00:00","10/07/08 00:00:00",,,,,,,,
6952,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","10/07/08 00:00:00","10/07/08 00:00:00",,,,,,,,
6953,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","10/07/08 00:00:00","10/07/08 00:00:00",,,,,,,,
6954,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","10/07/08 00:00:00","10/07/08 00:00:00",,,,,,,,
6955,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","10/07/08 00:00:00","10/07/08 00:00:00",,,,,,,,
6956,"R3","Waddell Canal","cap","waddell canal","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6957,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6958,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6959,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6960,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6961,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/13/08 00:00:00","10/13/08 00:00:00",,10.7,0,0,,,,
6962,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/13/08 00:00:00","10/13/08 00:00:00",,3.7,0,0,,,,
6963,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/13/08 00:00:00","10/13/08 00:00:00",,4.1,0,0,,,,
6964,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6965,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6966,"R19","Val Vista WTP treated water","srp","val vista-treated","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6967,"VV west","Val Vista west","srp","val-vista west","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6968,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6969,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6970,"R25","verde river at beeline highway","verde","verde @ beeline","10/13/08 00:00:00","10/13/08 00:00:00",,14.2,0,0,,,,
6971,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6972,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6973,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6974,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6975,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/13/08 00:00:00","10/13/08 00:00:00",,6.8,0,0,,,,
6976,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","10/13/08 00:00:00","10/13/08 00:00:00",,2.2,0,0,,,,
6977,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6765,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6766,"R11","CAP Canal at Cross-connect","cap","cap @ x con","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6767,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6768,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6769,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/18/08 00:00:00","08/18/08 00:00:00",,4.3,5,6.7,,,,
6770,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","08/18/08 00:00:00","08/18/08 00:00:00",,2.2,0,0,,,,
6771,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/18/08 00:00:00","08/18/08 00:00:00",,3.2,4.4,6.5,,,,
6772,"R17","Deer Valley WTP treated water","srp","deer valley-treated","08/18/08 00:00:00","08/18/08 00:00:00",,3.2,2.9,2.6,,,,
6773,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","08/18/08 00:00:00","08/18/08 00:00:00",,4.5,4.5,6.1,,,,
6774,"R19","Val Vista WTP treated water","srp","val vista-treated","08/18/08 00:00:00","08/18/08 00:00:00",,0,0,0,,,,
6775,"VV west","Val Vista west","srp","val-vista west","08/18/08 00:00:00","08/18/08 00:00:00",,0,0,0,,,,
6776,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6777,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6778,"R25","verde river at beeline highway","verde","verde @ beeline","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6779,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6780,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","08/18/08 00:00:00","08/18/08 00:00:00",,3.5,4.3,5.7,,,,
6781,"UH In","Union Hills Inlet","cap","Union Hills Inlet","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6782,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
