ID,site number,site location,cluster name,site acronym,date,month,sample type,MIB (ng/L) ASU,Geosmin  (ng/L) ASU,Beta-cyclocitral (ng/L),IPMP Recovery (%),MIB (ng/L) Phoenix,Geosmin  (ng/L) Phoenix,comments
11842,"ISTB4","Interdisciplinary Science and Technology Building 4",,"ISTB4","11/02/15 00:00:00","11/02/15 00:00:00",,-0.9972047151780701,0.3089175446965626,0.6002355081556594,,,,
11843,"R3","Waddell Canal","cap","waddell canal","12/07/15 00:00:00","12/07/15 00:00:00",,4.34849482817338,2.171137782098058,-1.773554363264989,,,,
11844,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","12/07/15 00:00:00","12/07/15 00:00:00",,5.697720695570414,0.07650609736470493,-1.773554363264989,,,,
11845,"R11","CAP Canal at Cross-connect","cap","cap @ x con","12/07/15 00:00:00","12/07/15 00:00:00",,,,,,,,
11846,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","12/07/15 00:00:00","12/07/15 00:00:00",,,,,,,,
11847,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","12/07/15 00:00:00","12/07/15 00:00:00",,,,,,,,
11848,"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St","12/07/15 00:00:00","12/07/15 00:00:00",,8.712521986551508,-1.036336398978253,-1.773554363264989,,,,
11849,"R15","24th St WTP treated water","srp","24th St-treated","12/07/15 00:00:00","12/07/15 00:00:00",,4.67282796937459,-1.036336398978253,-1.773554363264989,,,,
11850,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","12/07/15 00:00:00","12/07/15 00:00:00",,11.11059133518692,0.466334157460891,-1.773554363264989,,,,
11851,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","12/07/15 00:00:00","12/07/15 00:00:00",,0.3088008109964626,-1.036336398978253,-1.773554363264989,,,,
11852,"R25","verde river at beeline highway","verde","verde @ beeline","12/07/15 00:00:00","12/07/15 00:00:00",,9.961953041271245,0.400807503484609,-1.773554363264989,,,,
11853,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","12/07/15 00:00:00","12/07/15 00:00:00",,,,,,,,
11854,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","12/07/15 00:00:00","12/07/15 00:00:00",,0.3088008109964626,-1.036336398978253,-1.773554363264989,,,,
11855,"UH In","Union Hills Inlet","cap","Union Hills Inlet","12/07/15 00:00:00","12/07/15 00:00:00",,0.3088008109964626,-1.036336398978253,-1.773554363264989,,,,
11856,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","12/07/15 00:00:00","12/07/15 00:00:00",,3.604025525600756,1.473667634689497,-1.773554363264989,,,,
11857,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","12/07/15 00:00:00","12/07/15 00:00:00",,0.3088008109964626,-1.036336398978253,-1.773554363264989,,,,
11858,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","12/07/15 00:00:00","12/07/15 00:00:00",,4.67282796937459,-1.036336398978253,-1.773554363264989,,,,
11859,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","12/07/15 00:00:00","12/07/15 00:00:00",,,,,,,,
11860,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","12/07/15 00:00:00","12/07/15 00:00:00",,,,,,,,
11861,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","12/07/15 00:00:00","12/07/15 00:00:00",,,,,,,,
11862,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","12/07/15 00:00:00","12/07/15 00:00:00",,,,,,,,
11863,"Glen In","Glendale WTP Inlet","srp","Glen In","12/07/15 00:00:00","12/07/15 00:00:00",,4.782602263319615,7.585416394545087,-1.773554363264989,,,,
11864,"Glen Out","Glendale WTP Outlet","srp","Glen Out","12/07/15 00:00:00","12/07/15 00:00:00",,0.3088008109964626,0.5274183264218317,-1.773554363264989,,,,
11865,"GR In","Greenway WTP Inlet","srp","Green In","12/07/15 00:00:00","12/07/15 00:00:00",,6.454165375664313,18.02525618059679,-1.773554363264989,,,,
11866,"GR Out","Greenway WTP Outlet","srp","Green Out","12/07/15 00:00:00","12/07/15 00:00:00",,0.3088008109964626,3.015209935012876,-1.773554363264989,,,,
11867,"HOC","Head of the Consolidated Canal","srp","Head of the Consolidated Canal","12/07/15 00:00:00","12/07/15 00:00:00",,,,,,,,
11868,"MOC","Middle of the Consolidated Canal","srp","Middle of the Consolidated Canal","12/07/15 00:00:00","12/07/15 00:00:00",,0.3088008109964626,0.3474976833005152,-1.773554363264989,,,,
11869,"CH In","Chandler Inlet",,"Chandler Inlet","12/07/15 00:00:00","12/07/15 00:00:00",,,,,,,,
11870,"CH Out","Chandler Treated",,"Chandler Treated","12/07/15 00:00:00","12/07/15 00:00:00",,,,,,,,
11871,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","12/07/15 00:00:00","12/07/15 00:00:00",,10.32576447721451,-1.19308991324732,-0.4844836567205064,,,,
11872,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","12/07/15 00:00:00","12/07/15 00:00:00",,12.89101902856037,-1.19308991324732,-0.4844836567205064,,,,
11873,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","12/07/15 00:00:00","12/07/15 00:00:00",,18.55528436091315,0.9505650241330765,-1.773554363264989,,,,
11874,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","12/07/15 00:00:00","12/07/15 00:00:00",,18.89758056839628,1.21378226129204,-1.773554363264989,,,,
11875,"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo","12/07/15 00:00:00","12/07/15 00:00:00",,24.12682875268655,2.082288081791235,-1.773554363264989,,,,
11876,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","12/07/15 00:00:00","12/07/15 00:00:00",,4.778610470812523,0.73288325838136,-1.773554363264989,,,,
