ID,site number,site location,cluster name,site acronym,date,month,UVAf (Al sorp),DOCf (Al sorp),SUVAf,% UVA Rem,% DOC Rem,CHCl3 (ug/L),CHBrCl2 (ug/L),CHClBr2 (ug/L),CHBr3 (ug/L),TTHM (ug/L),MCAA monochloroacetic acid (ug/L),MBAA monobromoacetic acid (ug/L),DCAA dichloroacetic acid (ug/L),TCAA trichloroacetic acid (ug/L),BCAA bromochloroacetic acid (ug/L),DBAA dibromoacetic acid (ug/L),BDCAA Bromodichloroacetic acid,CDBAA Chlorodibromacetic acid,TBAA Tribromoacetic acid,DiHAA,% DBA dibromopropionic acid (% recovery),THAA9 (ug/L),MCAA COP,MBAA COP,DCAA COP,TCAA COP,BCAA COP,DBAA COP,BDCAA COP,CDBAA COP,TBAA COP,DiHAA COP,THAA9 COP,% DBA COP,sample type,docq comments
158,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","04/18/01 00:00:00","04/01/01 00:00:00",1.6150000000000001e-02,1.3700000000000001e+00,1.1790000000000000e-02,7.3400000000000006e+01,6.1899999999999999e+01,6.2799999999999997e+01,5.1399999999999999e+01,3.7000000000000000e+01,4.0000000000000000e+00,1.5519999999999999e+02,2.7000000000000002e+00,1.6000000000000001e+00,1.8000000000000000e+01,1.4000000000000000e+01,1.3000000000000000e+01,6.7000000000000002e+00,1.6000000000000000e+01,5.4000000000000004e+00,0.0000000000000000e+00,3.7700000000000003e+01,9.5000000000000000e+01,7.7400000000000006e+01,,,,,,,,,,,,,,
159,"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi","04/18/01 00:00:00","04/01/01 00:00:00",1.4700000000000000e-02,1.2210000000000001e+00,1.2040000000000000e-02,7.5599999999999994e+01,6.1200000000000003e+01,5.5500000000000000e+01,4.7299999999999997e+01,3.5299999999999997e+01,3.8999999999999999e+00,1.4200000000000000e+02,2.7000000000000002e+00,1.6000000000000001e+00,1.6000000000000000e+01,1.3000000000000000e+01,1.3000000000000000e+01,7.0000000000000000e+00,1.6000000000000000e+01,6.0000000000000000e+00,0.0000000000000000e+00,3.6000000000000000e+01,1.0700000000000000e+02,7.5299999999999997e+01,,,,,,,,,,,,,,
160,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","04/18/01 00:00:00","04/01/01 00:00:00",1.4550000000000000e-02,1.1725000000000001e+00,1.2409999999999999e-02,7.5900000000000006e+01,7.8500000000000000e+01,5.4500000000000000e+01,4.8600000000000001e+01,3.8100000000000001e+01,4.2000000000000002e+00,1.4540000000000001e+02,2.5000000000000000e+00,1.5000000000000000e+00,1.4000000000000000e+01,1.2000000000000000e+01,1.2000000000000000e+01,6.5999999999999996e+00,1.5000000000000000e+01,5.7000000000000002e+00,0.0000000000000000e+00,3.2600000000000001e+01,9.7000000000000000e+01,6.9299999999999997e+01,,,,,,,,,,,,,,
161,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","04/18/01 00:00:00","04/01/01 00:00:00",1.2850000000000000e-02,1.0750000000000000e+00,1.1950000000000001e-02,7.2700000000000003e+01,5.4000000000000000e+01,4.0500000000000000e+01,4.2299999999999997e+01,3.9299999999999997e+01,7.5000000000000000e+00,1.2959999999999999e+02,2.2000000000000002e+00,1.7000000000000000e+00,1.3000000000000000e+01,9.4000000000000004e+00,1.2000000000000000e+01,8.1999999999999993e+00,1.5000000000000000e+01,6.2000000000000002e+00,2.2000000000000002e+00,3.3200000000000003e+01,9.5000000000000000e+01,6.9900000000000006e+01,,,,,,,,,,,,,,
162,"R11","CAP Canal at Cross-connect","cap","cap @ x con","04/18/01 00:00:00","04/01/01 00:00:00",1.1100000000000000e-02,1.0785000000000000e+00,1.0290000000000001e-02,7.4200000000000003e+01,6.0600000000000001e+01,4.3100000000000001e+01,3.0100000000000001e+01,1.8300000000000001e+01,,9.1500000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.2000000000000000e+01,9.5999999999999996e+00,7.7000000000000002e+00,3.3999999999999999e+00,8.3000000000000007e+00,2.8999999999999999e+00,0.0000000000000000e+00,2.3100000000000001e+01,9.4000000000000000e+01,4.4899999999999999e+01,,,,,,,,,,,,,,
163,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","04/18/01 00:00:00","04/01/01 00:00:00",1.0250000000000000e-02,3.6480000000000001e-01,2.8100000000000000e-02,7.9299999999999997e+01,8.0200000000000003e+01,5.8500000000000000e+01,3.4899999999999999e+01,1.5800000000000001e+01,,1.0920000000000000e+02,2.2000000000000002e+00,0.0000000000000000e+00,1.8000000000000000e+01,1.9000000000000000e+01,9.4000000000000004e+00,2.8999999999999999e+00,9.5999999999999996e+00,2.5000000000000000e+00,0.0000000000000000e+00,3.0300000000000001e+01,1.0000000000000000e+02,6.3600000000000001e+01,,,,,,,,,,,,,,
164,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","04/18/01 00:00:00","04/01/01 00:00:00",1.0100000000000000e-02,8.2150000000000001e-01,1.2290000000000001e-02,8.0299999999999997e+01,5.7899999999999999e+01,6.2200000000000003e+01,3.7500000000000000e+01,1.7000000000000000e+01,,1.1670000000000000e+02,2.0000000000000000e+00,0.0000000000000000e+00,1.8000000000000000e+01,1.9000000000000000e+01,9.5000000000000000e+00,2.7999999999999998e+00,1.0000000000000000e+01,2.7000000000000002e+00,0.0000000000000000e+00,3.0300000000000001e+01,1.0000000000000000e+02,6.4000000000000000e+01,,,,,,,,,,,,,,
165,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","04/19/01 00:00:00","04/01/01 00:00:00",1.0350000000000000e-02,8.6250000000000004e-01,1.2000000000000000e-02,8.0900000000000006e+01,6.0299999999999997e+01,6.4000000000000000e+01,3.9000000000000000e+01,1.9199999999999999e+01,,1.2220000000000000e+02,2.0000000000000000e+00,0.0000000000000000e+00,1.8000000000000000e+01,1.9000000000000000e+01,9.0999999999999996e+00,3.0000000000000000e+00,1.0000000000000000e+01,2.7000000000000002e+00,0.0000000000000000e+00,3.0100000000000001e+01,1.0600000000000000e+02,6.3799999999999997e+01,,,,,,,,,,,,,,
166,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","04/19/01 00:00:00","04/01/01 00:00:00",8.3000000000000001e-03,8.4850000000000003e-01,9.7800000000000005e-03,6.5400000000000006e+01,5.0399999999999999e+01,5.2799999999999997e+01,3.0600000000000001e+01,1.7399999999999999e+01,,1.0080000000000000e+02,3.2000000000000002e+00,0.0000000000000000e+00,2.2000000000000000e+01,1.6000000000000000e+01,1.1000000000000000e+01,3.7000000000000002e+00,9.9000000000000004e+00,2.8999999999999999e+00,0.0000000000000000e+00,3.6700000000000003e+01,1.1000000000000000e+02,6.8700000000000003e+01,,,,,,,,,,,,,,
167,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","04/19/01 00:00:00","04/01/01 00:00:00",9.7000000000000003e-03,7.4750000000000005e-01,1.2980000000000000e-02,8.2000000000000000e+01,6.4500000000000000e+01,6.4400000000000006e+01,4.1500000000000000e+01,2.6199999999999999e+01,6.9999999999999996e-01,1.3280000000000001e+02,2.1000000000000001e+00,1.0000000000000000e+00,1.8000000000000000e+01,1.5000000000000000e+01,1.1000000000000000e+01,5.2000000000000002e+00,1.2000000000000000e+01,4.0999999999999996e+00,0.0000000000000000e+00,3.4200000000000003e+01,9.3000000000000000e+01,6.8400000000000006e+01,,,,,,,,,,,,,,
168,"R17","Deer Valley WTP treated water","srp","deer valley-treated","04/19/01 00:00:00","04/01/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","04/19/01 00:00:00","04/01/01 00:00:00",1.0300000000000000e-02,9.4850000000000001e-01,1.0860000000000000e-02,7.8000000000000000e+01,5.8299999999999997e+01,6.1299999999999997e+01,3.0300000000000001e+01,1.6899999999999999e+01,,1.0850000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,1.4000000000000000e+01,1.3000000000000000e+01,8.6999999999999993e+00,3.3999999999999999e+00,9.0000000000000000e+00,3.0000000000000000e+00,0.0000000000000000e+00,2.6100000000000001e+01,1.0000000000000000e+02,5.1100000000000001e+01,,,,,,,,,,,,,,
126,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","01/18/01 00:00:00","01/01/01 00:00:00",1.2600000000000000e-02,1.0460000000000000e+00,1.2050000000000000e-02,6.8400000000000006e+01,6.3299999999999997e+01,3.0399999999999999e+01,2.0699999999999999e+01,1.2000000000000000e+01,,6.3100000000000001e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,8.0999999999999996e+00,5.4000000000000004e+00,2.2000000000000002e+00,2.3999999999999999e+00,1.6000000000000001e+00,0.0000000000000000e+00,1.7600000000000001e+01,2.9699999999999999e+01,1.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,8.0999999999999996e+00,5.4000000000000004e+00,2.2000000000000002e+00,2.3999999999999999e+00,1.6000000000000001e+00,0.0000000000000000e+00,1.7600000000000001e+01,2.9699999999999999e+01,1.0000000000000000e+02,,
127,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st","01/18/01 00:00:00","01/01/01 00:00:00",1.2600000000000000e-02,1.0810000000000000e+00,1.1660000000000000e-02,6.8200000000000003e+01,6.1899999999999999e+01,3.4700000000000003e+01,2.4300000000000001e+01,1.4300000000000001e+01,,7.3299999999999997e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,8.3000000000000007e+00,5.5999999999999996e+00,2.2999999999999998e+00,2.5000000000000000e+00,1.6000000000000001e+00,0.0000000000000000e+00,1.7899999999999999e+01,3.0300000000000001e+01,9.6000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,8.3000000000000007e+00,5.5999999999999996e+00,2.2999999999999998e+00,2.5000000000000000e+00,1.6000000000000001e+00,0.0000000000000000e+00,1.7899999999999999e+01,3.0300000000000001e+01,9.6000000000000000e+01,,
128,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","01/16/01 00:00:00","01/01/01 00:00:00",1.0250000000000000e-02,7.2299999999999998e-01,1.4180000000000000e-02,7.3500000000000000e+01,5.7100000000000001e+01,3.7799999999999997e+01,2.3000000000000000e+01,1.1100000000000000e+01,,7.1900000000000006e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.4000000000000000e+01,1.4000000000000000e+01,6.5999999999999996e+00,2.0000000000000000e+00,2.7000000000000002e+00,1.5000000000000000e+00,0.0000000000000000e+00,2.2600000000000001e+01,4.0799999999999997e+01,8.4000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.4000000000000000e+01,1.4000000000000000e+01,6.5999999999999996e+00,2.0000000000000000e+00,2.7000000000000002e+00,1.5000000000000000e+00,0.0000000000000000e+00,2.2600000000000001e+01,4.0799999999999997e+01,8.4000000000000000e+01,,
129,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","01/16/01 00:00:00","01/01/01 00:00:00",1.2699999999999999e-02,8.8600000000000001e-01,1.4330000000000001e-02,7.8500000000000000e+01,6.6599999999999994e+01,5.6299999999999997e+01,2.5300000000000001e+01,9.8000000000000007e+00,,9.1299999999999997e+01,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000000000000e+01,2.1000000000000000e+01,6.9000000000000004e+00,1.6000000000000001e+00,3.0000000000000000e+00,1.5000000000000000e+00,0.0000000000000000e+00,2.8500000000000000e+01,5.4000000000000000e+01,8.4000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000000000000e+01,2.1000000000000000e+01,6.9000000000000004e+00,1.6000000000000001e+00,3.0000000000000000e+00,1.5000000000000000e+00,0.0000000000000000e+00,2.8500000000000000e+01,5.4000000000000000e+01,8.4000000000000000e+01,,
130,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","01/16/01 00:00:00","01/01/01 00:00:00",1.3350000000000001e-02,8.7749999999999995e-01,1.5210000000000000e-02,7.7000000000000000e+01,6.6900000000000006e+01,6.8599999999999994e+01,3.1899999999999999e+01,1.1900000000000000e+01,,1.1240000000000001e+02,2.2000000000000002e+00,0.0000000000000000e+00,2.1000000000000000e+01,2.0000000000000000e+01,7.5000000000000000e+00,1.8000000000000000e+00,3.0000000000000000e+00,1.6000000000000001e+00,0.0000000000000000e+00,3.0300000000000001e+01,5.7100000000000001e+01,7.7000000000000000e+01,2.2000000000000002e+00,0.0000000000000000e+00,2.1000000000000000e+01,2.0000000000000000e+01,7.5000000000000000e+00,1.8000000000000000e+00,3.0000000000000000e+00,1.6000000000000001e+00,0.0000000000000000e+00,3.0300000000000001e+01,5.7100000000000001e+01,7.7000000000000000e+01,,
131,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","01/16/01 00:00:00","01/01/01 00:00:00",1.3400000000000000e-02,8.5150000000000003e-01,1.5740000000000001e-02,7.7700000000000003e+01,6.7500000000000000e+01,6.8000000000000000e+01,3.1094999999999999e+01,1.0940000000000000e+01,,1.1000000000000000e+02,2.1000000000000001e+00,0.0000000000000000e+00,2.3000000000000000e+01,2.4000000000000000e+01,7.5999999999999996e+00,1.7000000000000000e+00,3.0000000000000000e+00,1.5000000000000000e+00,0.0000000000000000e+00,3.2299999999999997e+01,6.2899999999999999e+01,9.4000000000000000e+01,2.1000000000000001e+00,0.0000000000000000e+00,2.3000000000000000e+01,2.4000000000000000e+01,7.5999999999999996e+00,1.7000000000000000e+00,3.0000000000000000e+00,1.5000000000000000e+00,0.0000000000000000e+00,3.2299999999999997e+01,6.2899999999999999e+01,9.4000000000000000e+01,,
132,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","01/17/01 00:00:00","01/01/01 00:00:00",1.7149999999999999e-02,1.1984999999999999e+00,1.4310000000000000e-02,6.6200000000000003e+01,5.9299999999999997e+01,3.8899999999999999e+01,3.8274999999999999e+01,3.2921500000000002e+01,5.2000000000000002e+00,1.1540000000000001e+02,2.0000000000000000e+00,1.3999999999999999e+00,1.4000000000000000e+01,1.1000000000000000e+01,1.2000000000000000e+01,7.0999999999999996e+00,1.3000000000000000e+01,6.0999999999999996e+00,2.7999999999999998e+00,3.3100000000000001e+01,6.9400000000000006e+01,9.9000000000000000e+01,2.0000000000000000e+00,1.3999999999999999e+00,1.4000000000000000e+01,1.1000000000000000e+01,1.2000000000000000e+01,7.0999999999999996e+00,1.3000000000000000e+01,6.0999999999999996e+00,2.7999999999999998e+00,3.3100000000000001e+01,6.9400000000000006e+01,9.9000000000000000e+01,,
133,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","01/17/01 00:00:00","01/01/01 00:00:00",1.5949999999999999e-02,1.2190000000000001e+00,1.3080000000000000e-02,7.0000000000000000e+01,6.1500000000000000e+01,4.1399999999999999e+01,3.8284999999999997e+01,3.1164999999999999e+01,4.2000000000000002e+00,1.1500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,1.4000000000000000e+01,1.2000000000000000e+01,1.2000000000000000e+01,6.7000000000000002e+00,1.3000000000000000e+01,6.0000000000000000e+00,2.7999999999999998e+00,3.2700000000000003e+01,6.6500000000000000e+01,9.8000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.4000000000000000e+01,1.2000000000000000e+01,1.2000000000000000e+01,6.7000000000000002e+00,1.3000000000000000e+01,6.0000000000000000e+00,2.7999999999999998e+00,3.2700000000000003e+01,6.6500000000000000e+01,9.8000000000000000e+01,,
101,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","10/19/00 00:00:00","10/01/00 00:00:00",1.6199999999999999e-02,1.3450000000000000e+00,1.2040000000000000e-02,6.0399999999999999e+01,5.2200000000000003e+01,2.7199999999999999e+01,2.7500000000000000e+01,2.3199999999999999e+01,4.5000000000000000e+00,8.2200000000000003e+01,0.0000000000000000e+00,0.0000000000000000e+00,8.3000000000000007e+00,4.2000000000000002e+00,7.9000000000000004e+00,4.2999999999999998e+00,7.7000000000000002e+00,3.2000000000000002e+00,3.0000000000000000e+00,2.0500000000000000e+01,3.8600000000000001e+01,1.0400000000000000e+02,,,,,,,,,,,,,,
102,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st","10/19/00 00:00:00","10/01/00 00:00:00",1.8700000000000001e-02,1.5509999999999999e+00,1.2060000000000000e-02,5.3600000000000001e+01,4.5000000000000000e+01,3.4799999999999997e+01,3.1800000000000001e+01,2.5699999999999999e+01,4.9000000000000004e+00,9.7200000000000003e+01,0.0000000000000000e+00,1.1000000000000001e+00,8.9000000000000004e+00,5.4000000000000004e+00,8.0999999999999996e+00,4.2000000000000002e+00,8.0000000000000000e+00,3.2999999999999998e+00,3.0000000000000000e+00,2.1199999999999999e+01,4.2000000000000000e+01,1.0700000000000000e+02,,,,,,,,,,,,,,
103,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","10/17/00 00:00:00","10/01/00 00:00:00",1.3400000000000000e-02,5.9199999999999997e-01,2.2640000000000000e-02,3.5899999999999999e+01,2.3399999999999999e+01,1.9800000000000001e+01,2.2800000000000001e+01,2.7800000000000001e+01,9.9000000000000004e+00,8.0299999999999997e+01,0.0000000000000000e+00,0.0000000000000000e+00,5.4000000000000004e+00,2.7000000000000002e+00,5.9000000000000004e+00,4.9000000000000004e+00,6.7999999999999998e+00,2.7999999999999998e+00,3.2999999999999998e+00,1.6199999999999999e+01,3.1800000000000001e+01,9.5000000000000000e+01,,,,,,,,,,,,,,
104,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/17/00 00:00:00","10/01/00 00:00:00",1.3500000000000000e-02,9.2600000000000005e-01,1.4579999999999999e-02,6.5099999999999994e+01,4.9700000000000003e+01,2.9300000000000001e+01,2.3199999999999999e+01,1.7000000000000000e+01,2.8999999999999999e+00,7.2400000000000006e+01,0.0000000000000000e+00,0.0000000000000000e+00,7.9000000000000004e+00,3.0000000000000000e+00,6.5999999999999996e+00,3.5000000000000000e+00,5.0000000000000000e+00,2.1000000000000001e+00,0.0000000000000000e+00,1.8000000000000000e+01,2.8100000000000001e+01,8.3000000000000000e+01,,,,,,,,,,,,,,
105,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/17/00 00:00:00","10/01/00 00:00:00",1.2800000000000001e-02,7.1450000000000002e-01,1.7909999999999999e-02,6.6099999999999994e+01,5.8500000000000000e+01,4.5600000000000001e+01,2.2000000000000000e+01,1.7100000000000001e+01,1.1000000000000001e+00,8.5799999999999997e+01,2.0000000000000000e+00,0.0000000000000000e+00,1.3900000000000000e+01,1.0300000000000001e+01,6.5000000000000000e+00,2.7999999999999998e+00,7.2999999999999998e+00,2.5000000000000000e+00,0.0000000000000000e+00,2.3199999999999999e+01,4.5299999999999997e+01,6.5000000000000000e+01,,,,,,,,,,,,,,
106,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","10/17/00 00:00:00","10/01/00 00:00:00",1.1800000000000000e-02,7.1299999999999997e-01,1.6549999999999999e-02,6.6200000000000003e+01,5.4799999999999997e+01,3.7899999999999999e+01,2.2699999999999999e+01,1.7500000000000000e+01,3.2999999999999998e+00,8.1400000000000006e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.2199999999999999e+01,8.4000000000000004e+00,6.5000000000000000e+00,3.2999999999999998e+00,6.5000000000000000e+00,2.5000000000000000e+00,0.0000000000000000e+00,2.2000000000000000e+01,3.9399999999999999e+01,7.9000000000000000e+01,,,,,,,,,,,,,,
107,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","10/18/00 00:00:00","10/01/00 00:00:00",1.6500000000000001e-02,1.2480000000000000e+00,1.3220000000000001e-02,6.9299999999999997e+01,5.6500000000000000e+01,4.3700000000000003e+01,4.4799999999999997e+01,3.8100000000000001e+01,8.9000000000000004e+00,1.3550000000000000e+02,2.0000000000000000e+00,1.3999999999999999e+00,1.3600000000000000e+01,9.3000000000000007e+00,1.2199999999999999e+01,6.7000000000000002e+00,1.3800000000000001e+01,4.7000000000000002e+00,3.7999999999999998e+00,3.2500000000000000e+01,6.7500000000000000e+01,1.0200000000000000e+02,,,,,,,,,,,,,,
108,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/18/00 00:00:00","10/01/00 00:00:00",1.6799999999999999e-02,1.3405000000000000e+00,1.2529999999999999e-02,6.8599999999999994e+01,5.6100000000000001e+01,3.8899999999999999e+01,4.2899999999999999e+01,3.6299999999999997e+01,8.0000000000000000e+00,1.2609999999999999e+02,0.0000000000000000e+00,1.2000000000000000e+00,1.2300000000000001e+01,7.7000000000000002e+00,1.2400000000000000e+01,6.7999999999999998e+00,1.2400000000000000e+01,4.7999999999999998e+00,3.7999999999999998e+00,3.1500000000000000e+01,6.1399999999999999e+01,1.0500000000000000e+02,,,,,,,,,,,,,,
109,"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi","10/18/00 00:00:00","10/01/00 00:00:00",1.7100000000000001e-02,1.2640000000000000e+00,1.3530000000000000e-02,6.8299999999999997e+01,5.6700000000000003e+01,5.5000000000000000e+01,5.7399999999999999e+01,4.8399999999999999e+01,1.0900000000000000e+01,1.7169999999999999e+02,0.0000000000000000e+00,1.3000000000000000e+00,1.2199999999999999e+01,8.0000000000000000e+00,1.2500000000000000e+01,6.9000000000000004e+00,1.2400000000000000e+01,5.0999999999999996e+00,2.8999999999999999e+00,3.1600000000000001e+01,6.1299999999999997e+01,1.0500000000000000e+02,,,,,,,,,,,,,,
110,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","10/18/00 00:00:00","10/01/00 00:00:00",1.7500000000000002e-02,1.2215000000000000e+00,1.4330000000000001e-02,6.8000000000000000e+01,5.9600000000000001e+01,6.0200000000000003e+01,5.7399999999999999e+01,4.7000000000000000e+01,1.0300000000000001e+01,1.7490000000000001e+02,0.0000000000000000e+00,1.3999999999999999e+00,1.3100000000000000e+01,9.4000000000000004e+00,1.1900000000000000e+01,6.4000000000000004e+00,1.2900000000000000e+01,4.4000000000000004e+00,3.5000000000000000e+00,3.1399999999999999e+01,6.3000000000000000e+01,1.0900000000000000e+02,,,,,,,,,,,,,,
111,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/18/00 00:00:00","10/01/00 00:00:00",1.7500000000000002e-02,1.2575000000000001e+00,1.3920000000000000e-02,6.7099999999999994e+01,5.7100000000000001e+01,3.4000000000000000e+01,3.6500000000000000e+01,3.5200000000000003e+01,9.6999999999999993e+00,1.1540000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,8.6999999999999993e+00,4.0000000000000000e+00,1.0400000000000000e+01,6.5999999999999996e+00,8.4000000000000004e+00,3.1000000000000001e+00,2.7999999999999998e+00,2.5699999999999999e+01,4.4000000000000000e+01,9.2000000000000000e+01,,,,,,,,,,,,,,
112,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/18/00 00:00:00","10/01/00 00:00:00",1.4800000000000001e-02,1.2275000000000000e+00,1.2060000000000000e-02,6.2299999999999997e+01,5.9700000000000003e+01,2.6100000000000001e+01,1.6899999999999999e+01,1.6300000000000001e+01,3.8999999999999999e+00,6.3200000000000003e+01,0.0000000000000000e+00,0.0000000000000000e+00,6.0000000000000000e+00,2.3999999999999999e+00,6.5000000000000000e+00,3.7000000000000002e+00,5.7999999999999998e+00,2.2000000000000002e+00,0.0000000000000000e+00,1.6199999999999999e+01,2.6600000000000001e+01,8.9000000000000000e+01,,,,,,,,,,,,,,
113,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/18/00 00:00:00","10/01/00 00:00:00",1.2900000000000000e-02,1.0420000000000000e+00,1.2380000000000000e-02,7.3900000000000006e+01,9.5999999999999996e+00,2.0199999999999999e+01,1.4100000000000000e+01,1.0600000000000000e+01,3.2000000000000002e+00,4.8100000000000001e+01,0.0000000000000000e+00,0.0000000000000000e+00,5.7999999999999998e+00,2.2999999999999998e+00,4.5999999999999996e+00,2.5000000000000000e+00,3.3999999999999999e+00,1.7000000000000000e+00,0.0000000000000000e+00,1.2900000000000000e+01,2.0300000000000001e+01,8.8000000000000000e+01,,,,,,,,,,,,,,
114,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/18/00 00:00:00","10/01/00 00:00:00",1.6100000000000000e-02,1.5145000000000000e+00,1.0630000000000001e-02,6.4900000000000006e+01,4.5299999999999997e+01,3.4399999999999999e+01,3.0199999999999999e+01,3.0199999999999999e+01,9.4000000000000004e+00,1.0420000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,6.5999999999999996e+00,2.7000000000000002e+00,6.5000000000000000e+00,3.7000000000000002e+00,5.7999999999999998e+00,2.2000000000000002e+00,0.0000000000000000e+00,1.6800000000000001e+01,2.7500000000000000e+01,7.9000000000000000e+01,,,,,,,,,,,,,,
115,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/19/00 00:00:00","10/01/00 00:00:00",1.3700000000000000e-02,1.2335000000000000e+00,1.1110000000000000e-02,7.1000000000000000e+01,5.6299999999999997e+01,3.1899999999999999e+01,2.2300000000000001e+01,1.9699999999999999e+01,7.5000000000000000e+00,8.1400000000000006e+01,0.0000000000000000e+00,0.0000000000000000e+00,6.2000000000000002e+00,2.3999999999999999e+00,6.0999999999999996e+00,3.7000000000000002e+00,5.7999999999999998e+00,2.1000000000000001e+00,0.0000000000000000e+00,1.6000000000000000e+01,2.6300000000000001e+01,7.8000000000000000e+01,,,,,,,,,,,,,,
116,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/19/00 00:00:00","10/01/00 00:00:00",1.2900000000000000e-02,1.3069999999999999e+00,9.8700000000000003e-03,5.3899999999999999e+01,5.1399999999999999e+01,4.6399999999999999e+01,3.8799999999999997e+01,3.4100000000000001e+01,6.7000000000000002e+00,1.2600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,1.1699999999999999e+01,7.7000000000000002e+00,8.9000000000000004e+00,4.4000000000000004e+00,1.0600000000000000e+01,4.5000000000000000e+00,3.0000000000000000e+00,2.5000000000000000e+01,5.0799999999999997e+01,1.0100000000000000e+02,,,,,,,,,,,,,,
117,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/19/00 00:00:00","10/01/00 00:00:00",1.6000000000000000e-02,1.2155000000000000e+00,1.3160000000000000e-02,6.5099999999999994e+01,5.5000000000000000e+01,4.8799999999999997e+01,5.0299999999999997e+01,5.1200000000000003e+01,1.6000000000000000e+01,1.6630000000000001e+02,0.0000000000000000e+00,1.6000000000000001e+00,9.0999999999999996e+00,5.0000000000000000e+00,1.0199999999999999e+01,6.7999999999999998e+00,1.1400000000000000e+01,4.0999999999999996e+00,3.5000000000000000e+00,2.6100000000000001e+01,5.1700000000000003e+01,1.1100000000000000e+02,,,,,,,,,,,,,,
118,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/19/00 00:00:00","10/01/00 00:00:00",1.3500000000000000e-02,1.1599999999999999e+00,1.1639999999999999e-02,6.3700000000000003e+01,5.3899999999999999e+01,3.0000000000000000e+01,3.1699999999999999e+01,3.7600000000000001e+01,1.6300000000000001e+01,1.1559999999999999e+02,0.0000000000000000e+00,1.2000000000000000e+00,6.7999999999999998e+00,2.8999999999999999e+00,7.7999999999999998e+00,6.0000000000000000e+00,9.9000000000000004e+00,3.2000000000000002e+00,3.2999999999999998e+00,2.0600000000000001e+01,4.1100000000000001e+01,9.3000000000000000e+01,,,,,,,,,,,,,,
