ID,site number,site location,cluster name,site acronym,date,month,sample type,TOC (mg/L),DOC (mg/L),UVA (cm-1),suva (L/mg-m),Field1,peak int,peak int WL,int at 450,int at 460,int at 500,FI (450/500),docm comments
1752,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,4/15/2003,4/15/2003,,,2.9,0.053,1.8,,,,,,,,
1753,R17,Deer Valley WTP treated water,srp,deer valley-treated,4/15/2003,4/15/2003,,,2.22,0.0278,1.3,,,,,,,,
1754,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,4/15/2003,4/15/2003,,,2.73,0.0471,1.7,,,,,,,,
1755,R19,Val Vista WTP treated water,srp,val vista-treated,4/15/2003,4/15/2003,,,2.24,0.0349,1.6,,,,,,,,
1756,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,4/15/2003,4/15/2003,,,3.74,0.0687,1.8,,,,,,,,
1757,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,4/15/2003,4/15/2003,,,2.85,0.0494,1.7,,,,,,,,
1758,R25,verde river at beeline highway,verde,verde @ beeline,4/15/2003,4/15/2003,,,2.66,0.0564,2.1,,,,,,,,
1759,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/15/2003,4/15/2003,,,2.78,0.0568,2,,,,,,,,
1760,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,4/15/2003,4/15/2003,,,3.17,0.0507,1.6,,,,,,,,
1761,UH In,Union Hills Inlet,cap,Union Hills Inlet,4/15/2003,4/15/2003,,,2.98,0.0365,1.2,,,,,,,,
1762,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,4/15/2003,4/15/2003,,,2.87,0.0221,0.8,,,,,,,,
1763,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/15/2003,4/15/2003,,,,,,,,,,,,,
1764,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,4/15/2003,4/15/2003,,,,,,,,,,,,,
1765,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,4/15/2003,4/15/2003,,,2.46,0.053,2.2,,,,,,,,
1766,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/15/2003,4/15/2003,,,2.92,0.0458,1.6,,,,,,,,
1767,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/15/2003,4/15/2003,,,1.29,0.206,16,,,,,,,,
1768,SPT Out,Tempe's South Plant treated water,tempe,STP Out,4/15/2003,4/15/2003,,,1.1,0.011,1,,,,,,,,
1769,Green In,Greenway WTP Inlet,srp,Green In,4/15/2003,4/15/2003,,,2.08,0.0359,1.7,,,,,,,,
1770,Green Out,Greenway WTP Outlet,srp,Green Out,4/15/2003,4/15/2003,,,1.4,0.0111,0.8,,,,,,,,
1771,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/15/2003,4/15/2003,,4.59,4.39,0.0577,1.3,,,,,,,,
1772,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/15/2003,4/15/2003,,3.67,3.39,0.045,1.3,,,,,,,,
1773,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,4/15/2003,4/15/2003,,5.99,5.77,0.1836,3.2,,,,,,,,
1774,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,4/15/2003,4/15/2003,,4.72,4.54,0.1329,2.9,,,,,,,,
1775,R9A,Saguaro Lake near inlet,salt,saguaro-epi,4/15/2003,4/15/2003,,4.69,4.34,0.0568,1.3,,,,,,,,
1776,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,4/15/2003,4/15/2003,,5.11,4.28,0.0569,1.3,,,,,,,,
1777,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,4/15/2003,4/15/2003,,4.19,4.21,0.0577,1.4,,,,,,,,
1778,R20,Verde River at Tangle,verde,verde abv horseshoe,4/15/2003,4/15/2003,,,1.07,0.0269,2.5,,,,,,,,
1779,Havasu 1,Havasu lake Sample,,Havasu 1,4/15/2003,4/15/2003,,,,,,,,,,,,,
1780,Havasu 2,Havasu lake Sample,,Havasu 2,4/15/2003,4/15/2003,,,,,,,,,,,,,
1781,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,4/15/2003,4/15/2003,,,,,,,,,,,,,
1782,R1,CAP canal above Waddell Canal,cap,cap-siphon,4/15/2003,4/15/2003,,,,,,,,,,,,,
1783,R4,Cap Canal at 7th St.,cap,cap @ 7th st,4/15/2003,4/15/2003,,,,,,,,,,,,,
1784,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,4/15/2003,4/15/2003,,,,,,,,,,,,,
1785,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,4/15/2003,4/15/2003,,,,,,,,,,,,,
1786,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,4/15/2003,4/15/2003,,,,,,,,,,,,,
1787,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,4/15/2003,4/15/2003,,,,,,,,,,,,,
1788,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,4/15/2003,4/15/2003,,,,,,,,,,,,,
1789,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,4/15/2003,4/15/2003,,,,,,,,,,,,,
1790,R3,Waddell Canal,cap,waddell canal,5/13/2003,5/13/2003,,,2.99,0.039,1.3,,,,,,,,
1791,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/13/2003,5/13/2003,,,2.78,0.045,1.6,,,,,,,,
1792,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/13/2003,5/13/2003,,,2.79,0.038,1.4,,,,,,,,
1793,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/13/2003,5/13/2003,,,3.24,0.103,3.2,,,,,,,,
1794,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/13/2003,5/13/2003,,,2.74,0.054,2,,,,,,,,
1795,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,5/13/2003,5/13/2003,,,2.62,0.055,2.1,,,,,,,,
1796,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/13/2003,5/13/2003,,,2.23,0.035,1.6,,,,,,,,
1797,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/13/2003,5/13/2003,,,2.58,0.052,2,,,,,,,,
1798,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/13/2003,5/13/2003,,,2.32,0.037,1.6,,,,,,,,
1799,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/13/2003,5/13/2003,,,2.88,0.072,2.5,,,,,,,,
1800,R19,Val Vista WTP treated water,srp,val vista-treated,5/13/2003,5/13/2003,,,2.44,0.053,2.2,,,,,,,,
1801,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/13/2003,5/13/2003,,,2.63,0.054,2,,,,,,,,
1802,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/13/2003,5/13/2003,,,2.57,0.053,2.1,,,,,,,,
1803,R25,verde river at beeline highway,verde,verde @ beeline,5/13/2003,5/13/2003,,,3.49,0.122,3.5,,,,,,,,
1804,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/13/2003,5/13/2003,,,2.76,0.055,2,,,,,,,,
1805,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,5/13/2003,5/13/2003,,,2.73,0.055,2,,,,,,,,
1806,UH In,Union Hills Inlet,cap,Union Hills Inlet,5/13/2003,5/13/2003,,,2.72,0.036,1.3,,,,,,,,
1807,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,5/13/2003,5/13/2003,,,2.48,0.023,0.9,,,,,,,,
1808,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,5/13/2003,5/13/2003,,,2.58,0.055,2.1,,,,,,,,
1809,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,5/13/2003,5/13/2003,,,2.37,0.041,1.7,,,,,,,,
1810,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,5/13/2003,5/13/2003,,,3.1,0.098,3.2,,,,,,,,
1811,HTC,Head of the Tempe Canal,tempe,head of tempe canal,5/13/2003,5/13/2003,,,2.24,0.054,2.4,,,,,,,,
1812,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,5/13/2003,5/13/2003,,,1.08,0.022,2,,,,,,,,
1813,SPT Out,Tempe's South Plant treated water,tempe,STP Out,5/13/2003,5/13/2003,,,0.93,0.01,1.1,,,,,,,,
1814,Green In,Greenway WTP Inlet,srp,Green In,5/13/2003,5/13/2003,,,2.14,0.042,2,,,,,,,,
1815,Green Out,Greenway WTP Outlet,srp,Green Out,5/13/2003,5/13/2003,,,1.7,0.016,0.9,,,,,,,,
1816,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/13/2003,5/13/2003,,,3.51,0.052,1.5,,,,,,,,
1817,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,5/13/2003,5/13/2003,,,2.84,0.044,1.5,,,,,,,,
1818,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,5/13/2003,5/13/2003,,,5.14,0.16,3.1,,,,,,,,
1819,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,5/13/2003,5/13/2003,,,5.31,0.171,3.2,,,,,,,,
1820,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/13/2003,5/13/2003,,,3.97,0.056,1.4,,,,,,,,
1821,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,5/13/2003,5/13/2003,,,4.14,0.055,1.3,,,,,,,,
1822,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/13/2003,5/13/2003,,,3.21,0.054,1.7,,,,,,,,
1823,R20,Verde River at Tangle,verde,verde abv horseshoe,5/13/2003,5/13/2003,,1.35,1.11,0.0232,2.1,,,,,,,,
1824,Havasu 1,Havasu lake Sample,,Havasu 1,5/13/2003,5/13/2003,,,3.02,0.038,1.3,,,,,,,,
1825,Havasu 2,Havasu lake Sample,,Havasu 2,5/13/2003,5/13/2003,,,3.4,0.039,1.1,,,,,,,,
1826,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,5/13/2003,5/13/2003,,,,,,,,,,,,,
1827,R1,CAP canal above Waddell Canal,cap,cap-siphon,5/13/2003,5/13/2003,,,,,,,,,,,,,
1828,R4,Cap Canal at 7th St.,cap,cap @ 7th st,5/13/2003,5/13/2003,,,,,,,,,,,,,
1829,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,5/13/2003,5/13/2003,,,,,,,,,,,,,
1830,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,5/13/2003,5/13/2003,,,,,,,,,,,,,
1831,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,5/13/2003,5/13/2003,,,,,,,,,,,,,
1832,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,5/13/2003,5/13/2003,,,,,,,,,,,,,
1962,R1,CAP canal above Waddell Canal,cap,cap-siphon,6/24/2003,6/24/2003,,,,,,,,,,,,,
1963,R4,Cap Canal at 7th St.,cap,cap @ 7th st,6/24/2003,6/24/2003,,,,,,,,,,,,,
1964,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,6/24/2003,6/24/2003,,,,,,,,,,,,,
1965,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,6/24/2003,6/24/2003,,,,,,,,,,,,,
1966,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,6/24/2003,6/24/2003,,,,,,,,,,,,,
1967,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,6/24/2003,6/24/2003,,,,,,,,,,,,,
1968,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,6/24/2003,6/24/2003,,,,,,,,,,,,,
1969,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,6/24/2003,6/24/2003,,,,,,,,,,,,,
1970,R3,Waddell Canal,cap,waddell canal,7/7/2003,7/7/2003,,,3.11,0.0423,1.4,,,,,,,,
1971,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/7/2003,7/7/2003,,,3.74,0.0544,1.5,,,,,,,,
1972,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/7/2003,7/7/2003,,,3.12,0.0411,1.3,,,,,,,,
1973,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/7/2003,7/7/2003,,,4.02,0.0879,2.2,,,,,,,,
1974,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/7/2003,7/7/2003,,,3.43,0.0566,1.6,,,,,,,,
1975,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,7/7/2003,7/7/2003,,,3.44,0.0576,1.7,,,,,,,,
1976,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,7/7/2003,7/7/2003,,,2.77,0.0384,1.4,,,,,,,,
1977,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,7/7/2003,7/7/2003,,,3.34,0.0549,1.6,,,,,,,,
1978,R17,Deer Valley WTP treated water,srp,deer valley-treated,7/7/2003,7/7/2003,,,2.88,0.0401,1.4,,,,,,,,
1979,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,7/7/2003,7/7/2003,,,3.59,0.0698,1.9,,,,,,,,
1980,R19,Val Vista WTP treated water,srp,val vista-treated,7/7/2003,7/7/2003,,,2.81,0.0383,1.4,,,,,,,,
1981,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/7/2003,7/7/2003,,,3.5,0.0569,1.6,,,,,,,,
1982,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/7/2003,7/7/2003,,,3.4,0.0573,1.7,,,,,,,,
1983,R25,verde river at beeline highway,verde,verde @ beeline,7/7/2003,7/7/2003,,,4.54,0.1311,2.9,,,,,,,,
1984,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/7/2003,7/7/2003,,,3.56,0.0602,1.7,,,,,,,,
1985,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/7/2003,7/7/2003,,,3.52,0.0598,1.7,,,,,,,,
1986,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/7/2003,7/7/2003,,,2.95,0.0392,1.3,,,,,,,,
1987,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/7/2003,7/7/2003,,,2.78,0.0208,0.7,,,,,,,,
1988,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/7/2003,7/7/2003,,,3.39,0.0581,1.7,,,,,,,,
1989,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/7/2003,7/7/2003,,,2.92,0.0279,1,,,,,,,,
1990,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/7/2003,7/7/2003,,,3.96,0.0855,2.2,,,,,,,,
1991,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/7/2003,7/7/2003,,,3.11,0.0603,1.9,,,,,,,,
1992,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/7/2003,7/7/2003,,,1.55,0.026,1.7,,,,,,,,
1993,SPT Out,Tempe's South Plant treated water,tempe,STP Out,7/7/2003,7/7/2003,,,1.72,0.0138,0.8,,,,,,,,
1994,Green In,Greenway WTP Inlet,srp,Green In,7/7/2003,7/7/2003,,,2.88,0.0448,1.6,,,,,,,,
1995,Green Out,Greenway WTP Outlet,srp,Green Out,7/7/2003,7/7/2003,,,2.19,0.0144,0.7,,,,,,,,
1996,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/7/2003,7/7/2003,,,,,,,,,,,,,
1997,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/7/2003,7/7/2003,,,,,,,,,,,,,
1998,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/7/2003,7/7/2003,,,,,,,,,,,,,
1999,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/7/2003,7/7/2003,,,,,,,,,,,,,
2000,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/7/2003,7/7/2003,,,,,,,,,,,,,
2001,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,7/7/2003,7/7/2003,,,,,,,,,,,,,
2002,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/7/2003,7/7/2003,,,,,,,,,,,,,
2003,R20,Verde River at Tangle,verde,verde abv horseshoe,7/7/2003,7/7/2003,,,,,,,,,,,,,
2004,Havasu 1,Havasu lake Sample,,Havasu 1,7/7/2003,7/7/2003,,,,,,,,,,,,,
2005,Havasu 2,Havasu lake Sample,,Havasu 2,7/7/2003,7/7/2003,,,,,,,,,,,,,
2006,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,7/7/2003,7/7/2003,,,,,,,,,,,,,
2007,R1,CAP canal above Waddell Canal,cap,cap-siphon,7/7/2003,7/7/2003,,,,,,,,,,,,,
2008,R4,Cap Canal at 7th St.,cap,cap @ 7th st,7/7/2003,7/7/2003,,,,,,,,,,,,,
2009,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,7/7/2003,7/7/2003,,,,,,,,,,,,,
2010,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,7/7/2003,7/7/2003,,,,,,,,,,,,,
2011,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,7/7/2003,7/7/2003,,,,,,,,,,,,,
2012,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,7/7/2003,7/7/2003,,,,,,,,,,,,,
2013,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,7/7/2003,7/7/2003,,,,,,,,,,,,,
2014,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,7/7/2003,7/7/2003,,,,,,,,,,,,,
2015,R3,Waddell Canal,cap,waddell canal,7/14/2003,7/14/2003,,,,,,,,,,,,,
2016,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/14/2003,7/14/2003,,,,,,,,,,,,,
2017,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/14/2003,7/14/2003,,,3.18,0.042,1.3,,,,,,,,
2018,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/14/2003,7/14/2003,,,4.28,0.0911,2.1,,,,,,,,
2019,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/14/2003,7/14/2003,,,3.68,0.0619,1.7,,,,,,,,
2020,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,7/14/2003,7/14/2003,,,3.71,0.0623,1.7,,,,,,,,
2021,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,7/14/2003,7/14/2003,,,2.98,0.0451,1.5,,,,,,,,
2022,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,7/14/2003,7/14/2003,,,3.69,0.0609,1.6,,,,,,,,
2023,R17,Deer Valley WTP treated water,srp,deer valley-treated,7/14/2003,7/14/2003,,,3.25,0.0475,1.5,,,,,,,,
2024,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,7/14/2003,7/14/2003,,,3.93,0.0769,2,,,,,,,,
2025,R19,Val Vista WTP treated water,srp,val vista-treated,7/14/2003,7/14/2003,,,3,0.0451,1.5,,,,,,,,
2026,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/14/2003,7/14/2003,,,3.73,0.0637,1.7,,,,,,,,
2027,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/14/2003,7/14/2003,,,3.7,0.0621,1.7,,,,,,,,
2028,R25,verde river at beeline highway,verde,verde @ beeline,7/14/2003,7/14/2003,,,4.69,0.1303,2.8,,,,,,,,
2029,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/14/2003,7/14/2003,,,3.73,0.0629,1.7,,,,,,,,
2030,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/14/2003,7/14/2003,,,3.75,0.0627,1.7,,,,,,,,
2031,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/14/2003,7/14/2003,,,3.09,0.0397,1.3,,,,,,,,
2032,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/14/2003,7/14/2003,,,2.87,0.023,0.8,,,,,,,,
2033,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/14/2003,7/14/2003,,,3.74,0.0624,1.7,,,,,,,,
2034,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/14/2003,7/14/2003,,,3.31,0.0343,1,,,,,,,,
2035,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/14/2003,7/14/2003,,,4.23,0.0898,2.1,,,,,,,,
2036,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/14/2003,7/14/2003,,,3.28,0.0614,1.9,,,,,,,,
2037,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/14/2003,7/14/2003,,,2.04,0.0353,1.7,,,,,,,,
2038,SPT Out,Tempe's South Plant treated water,tempe,STP Out,7/14/2003,7/14/2003,,,1.84,0.0185,1,,,,,,,,
2039,Green In,Greenway WTP Inlet,srp,Green In,7/14/2003,7/14/2003,,,,,,,,,,,,,
2040,Green Out,Greenway WTP Outlet,srp,Green Out,7/14/2003,7/14/2003,,,,,,,,,,,,,
2041,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/14/2003,7/14/2003,,5.96,5.55,0.0551,1,,,,,,,,
2042,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/14/2003,7/14/2003,,5,4.8,0.0554,1.2,,,,,,,,
2043,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/14/2003,7/14/2003,,6.78,5.89,0.1116,1.9,,,,,,,,
2044,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/14/2003,7/14/2003,,7.66,6.99,0.1602,2.3,,,,,,,,
2045,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/14/2003,7/14/2003,,7.29,6.05,0.0719,1.2,,,,,,,,
2046,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,7/14/2003,7/14/2003,,6.52,5.43,0.0678,1.2,,,,,,,,
2047,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/14/2003,7/14/2003,,5.68,5.3,0.067,1.3,,,,,,,,
2048,R20,Verde River at Tangle,verde,verde abv horseshoe,7/14/2003,7/14/2003,,,1.25,0.0327,2.6,,,,,,,,
2049,Havasu 1,Havasu lake Sample,,Havasu 1,7/14/2003,7/14/2003,,,,,,,,,,,,,
2050,Havasu 2,Havasu lake Sample,,Havasu 2,7/14/2003,7/14/2003,,,,,,,,,,,,,
2051,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,7/14/2003,7/14/2003,,,,,,,,,,,,,
2052,R1,CAP canal above Waddell Canal,cap,cap-siphon,7/14/2003,7/14/2003,,,,,,,,,,,,,
2053,R4,Cap Canal at 7th St.,cap,cap @ 7th st,7/14/2003,7/14/2003,,,,,,,,,,,,,
2054,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,7/14/2003,7/14/2003,,,,,,,,,,,,,
2055,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,7/14/2003,7/14/2003,,,,,,,,,,,,,
2056,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,7/14/2003,7/14/2003,,,,,,,,,,,,,
2057,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,7/14/2003,7/14/2003,,,,,,,,,,,,,
2058,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,7/14/2003,7/14/2003,,,,,,,,,,,,,
2059,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,7/14/2003,7/14/2003,,,,,,,,,,,,,
2060,R3,Waddell Canal,cap,waddell canal,7/21/2003,7/21/2003,,,3.25,0.044,1.4,,,,,,,,
2061,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/21/2003,7/21/2003,,,3.78,0.0611,1.6,,,,,,,,
2062,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/21/2003,7/21/2003,,,3.15,0.0417,1.3,,,,,,,,
2063,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/21/2003,7/21/2003,,,4.14,0.0904,2.2,,,,,,,,
2064,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/21/2003,7/21/2003,,,3.62,0.0644,1.8,,,,,,,,
2065,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,7/21/2003,7/21/2003,,,3.9,0.0795,2,,,,,,,,
2066,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,7/21/2003,7/21/2003,,,3.25,0.0556,1.7,,,,,,,,
2067,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,7/21/2003,7/21/2003,,,3.74,0.0739,2,,,,,,,,
2068,R17,Deer Valley WTP treated water,srp,deer valley-treated,7/21/2003,7/21/2003,,,3.51,0.0661,1.9,,,,,,,,
2069,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,7/21/2003,7/21/2003,,,3.9,0.0883,2.3,,,,,,,,
2070,R19,Val Vista WTP treated water,srp,val vista-treated,7/21/2003,7/21/2003,,,3.44,0.0724,2.1,,,,,,,,
2071,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/21/2003,7/21/2003,,,3.82,0.0735,1.9,,,,,,,,
2072,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/21/2003,7/21/2003,,,3.88,0.0792,2,,,,,,,,
2073,R25,verde river at beeline highway,verde,verde @ beeline,7/21/2003,7/21/2003,,,4.33,0.123,2.8,,,,,,,,
2074,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/21/2003,7/21/2003,,,3.68,0.0695,1.9,,,,,,,,
2075,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/21/2003,7/21/2003,,,3.75,0.0741,2,,,,,,,,
2076,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/21/2003,7/21/2003,,,3.01,0.0419,1.4,,,,,,,,
2077,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/21/2003,7/21/2003,,,2.87,0.0244,0.8,,,,,,,,
2078,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/21/2003,7/21/2003,,,3.88,0.08,2.1,,,,,,,,
2079,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/21/2003,7/21/2003,,,3.5,0.05,1.4,,,,,,,,
2080,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/21/2003,7/21/2003,,,4.41,0.096,2.2,,,,,,,,
2081,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/21/2003,7/21/2003,,,3.68,0.0861,2.3,,,,,,,,
2082,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/21/2003,7/21/2003,,,2.33,0.0486,2.1,,,,,,,,
2083,SPT Out,Tempe's South Plant treated water,tempe,STP Out,7/21/2003,7/21/2003,,,2.33,0.0262,1.1,,,,,,,,
2084,Green In,Greenway WTP Inlet,srp,Green In,7/21/2003,7/21/2003,,,3.26,0.0645,2,,,,,,,,
2085,Green Out,Greenway WTP Outlet,srp,Green Out,7/21/2003,7/21/2003,,,2.54,0.0276,1.1,,,,,,,,
2086,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/21/2003,7/21/2003,,,,,,,,,,,,,
2087,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/21/2003,7/21/2003,,,,,,,,,,,,,
2088,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/21/2003,7/21/2003,,,,,,,,,,,,,
