ID,Site Number,Site location,Cluster,Site Acronym,month/date,Arsenic (ug/L),Perchlorate (ug/L)
2083,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/4/2009,1.5,
2084,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/4/2009,6.7,
2085,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/4/2009,1.5,
2086,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/4/2009,5.1,
2087,R19,Val Vista WTP treated water,srp,val vista-treated,5/4/2009,,
2088,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,5/4/2009,,
2089,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/4/2009,6.4,
2090,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/4/2009,6.6,
2091,R25,verde river at beeline highway,verde,verde @ beeline,5/4/2009,7.6,
2092,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/4/2009,6.0,
2093,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,5/4/2009,6.9,
2103,Glen Out,Glendale WTP Outlet,srp,Glen Out,5/4/2009,2.2,
2066,Green In,Greenway WTP Inlet,srp,Green In,5/4/2009,6.7,
2067,Green Out,Greenway WTP Outlet,srp,Green Out,5/4/2009,1.4,
2068,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/4/2009,1.6,
2069,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,5/4/2009,1.8,
2070,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,5/4/2009,8.2,
2071,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,5/4/2009,7.7,
2072,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/4/2009,3.7,
2073,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,5/4/2009,3.3,
2074,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/4/2009,3.9,
2075,R20,Verde River at Tangle,verde,verde abv horseshoe,5/4/2009,16.3,
2076,Havasu 1,Havasu lake Sample,,Havasu 1,5/4/2009,,
2077,R3,Waddell Canal,cap,waddell canal,6/1/2009,2.1,
2078,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/1/2009,4.2,
2079,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/1/2009,,
2080,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/1/2009,5.7,
2081,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/1/2009,6.4,
2082,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/1/2009,6.0,
2083,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/1/2009,3.0,
2084,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/1/2009,6.0,
2085,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/1/2009,1.2,
2086,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/1/2009,6.0,
2087,R19,Val Vista WTP treated water,srp,val vista-treated,6/1/2009,0.8,
2088,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,6/1/2009,2.3,
2089,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/1/2009,5.8,
2090,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/1/2009,6.0,
2091,R25,verde river at beeline highway,verde,verde @ beeline,6/1/2009,8,
2092,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/1/2009,5.8,
2093,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,6/1/2009,6.1,
2094,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/1/2009,1.7,
2095,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/1/2009,0.4,
2096,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/1/2009,,
2097,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/1/2009,,
2098,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/1/2009,6.0,
2099,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/1/2009,5.8,
2100,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,6/1/2009,6.0,
2101,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,6/1/2009,3,
2102,Glen In,Glen In,srp,Glen In,6/1/2009,6.2,
2103,Glen Out,Glendale WTP Outlet,srp,Glen Out,6/1/2009,2.5,
2066,Green In,Greenway WTP Inlet,srp,Green In,6/1/2009,2.2,
2067,Green Out,Greenway WTP Outlet,srp,Green Out,6/1/2009,2.5,
2068,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/1/2009,,
2069,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/1/2009,,
2320,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/6/2009,4.5,
2321,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/6/2009,3.9,
2322,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/6/2009,1.9,
2323,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/6/2009,0.3,
2324,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/6/2009,4.7,
2325,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/6/2009,2.3,
2326,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/6/2009,4.7,
2327,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/6/2009,4.2,
2328,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,7/6/2009,4.8,
2329,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,7/6/2009,3,
2330,Glen In,Glen In,srp,Glen In,7/6/2009,4.0,
2331,Glen Out,Glendale WTP Outlet,srp,Glen Out,7/6/2009,1.8,
2332,Green In,Greenway WTP Inlet,srp,Green In,7/6/2009,4.4,
2333,Green Out,Greenway WTP Outlet,srp,Green Out,7/6/2009,1.9,
2334,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/6/2009,2.1,
2335,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/6/2009,2.3,
2336,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/6/2009,13.8,
2337,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/6/2009,6.3,
2338,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/6/2009,4.5,
2339,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,7/6/2009,4.1,
2340,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/6/2009,3.5,
2341,R20,Verde River at Tangle,verde,verde abv horseshoe,7/6/2009,,
2342,Havasu 1,Havasu lake Sample,,Havasu 1,7/6/2009,1.9,
2343,R3,Waddell Canal,cap,waddell canal,8/3/2009,2.0,
2344,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/3/2009,3.5,
2345,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/3/2009,,
2346,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/3/2009,1.5,
2347,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/3/2009,4.1,
2348,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,8/3/2009,4.4,
2349,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,8/3/2009,1.1,
2350,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,8/3/2009,3.8,
2351,R17,Deer Valley WTP treated water,srp,deer valley-treated,8/3/2009,0.6,
2352,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,8/3/2009,3.8,
2353,R19,Val Vista WTP treated water,srp,val vista-treated,8/3/2009,0.6,
2354,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,8/3/2009,0.5,
2355,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/3/2009,4.2,
2356,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/3/2009,4.8,
2357,R25,verde river at beeline highway,verde,verde @ beeline,8/3/2009,8.9,
2358,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/3/2009,4.3,
2359,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,8/3/2009,3.5,
2360,UH In,Union Hills Inlet,cap,Union Hills Inlet,8/3/2009,1.9,
2361,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,8/3/2009,0.0,
2362,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/3/2009,4.2,
2363,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,8/3/2009,2.3,
2364,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,8/3/2009,4.5,
2365,HTC,Head of the Tempe Canal,tempe,head of tempe canal,8/3/2009,3.8,
2366,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,8/3/2009,,
2367,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,8/3/2009,2.6,
2368,Glen In,Glen In,srp,Glen In,8/3/2009,3.5,
2369,Glen Out,Glendale WTP Outlet,srp,Glen Out,8/3/2009,2.2,
2370,Green In,Greenway WTP Inlet,srp,Green In,8/3/2009,4.3,
2371,Green Out,Greenway WTP Outlet,srp,Green Out,8/3/2009,1.9,
2372,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/3/2009,,
2373,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/3/2009,,
2374,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/3/2009,12.5,
2375,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/3/2009,6.2,
2376,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/3/2009,4.5,
2377,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,8/3/2009,4.2,
2378,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/3/2009,3.5,
2379,R20,Verde River at Tangle,verde,verde abv horseshoe,8/3/2009,0.9,
2380,Havasu 1,Havasu lake Sample,,Havasu 1,8/3/2009,,
2381,R3,Waddell Canal,cap,waddell canal,9/7/2009,2.2,
2382,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/7/2009,3.5,
2383,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/7/2009,,
2384,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/7/2009,3.7,
2385,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,9/7/2009,3.8,
2386,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,9/7/2009,4.9,
2387,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,9/7/2009,0.9,
2388,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,9/7/2009,,
2389,R17,Deer Valley WTP treated water,srp,deer valley-treated,9/7/2009,,
2390,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,9/7/2009,3.9,
2391,R19,Val Vista WTP treated water,srp,val vista-treated,9/7/2009,0.8,
2392,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,9/7/2009,0.5,
2393,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,9/7/2009,3.5,
2394,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,9/7/2009,3.7,
2395,R25,verde river at beeline highway,verde,verde @ beeline,9/7/2009,7.6,
2396,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/7/2009,3.9,
2397,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,9/7/2009,3.5,
2398,UH In,Union Hills Inlet,cap,Union Hills Inlet,9/7/2009,2.1,
2399,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,9/7/2009,0.3,
2400,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,9/7/2009,4.3,
2401,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,9/7/2009,1.5,
2402,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,9/7/2009,3.7,
2403,HTC,Head of the Tempe Canal,tempe,head of tempe canal,9/7/2009,4.1,
2404,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,9/7/2009,4.9,
2405,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,9/7/2009,2.6,
2406,Glen In,Glen In,srp,Glen In,9/7/2009,3.4,
2407,Glen Out,Glendale WTP Outlet,srp,Glen Out,9/7/2009,1.3,
2408,Green In,Greenway WTP Inlet,srp,Green In,9/7/2009,4.9,
2409,Green Out,Greenway WTP Outlet,srp,Green Out,9/7/2009,2.6,
2410,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,9/7/2009,0.6,
2411,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,9/7/2009,2.9,
2412,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,9/7/2009,10.3,
2413,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,9/7/2009,5.7,
2414,R9A,Saguaro Lake near inlet,salt,saguaro-epi,9/7/2009,3.3,
2415,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,9/7/2009,2.3,
2416,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,9/7/2009,3.0,
2417,R20,Verde River at Tangle,verde,verde abv horseshoe,9/7/2009,19.7,
2418,Havasu 1,Havasu lake Sample,,Havasu 1,9/7/2009,0.0,
2419,R3,Waddell Canal,cap,waddell canal,10/5/2009,0.9,
2420,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/5/2009,2.4,
2421,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/5/2009,,
2422,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/5/2009,,
2423,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/5/2009,3.8,
2424,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,10/5/2009,7.2,
2425,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,10/5/2009,1.6,
2426,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,10/5/2009,5.3,
2427,R17,Deer Valley WTP treated water,srp,deer valley-treated,10/5/2009,1.6,
2428,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,10/5/2009,5.9,
2429,R19,Val Vista WTP treated water,srp,val vista-treated,10/5/2009,0.9,
2430,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,10/5/2009,0.7,
2431,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,10/5/2009,5.6,
2432,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/5/2009,6.0,
2433,R25,verde river at beeline highway,verde,verde @ beeline,10/5/2009,1.3,
2434,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/5/2009,6.3,
2435,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/5/2009,5.5,
2436,UH In,Union Hills Inlet,cap,Union Hills Inlet,10/5/2009,2.4,
2437,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,10/5/2009,0.9,
2438,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,10/5/2009,4.7,
2439,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,10/5/2009,2.6,
2440,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,10/5/2009,4.6,
2441,HTC,Head of the Tempe Canal,tempe,head of tempe canal,10/5/2009,3.7,
2442,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,10/5/2009,7.0,
2443,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,10/5/2009,0.9,
2444,Glen In,Glen In,srp,Glen In,10/5/2009,6.6,
2445,Glen Out,Glendale WTP Outlet,srp,Glen Out,10/5/2009,4.0,
2446,Green In,Greenway WTP Inlet,srp,Green In,10/5/2009,6.1,
2447,Green Out,Greenway WTP Outlet,srp,Green Out,10/5/2009,3.6,
2448,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/5/2009,0.7,
2449,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/5/2009,0.9,
2450,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/5/2009,1.6,
2451,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/5/2009,1.2,
2452,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/5/2009,0.4,
2453,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,10/5/2009,0.3,
2454,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/5/2009,0.4,
2455,R20,Verde River at Tangle,verde,verde abv horseshoe,10/5/2009,19.6,
2456,Havasu 1,Havasu lake Sample,,Havasu 1,10/5/2009,0.4,
2457,R3,Waddell Canal,cap,waddell canal,11/2/2009,1.7,
2458,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/2/2009,,
2459,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/2/2009,,
2460,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/2/2009,,
2461,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/2/2009,10.1,
2462,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,11/2/2009,10.5,
2463,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,11/2/2009,0.9,
2464,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/2/2009,10.0,
2465,R17,Deer Valley WTP treated water,srp,deer valley-treated,11/2/2009,2,
2466,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,11/2/2009,10.5,
2467,R19,Val Vista WTP treated water,srp,val vista-treated,11/2/2009,0.3,
2468,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,11/2/2009,0.4,
2469,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/2/2009,10.3,
2470,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/2/2009,10.0,
2471,R25,verde river at beeline highway,verde,verde @ beeline,11/2/2009,10,
2472,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/2/2009,10.3,
2473,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/2/2009,,
2474,UH In,Union Hills Inlet,cap,Union Hills Inlet,11/2/2009,1.6,
2475,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,11/2/2009,0.0,
2476,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,11/2/2009,9.4,
2477,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,11/2/2009,3.6,
2478,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,11/2/2009,10.1,
2479,HTC,Head of the Tempe Canal,tempe,head of tempe canal,11/2/2009,,
2480,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,11/2/2009,,
2481,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,11/2/2009,,
2482,Glen In,Glen In,srp,Glen In,11/2/2009,10.5,
2483,Glen Out,Glendale WTP Outlet,srp,Glen Out,11/2/2009,4.3,
2484,Green In,Greenway WTP Inlet,srp,Green In,11/2/2009,9.7,
2485,Green Out,Greenway WTP Outlet,srp,Green Out,11/2/2009,5.3,
2486,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/2/2009,2.8,
2487,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/2/2009,2.5,
2488,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/2/2009,11.8,
2094,UH In,Union Hills Inlet,cap,Union Hills Inlet,5/4/2009,1.6,
2095,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,5/4/2009,0.1,
2096,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,5/4/2009,,
2097,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,5/4/2009,,
2098,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,5/4/2009,6.0,
2099,HTC,Head of the Tempe Canal,tempe,head of tempe canal,5/4/2009,6.4,
2100,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,5/4/2009,5.2,
2101,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,5/4/2009,2.8,
2102,Glen In,Glen In,srp,Glen In,5/4/2009,6.5,
2103,Glen Out,Glendale WTP Outlet,srp,Glen Out,5/4/2009,2.2,
2066,Green In,Greenway WTP Inlet,srp,Green In,5/4/2009,6.7,
2067,Green Out,Greenway WTP Outlet,srp,Green Out,5/4/2009,1.4,
2068,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/4/2009,1.6,
2069,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,5/4/2009,1.8,
2070,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,5/4/2009,8.2,
2071,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,5/4/2009,7.7,
2072,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/4/2009,3.7,
2073,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,5/4/2009,3.3,
2074,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/4/2009,3.9,
2075,R20,Verde River at Tangle,verde,verde abv horseshoe,5/4/2009,16.3,
2076,Havasu 1,Havasu lake Sample,,Havasu 1,5/4/2009,,
2077,R3,Waddell Canal,cap,waddell canal,6/1/2009,2.1,
2078,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/1/2009,4.2,
2079,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/1/2009,,
2080,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/1/2009,5.7,
2081,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/1/2009,6.4,
2082,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/1/2009,6.0,
2083,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/1/2009,3.0,
2084,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/1/2009,6.0,
2085,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/1/2009,1.2,
2086,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/1/2009,6.0,
2087,R19,Val Vista WTP treated water,srp,val vista-treated,6/1/2009,0.8,
2088,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,6/1/2009,2.3,
2089,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/1/2009,5.8,
2090,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/1/2009,6.0,
2091,R25,verde river at beeline highway,verde,verde @ beeline,6/1/2009,8,
2092,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/1/2009,5.8,
2093,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,6/1/2009,6.1,
2094,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/1/2009,1.7,
2095,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/1/2009,0.4,
2096,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/1/2009,,
2097,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/1/2009,,
2098,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/1/2009,6.0,
2099,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/1/2009,5.8,
2100,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,6/1/2009,6.0,
2101,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,6/1/2009,3,
2102,Glen In,Glen In,srp,Glen In,6/1/2009,6.2,
2103,Glen Out,Glendale WTP Outlet,srp,Glen Out,6/1/2009,2.5,
2066,Green In,Greenway WTP Inlet,srp,Green In,6/1/2009,2.2,
2067,Green Out,Greenway WTP Outlet,srp,Green Out,6/1/2009,2.5,
2068,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/1/2009,,
2069,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/1/2009,,
2070,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/1/2009,9.0,
2071,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/1/2009,7.0,
2072,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/1/2009,3.4,
2073,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,6/1/2009,3.5,
2074,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/1/2009,4.6,
2075,R20,Verde River at Tangle,verde,verde abv horseshoe,6/1/2009,,
2076,Havasu 1,Havasu lake Sample,,Havasu 1,6/1/2009,,
2077,R3,Waddell Canal,cap,waddell canal,5/4/2009,1.8,
2078,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/4/2009,3.9,
2079,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/4/2009,,
2080,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/4/2009,6.0,
2081,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/4/2009,6.5,
2082,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,5/4/2009,6.1,
2083,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/4/2009,1.5,
2084,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/4/2009,6.7,
2085,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/4/2009,1.5,
2086,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/4/2009,5.1,
2087,R19,Val Vista WTP treated water,srp,val vista-treated,5/4/2009,,
2088,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,5/4/2009,,
2089,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/4/2009,6.4,
2090,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/4/2009,6.6,
2091,R25,verde river at beeline highway,verde,verde @ beeline,5/4/2009,7.6,
2092,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/4/2009,6.0,
2093,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,5/4/2009,6.9,
2094,UH In,Union Hills Inlet,cap,Union Hills Inlet,5/4/2009,1.6,
2095,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,5/4/2009,0.1,
2096,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,5/4/2009,,
2097,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,5/4/2009,,
2098,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,5/4/2009,6.0,
2099,HTC,Head of the Tempe Canal,tempe,head of tempe canal,5/4/2009,6.4,
2100,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,5/4/2009,5.2,
2101,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,5/4/2009,2.8,
2102,Glen In,Glen In,srp,Glen In,5/4/2009,6.5,
2489,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/2/2009,12.0,
2490,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/2/2009,3.8,
2491,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,11/2/2009,3.9,
2492,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/2/2009,1.0,
2493,R20,Verde River at Tangle,verde,verde abv horseshoe,11/2/2009,,
2494,Havasu 1,Havasu lake Sample,,Havasu 1,11/2/2009,2.0,
2495,R3,Waddell Canal,cap,waddell canal,12/7/2009,1.8,
2496,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/7/2009,,
2497,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/7/2009,,
