ID,site number,site location,cluster name,site acronym,date,month,sample type,TOC (mg/L),DOC (mg/L),UVA (cm-1),suva (L/mg-m),peak int,peak int WL,int at 450,int at 460,int at 500,FI (450/500),docm comments,Field1
12402,"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St","03/01/21 00:00:00","03/01/21 00:00:00",,,,,,,,,,,,,
12403,"R15","24th St WTP treated water","srp","24th St -treated","03/01/21 00:00:00","03/01/21 00:00:00",,,,,,,,,,,,,
12404,"CH IN","Chandler WTP inlet",,"chandler","03/01/21 00:00:00","03/01/21 00:00:00",,,,,,,,,,,,,
12405,"CH OUT","Chandler WTP outlet",,"chandler","03/01/21 00:00:00","03/01/21 00:00:00",,,,,,,,,,,,,
12406,"R3","Waddell Canal","cap","waddell canal","03/01/21 00:00:00","03/01/21 00:00:00",,,4.3,0.08699999999999999,2.023255813953488,,,,,,,,
12407,"AN IN","Anthem WTP inlet",,"anthem","03/01/21 00:00:00","03/01/21 00:00:00",,,,,,,,,,,,,
12408,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","03/01/21 00:00:00","03/01/21 00:00:00",,,,,,,,,,,,,
12409,"SGPS","Salt Gila",,"Salt Gila","03/01/21 00:00:00","03/01/21 00:00:00",,,,,,,,,,,,,
12410,"MTO","Mesa Turnout",,"Mesa Turnout","03/01/21 00:00:00","03/01/21 00:00:00",,,,,,,,,,,,,
12411,"R11","CAP Canal at Cross-connect","cap","cap @ x con","03/01/21 00:00:00","03/01/21 00:00:00",,,3.563,0.054,1.515576761156329,,,,,,,,
12412,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","03/01/21 00:00:00","03/01/21 00:00:00",,,,,,,,,,,,,
12413,"R25","verde river at beeline highway","verde","verde @ beeline","03/01/21 00:00:00","03/01/21 00:00:00",,,3.804,0.036,0.9463722397476341,,,,,,,,
12414,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","03/01/21 00:00:00","03/01/21 00:00:00",,,3.14,0.049,1.560509554140127,,,,,,,,
12415,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","03/01/21 00:00:00","03/01/21 00:00:00",,,4.175,0.063,1.508982035928144,,,,,,,,
12416,"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","03/01/21 00:00:00","03/01/21 00:00:00",,,3.77,0.07000000000000001,1.856763925729443,,,,,,,,
12417,"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","03/01/21 00:00:00","03/01/21 00:00:00",,,4.324,0.08,1.850138760407031,,,,,,,,
12418,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","03/01/21 00:00:00","03/01/21 00:00:00",,,3.776,0.07199999999999999,1.906779661016949,,,,,,,,
12419,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","03/01/21 00:00:00","03/01/21 00:00:00",,,4.152,0.04,0.9633911368015413,,,,,,,,
13204,"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13205,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13206,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","09/12/22 00:00:00","09/12/22 00:00:00",,,2.604,0.082,3.14900153609831,,,,,,,,
13207,"SRNR","Salt River near Roosevelt","salt","SRNR","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13208,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","09/12/22 00:00:00","09/12/22 00:00:00",,,1.652,0.029,1.75544794188862,,,,,,,,
13209,"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","09/12/22 00:00:00","09/12/22 00:00:00",,,1.367,0.015,1.097293343087052,,,,,,,,
13210,"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13211,"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13212,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13213,"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13214,"GR IN","Greenway WTP Inlet","srp","Green In","09/12/22 00:00:00","09/12/22 00:00:00",,,1.821,0.053,2.910488742449204,,,,,,,,
13215,"GR OUT","Greenway WTP Outlet","srp","Green Out","09/12/22 00:00:00","09/12/22 00:00:00",,,1.574,0.01,0.6353240152477764,,,,,,,,
13216,"GL IN","Glendale WTP Inlet",,"Glen In","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13217,"GL OUT","Glendale WTP Outlet",,"Glen Out","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13218,"AN IN","Anthem WTP inlet",,"anthem","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13219,"AN OUT","Anthem WTP outlet",,"anthem","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13220,"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13221,"R15","24th St WTP treated water","srp","24th St -treated","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13222,"CH IN","Chandler WTP inlet",,"chandler","09/12/22 00:00:00","09/12/22 00:00:00",,,0.5765,0.021,3.642671292281007,,,,,,,,
13223,"CH OUT","Chandler WTP outlet",,"chandler","09/12/22 00:00:00","09/12/22 00:00:00",,,0.767,0.008,1.043024771838331,,,,,,,,
13224,"R3","Waddell Canal","cap","waddell canal","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13225,"R11","CAP Canal at Cross-connect","cap","cap @ x con","09/12/22 00:00:00","09/12/22 00:00:00",,,,,,,,,,,,,
13226,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","09/12/22 00:00:00","09/12/22 00:00:00",,,2.492,0.092,3.691813804173355,,,,,,,,
13227,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","09/12/22 00:00:00","09/12/22 00:00:00",,,2.466,0.083,3.365774533657745,,,,,,,,
13228,"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","09/12/22 00:00:00","09/12/22 00:00:00",,,2.265,0.08500000000000001,3.752759381898454,,,,,,,,
13229,"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","09/12/22 00:00:00","09/12/22 00:00:00",,,2.313,0.078,3.372243839169909,,,,,,,,
13230,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","09/12/22 00:00:00","09/12/22 00:00:00",,,2.5,0.081,3.24,,,,,,,,
13231,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/12/22 00:00:00","09/12/22 00:00:00",,,2.507,0.081,3.230953330674113,,,,,,,,
13232,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","09/12/22 00:00:00","09/12/22 00:00:00",,,2.507,0.08699999999999999,3.470283207020343,,,,,,,,
13233,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","09/12/22 00:00:00","09/12/22 00:00:00",,,1.41,0.034,2.411347517730497,,,,,,,,
13234,"HOC","Head of the Consolidated Canal","az canal",,"09/12/22 00:00:00","09/12/22 00:00:00",,,1.508,0.035,2.320954907161804,,,,,,,,
13235,"MOC","Middle of the Consolidated canal","az canal",,"09/12/22 00:00:00","09/12/22 00:00:00",,,1.409,0.028,1.98722498225692,,,,,,,,
13236,"HAV","Havasu lake Sample",,"Havasu  ","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13237,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13238,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13239,"R20","Verde River at Tangle","verde","verde abv horseshoe","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13240,"R25","verde river at beeline highway","verde","verde @ beeline","10/24/22 00:00:00","10/24/22 00:00:00",,,1.07,0.169,15.79439252336449,,,,,,,,
13241,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13242,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13243,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13244,"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13245,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13246,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/24/22 00:00:00","10/24/22 00:00:00",,,2.21,0.095,4.298642533936651,,,,,,,,
13247,"SRNR","Salt River near Roosevelt","salt","SRNR","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13248,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","10/24/22 00:00:00","10/24/22 00:00:00",,,1.312,0.063,4.801829268292683,,,,,,,,
13249,"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","10/24/22 00:00:00","10/24/22 00:00:00",,,0.9935,0.128,12.88374433819829,,,,,,,,
13250,"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/24/22 00:00:00","10/24/22 00:00:00",,,2.004,0.141,7.035928143712574,,,,,,,,
13251,"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","10/24/22 00:00:00","10/24/22 00:00:00",,,1.384,0.034,2.456647398843931,,,,,,,,
13252,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","10/24/22 00:00:00","10/24/22 00:00:00",,,0.4679,0.068,14.53301987604189,,,,,,,,
13253,"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","10/24/22 00:00:00","10/24/22 00:00:00",,,0.524,0.121,23.09160305343512,,,,,,,,
13254,"GR IN","Greenway WTP Inlet","srp","Green In","10/24/22 00:00:00","10/24/22 00:00:00",,,1.603,0.078,4.865876481597006,,,,,,,,
13255,"GR OUT","Greenway WTP Outlet","srp","Green Out","10/24/22 00:00:00","10/24/22 00:00:00",,,1.238,0.21,16.96284329563812,,,,,,,,
13256,"GL IN","Glendale WTP Inlet",,"Glen In","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13257,"GL OUT","Glendale WTP Outlet",,"Glen Out","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13258,"AN IN","Anthem WTP inlet",,"anthem","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13259,"AN OUT","Anthem WTP outlet",,"anthem","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13260,"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13261,"R15","24th St WTP treated water","srp","24th St -treated","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13262,"CH IN","Chandler WTP inlet",,"chandler","10/24/22 00:00:00","10/24/22 00:00:00",,,0.4127,0.12,29.07681124303368,,,,,,,,
13263,"CH OUT","Chandler WTP outlet",,"chandler","10/24/22 00:00:00","10/24/22 00:00:00",,,0.4814,0.108,22.43456584960532,,,,,,,,
13264,"R3","Waddell Canal","cap","waddell canal","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13265,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13266,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13267,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13268,"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13269,"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","10/24/22 00:00:00","10/24/22 00:00:00",,,1.876,0.301,16.04477611940299,,,,,,,,
13270,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/24/22 00:00:00","10/24/22 00:00:00",,,1.825,0.089,4.876712328767123,,,,,,,,
13271,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/24/22 00:00:00","10/24/22 00:00:00",,,1.919,0.198,10.31787389265242,,,,,,,,
13272,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","10/24/22 00:00:00","10/24/22 00:00:00",,,,,,,,,,,,,
13273,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/24/22 00:00:00","10/24/22 00:00:00",,,0.1081,0.103,95.28214616096207,,,,,,,,
13274,"HOC","Head of the Consolidated Canal","az canal",,"10/24/22 00:00:00","10/24/22 00:00:00",,,0.2014,0.106,52.63157894736842,,,,,,,,
13275,"MOC","Middle of the Consolidated canal","az canal",,"10/24/22 00:00:00","10/24/22 00:00:00",,,0.3434,0.114,33.19743739079791,,,,,,,,
13276,"HAV","Havasu lake Sample",,"Havasu  ","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13277,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13278,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13279,"R20","Verde River at Tangle","verde","verde abv horseshoe","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13280,"R25","verde river at beeline highway","verde","verde @ beeline","11/07/22 00:00:00","11/07/22 00:00:00",,,1.169,0.479,40.97519247219846,,,,,,,,
13281,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13282,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13283,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13284,"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13285,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13286,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","11/07/22 00:00:00","11/07/22 00:00:00",,,2.238,0.36,16.0857908847185,,,,,,,,
13287,"SRNR","Salt River near Roosevelt","salt","SRNR","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13288,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","11/07/22 00:00:00","11/07/22 00:00:00",,,1.179,0.136,11.53519932145886,,,,,,,,
13289,"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","11/07/22 00:00:00","11/07/22 00:00:00",,,1.336,0.113,8.45808383233533,,,,,,,,
13290,"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13291,"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13292,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13293,"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13294,"GR IN","Greenway WTP Inlet","srp","Green In","11/07/22 00:00:00","11/07/22 00:00:00",,,1.741,0.479,27.51292360712234,,,,,,,,
13295,"GR OUT","Greenway WTP Outlet","srp","Green Out","11/07/22 00:00:00","11/07/22 00:00:00",,,1.401,0.116,8.279800142755175,,,,,,,,
13296,"GL IN","Glendale WTP Inlet",,"Glen In","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13297,"GL OUT","Glendale WTP Outlet",,"Glen Out","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13298,"AN IN","Anthem WTP inlet",,"anthem","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13299,"AN OUT","Anthem WTP outlet",,"anthem","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13300,"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St","11/07/22 00:00:00","11/07/22 00:00:00",,,1.895,0.29,,,,,,,,,
13301,"R15","24th St WTP treated water","srp","24th St -treated","11/07/22 00:00:00","11/07/22 00:00:00",,,1.511,0.252,,,,,,,,,
13302,"CH IN","Chandler WTP inlet",,"chandler","11/07/22 00:00:00","11/07/22 00:00:00",,,0.9302,0.447,48.05418189636637,,,,,,,,
13303,"CH OUT","Chandler WTP outlet",,"chandler","11/07/22 00:00:00","11/07/22 00:00:00",,,0.8004,0.104,12.99350324837581,,,,,,,,
13304,"R3","Waddell Canal","cap","waddell canal","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13305,"R11","CAP Canal at Cross-connect","cap","cap @ x con","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13306,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13307,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13308,"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13309,"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","11/07/22 00:00:00","11/07/22 00:00:00",,,1.882,0.39,20.72263549415516,,,,,,,,
13310,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","11/07/22 00:00:00","11/07/22 00:00:00",,,1.99,0.495,24.87437185929648,,,,,,,,
13311,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","11/07/22 00:00:00","11/07/22 00:00:00",,,1.863,0.458,24.58400429414922,,,,,,,,
13312,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","11/07/22 00:00:00","11/07/22 00:00:00",,,,,,,,,,,,,
13313,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","11/07/22 00:00:00","11/07/22 00:00:00",,,1.55,0.411,26.51612903225806,,,,,,,,
13314,"HOC","Head of the Consolidated Canal","az canal",,"11/07/22 00:00:00","11/07/22 00:00:00",,,1.575,0.387,24.57142857142857,,,,,,,,
13315,"MOC","Middle of the Consolidated canal","az canal",,"11/07/22 00:00:00","11/07/22 00:00:00",,,0.9762,0.361,36.98012702315099,,,,,,,,
13316,"HAV","Havasu lake Sample",,"Havasu  ","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13317,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13318,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13319,"R20","Verde River at Tangle","verde","verde abv horseshoe","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13320,"R25","verde river at beeline highway","verde","verde @ beeline","12/13/22 00:00:00","12/13/22 00:00:00",,,1.27,0.162,12.75590551181102,,,,,,,,
13321,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13322,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13323,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13324,"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13325,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13326,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","12/13/22 00:00:00","12/13/22 00:00:00",,,1.828,0.176,9.628008752735228,,,,,,,,
13327,"SRNR","Salt River near Roosevelt","salt","SRNR","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13328,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","12/13/22 00:00:00","12/13/22 00:00:00",,,1.169,0.045,3.849443969204448,,,,,,,,
13329,"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","12/13/22 00:00:00","12/13/22 00:00:00",,,0.9835,0.031,3.15200813421454,,,,,,,,
13330,"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13331,"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13332,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13333,"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13334,"GR IN","Greenway WTP Inlet","srp","Green In","12/13/22 00:00:00","12/13/22 00:00:00",,,0.9052,0.199,21.98409191338931,,,,,,,,
13335,"GR OUT","Greenway WTP Outlet","srp","Green Out","12/13/22 00:00:00","12/13/22 00:00:00",,,0.8373,0.024,2.866356144750985,,,,,,,,
13336,"GL IN","Glendale WTP Inlet",,"Glen In","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13337,"GL OUT","Glendale WTP Outlet",,"Glen Out","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13338,"AN IN","Anthem WTP inlet",,"anthem","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13339,"AN OUT","Anthem WTP outlet",,"anthem","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13340,"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St","12/13/22 00:00:00","12/13/22 00:00:00",,,1.097,0.075,,,,,,,,,
13341,"R15","24th St WTP treated water","srp","24th St -treated","12/13/22 00:00:00","12/13/22 00:00:00",,,0.6639,0.082,12.35125771953607,,,,,,,,
13342,"CH IN","Chandler WTP inlet",,"chandler","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13343,"CH OUT","Chandler WTP outlet",,"chandler","12/13/22 00:00:00","12/13/22 00:00:00",,,0.9869,0.112,11.34866754483737,,,,,,,,
13344,"R3","Waddell Canal","cap","waddell canal","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13345,"R11","CAP Canal at Cross-connect","cap","cap @ x con","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13346,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13347,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13348,"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13349,"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","12/13/22 00:00:00","12/13/22 00:00:00",,,1.305,0.076,5.823754789272031,,,,,,,,
13350,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","12/13/22 00:00:00","12/13/22 00:00:00",,,1.148,0.067,5.83623693379791,,,,,,,,
13351,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","12/13/22 00:00:00","12/13/22 00:00:00",,,1.229,0.155,12.61187957689178,,,,,,,,
13352,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13353,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","12/13/22 00:00:00","12/13/22 00:00:00",,,,,,,,,,,,,
13354,"HOC","Head of the Consolidated Canal","az canal",,"12/13/22 00:00:00","12/13/22 00:00:00",,,0.8853,0.049,5.534846944538574,,,,,,,,
13355,"MOC","Middle of the Consolidated canal","az canal",,"12/13/22 00:00:00","12/13/22 00:00:00",,,1.178,0.167,14.17657045840408,,,,,,,,
914,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","05/01/02 00:00:00","05/01/02 00:00:00",,4.978,4.967,0.0664,1.3,,,,,,,,
12420,"GL IN","Glendale WTP Inlet",,"Glen In","03/01/21 00:00:00","03/01/21 00:00:00",,,,,,,,,,,,,
12421,"GR IN","Greenway WTP Inlet","srp","Green In","03/01/21 00:00:00","03/01/21 00:00:00",,,,,,,,,,,,,
12422,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","03/01/21 00:00:00","03/01/21 00:00:00",,,4.467,0.105,2.350570852921424,,,,,,,,
12423,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","03/01/21 00:00:00","03/01/21 00:00:00",,,4.947,0.096,1.94057004244997,,,,,,,,
12424,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","03/01/21 00:00:00","03/01/21 00:00:00",,,,,,,,,,,,,
12425,"HOC","Head of the Consolidated Canal","az canal",,"03/01/21 00:00:00","03/01/21 00:00:00",,,4.42,0.095,2.149321266968326,,,,,,,,
12426,"MOC","Middle of the Consolidated canal","az canal",,"03/01/21 00:00:00","03/01/21 00:00:00",,,4.806,0.053,1.102788181439867,,,,,,,,
12427,"CH IN","Chandler WTP inlet",,"chandler","03/01/21 00:00:00","03/01/21 00:00:00",,,,,,,,,,,,,
12428,"HAV","Havasu lake Sample",,"Havasu  ","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12429,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12430,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12431,"R20","Verde River at Tangle","verde","verde abv horseshoe","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12432,"R25","verde river at beeline highway","verde","verde @ beeline","04/01/21 00:00:00","04/01/21 00:00:00",,,3.561,0.08699999999999999,2.443133951137321,,,,,,,,
12433,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
