ID,site number,site location,cluster name,site acronym,date,month,sample type,TOC (mg/L),DOC (mg/L),UVA (cm-1),suva (L/mg-m),peak int,peak int WL,int at 450,int at 460,int at 500,FI (450/500),docm comments,Field1
12434,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12435,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12436,"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12437,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12438,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12439,"SRNR","Salt River near Roosevelt","salt","SRNR","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12440,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
915,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","05/01/02 00:00:00","05/01/02 00:00:00",,4.031,3.888,0.0607,1.6,,,,,,,,
12441,"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12442,"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12443,"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12444,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12445,"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12446,"GR IN","Greenway WTP Inlet","srp","Green In","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12447,"GR OUT","Greenway WTP Outlet","srp","Green Out","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12448,"GL IN","Glendale WTP Inlet",,"Glen In","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12449,"GL OUT","Glendale WTP Outlet",,"Glen Out","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12450,"AN IN","Anthem WTP inlet",,"anthem","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12451,"AN OUT","Anthem WTP outlet",,"anthem","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12452,"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12453,"R15","24th St WTP treated water","srp","24th St -treated","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12454,"CH IN","Chandler WTP inlet",,"chandler","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12455,"CH OUT","Chandler WTP outlet",,"chandler","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12456,"R3","Waddell Canal","cap","waddell canal","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12457,"AN IN","Anthem WTP inlet",,"anthem","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12458,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12459,"SGPS","Salt Gila",,"Salt Gila","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12460,"MTO","Mesa Turnout",,"Mesa Turnout","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12461,"R11","CAP Canal at Cross-connect","cap","cap @ x con","04/01/21 00:00:00","04/01/21 00:00:00",,,3.751,0.056,1.492935217275393,,,,,,,,
916,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","05/01/02 00:00:00","05/01/02 00:00:00",,3.789,4.322,0.063,1.5,,,,,,,,
12462,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","04/01/21 00:00:00","04/01/21 00:00:00",,,8.345000000000001,0.154,1.845416417016177,,,,,,,,
12463,"R25","verde river at beeline highway","verde","verde @ beeline","04/01/21 00:00:00","04/01/21 00:00:00",,,3.56,0.08699999999999999,2.443820224719101,,,,,,,,
12464,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","04/01/21 00:00:00","04/01/21 00:00:00",,,5.692,0.121,2.125790583274771,,,,,,,,
12465,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","04/01/21 00:00:00","04/01/21 00:00:00",,,4.576,0.08699999999999999,1.901223776223776,,,,,,,,
12466,"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","04/01/21 00:00:00","04/01/21 00:00:00",,,5.409,0.13,2.403401737844334,,,,,,,,
12467,"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","04/01/21 00:00:00","04/01/21 00:00:00",,,5.847,0.119,2.035231742774072,,,,,,,,
12468,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","04/01/21 00:00:00","04/01/21 00:00:00",,,5.779,0.131,2.266828170963834,,,,,,,,
12469,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","04/01/21 00:00:00","04/01/21 00:00:00",,,6.966,0.142,2.03847258110824,,,,,,,,
12470,"GL IN","Glendale WTP Inlet",,"Glen In","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12471,"GR IN","Greenway WTP Inlet","srp","Green In","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12472,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","04/01/21 00:00:00","04/01/21 00:00:00",,,5.843,0.113,1.933938045524559,,,,,,,,
12473,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","04/01/21 00:00:00","04/01/21 00:00:00",,,4.947,0.096,1.94057004244997,,,,,,,,
12474,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12475,"HOC","Head of the Consolidated Canal","az canal",,"04/01/21 00:00:00","04/01/21 00:00:00",,,5.673,0.114,2.009518773135907,,,,,,,,
12476,"MOC","Middle of the Consolidated canal","az canal",,"04/01/21 00:00:00","04/01/21 00:00:00",,,4.79,0.106,2.21294363256785,,,,,,,,
12477,"CH IN","Chandler WTP inlet",,"chandler","04/01/21 00:00:00","04/01/21 00:00:00",,,,,,,,,,,,,
12478,"HAV","Havasu lake Sample",,"Havasu  ","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12479,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12480,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12481,"R20","Verde River at Tangle","verde","verde abv horseshoe","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
917,"R11","CAP Canal at Cross-connect","cap","cap @ x con","05/01/02 00:00:00","05/01/02 00:00:00",,3.258,3.314,0.0424,1.3,,,,,,,,
12482,"R25","verde river at beeline highway","verde","verde @ beeline","05/01/21 00:00:00","05/01/21 00:00:00",,,2.647,0.121,4.571212693615414,,,,,,,,
12483,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12484,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12485,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12486,"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12487,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12488,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","05/01/21 00:00:00","05/01/21 00:00:00",,,4.377,0.137,3.129997715330135,,,,,,,,
12489,"SRNR","Salt River near Roosevelt","salt","SRNR","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12490,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12491,"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12492,"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12493,"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12494,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12495,"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12496,"GR IN","Greenway WTP Inlet","srp","Green In","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12497,"GR OUT","Greenway WTP Outlet","srp","Green Out","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12498,"GL IN","Glendale WTP Inlet",,"Glen In","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12499,"GL OUT","Glendale WTP Outlet",,"Glen Out","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12500,"AN IN","Anthem WTP inlet",,"anthem","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12501,"AN OUT","Anthem WTP outlet",,"anthem","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12502,"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
918,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","05/01/02 00:00:00","05/01/02 00:00:00",,3.755,3.622,0.0573,1.6,,,,,,,,
12503,"R15","24th St WTP treated water","srp","24th St -treated","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12504,"CH IN","Chandler WTP inlet",,"chandler","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12505,"CH OUT","Chandler WTP outlet",,"chandler","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12506,"R3","Waddell Canal","cap","waddell canal","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12507,"AN IN","Anthem WTP inlet",,"anthem","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12508,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12509,"SGPS","Salt Gila",,"Salt Gila","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12510,"MTO","Mesa Turnout",,"Mesa Turnout","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12511,"R11","CAP Canal at Cross-connect","cap","cap @ x con","05/01/21 00:00:00","05/01/21 00:00:00",,,3.342,0.093,2.782764811490126,,,,,,,,
12512,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","05/01/21 00:00:00","05/01/21 00:00:00",,,4.377,0.137,3.129997715330135,,,,,,,,
12513,"R25","verde river at beeline highway","verde","verde @ beeline","05/01/21 00:00:00","05/01/21 00:00:00",,,2.647,0.121,4.571212693615414,,,,,,,,
12514,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","05/01/21 00:00:00","05/01/21 00:00:00",,,3.692,0.131,3.548212351029252,,,,,,,,
12515,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","05/01/21 00:00:00","05/01/21 00:00:00",,,4.12,0.13,3.155339805825243,,,,,,,,
12516,"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","05/01/21 00:00:00","05/01/21 00:00:00",,,4.42,0.153,3.461538461538462,,,,,,,,
12517,"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","05/01/21 00:00:00","05/01/21 00:00:00",,,4.139,0.138,3.334138680840783,,,,,,,,
12518,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","05/01/21 00:00:00","05/01/21 00:00:00",,,4.717,0.149,3.15878736485054,,,,,,,,
12519,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","05/01/21 00:00:00","05/01/21 00:00:00",,,4.23,0.159,3.75886524822695,,,,,,,,
12520,"GL IN","Glendale WTP Inlet",,"Glen In","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12521,"GR IN","Greenway WTP Inlet","srp","Green In","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12522,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","05/01/21 00:00:00","05/01/21 00:00:00",,,4.323,0.159,3.678001387925052,,,,,,,,
12523,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","05/01/21 00:00:00","05/01/21 00:00:00",,,4.484,0.155,3.456735057983943,,,,,,,,
919,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","05/01/02 00:00:00","05/01/02 00:00:00",,3.486,3.777,0.0602,1.6,,,,,,,,
12524,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12525,"HOC","Head of the Consolidated Canal","az canal",,"05/01/21 00:00:00","05/01/21 00:00:00",,,4.51,0.157,3.481152993348116,,,,,,,,
12526,"MOC","Middle of the Consolidated canal","az canal",,"05/01/21 00:00:00","05/01/21 00:00:00",,,5.023,0.16,3.185347401951026,,,,,,,,
12527,"CH IN","Chandler WTP inlet",,"chandler","05/01/21 00:00:00","05/01/21 00:00:00",,,,,,,,,,,,,
12528,"HAV","Havasu lake Sample",,"Havasu  ","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12529,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12530,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12531,"R20","Verde River at Tangle","verde","verde abv horseshoe","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12532,"R25","verde river at beeline highway","verde","verde @ beeline","06/01/21 00:00:00","06/01/21 00:00:00",,,59.85,0.134,0.2238930659983292,,,,,,,,
12533,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12534,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12535,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12536,"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12537,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12538,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","06/01/21 00:00:00","06/01/21 00:00:00",,,5.607,0.112,1.997503121098627,,,,,,,,
12539,"SRNR","Salt River near Roosevelt","salt","SRNR","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12540,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12541,"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12542,"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12543,"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
920,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","05/01/02 00:00:00","05/01/02 00:00:00",,3.511,3.671,0.0549,1.5,,,,,,,,
12544,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12545,"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12546,"GR IN","Greenway WTP Inlet","srp","Green In","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12547,"GR OUT","Greenway WTP Outlet","srp","Green Out","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12548,"GL IN","Glendale WTP Inlet",,"Glen In","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12549,"GL OUT","Glendale WTP Outlet",,"Glen Out","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12550,"AN IN","Anthem WTP inlet",,"anthem","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12551,"AN OUT","Anthem WTP outlet",,"anthem","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12552,"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12553,"R15","24th St WTP treated water","srp","24th St -treated","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12554,"CH IN","Chandler WTP inlet",,"chandler","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12555,"CH OUT","Chandler WTP outlet",,"chandler","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12556,"R3","Waddell Canal","cap","waddell canal","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12557,"AN IN","Anthem WTP inlet",,"anthem","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12558,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12559,"SGPS","Salt Gila",,"Salt Gila","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12560,"MTO","Mesa Turnout",,"Mesa Turnout","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12561,"R11","CAP Canal at Cross-connect","cap","cap @ x con","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12562,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","06/01/21 00:00:00","06/01/21 00:00:00",,,5.607,0.112,1.997503121098627,,,,,,,,
12563,"R25","verde river at beeline highway","verde","verde @ beeline","06/01/21 00:00:00","06/01/21 00:00:00",,,59.85,0.134,0.2238930659983292,,,,,,,,
12564,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","06/01/21 00:00:00","06/01/21 00:00:00",,,7.873,0.114,1.447986790295948,,,,,,,,
921,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","05/01/02 00:00:00","05/01/02 00:00:00",,2.967,3.055,0.0372,1.2,,,,,,,,
12565,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","06/01/21 00:00:00","06/01/21 00:00:00",,,6.123,0.18,2.939735423811856,,,,,,,,
12566,"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","06/01/21 00:00:00","06/01/21 00:00:00",,,6.553,0.148,2.258507553792156,,,,,,,,
12567,"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","06/01/21 00:00:00","06/01/21 00:00:00",,,4.967,0.152,3.060197302194484,,,,,,,,
12568,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","06/01/21 00:00:00","06/01/21 00:00:00",,,5.758,0.169,2.935046891281695,,,,,,,,
12569,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","06/01/21 00:00:00","06/01/21 00:00:00",,,4.807,0.149,3.099646349074266,,,,,,,,
12570,"GL IN","Glendale WTP Inlet",,"Glen In","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12571,"GR IN","Greenway WTP Inlet","srp","Green In","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12572,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","06/01/21 00:00:00","06/01/21 00:00:00",,,5.992,0.14,2.336448598130842,,,,,,,,
12573,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","06/01/21 00:00:00","06/01/21 00:00:00",,,4.659,0.129,2.768834513844173,,,,,,,,
12574,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12575,"HOC","Head of the Consolidated Canal","az canal",,"06/01/21 00:00:00","06/01/21 00:00:00",,,4.846,0.153,3.15724308708213,,,,,,,,
12576,"MOC","Middle of the Consolidated canal","az canal",,"06/01/21 00:00:00","06/01/21 00:00:00",,,4.538,0.138,3.040987219039224,,,,,,,,
12577,"CH IN","Chandler WTP inlet",,"chandler","06/01/21 00:00:00","06/01/21 00:00:00",,,,,,,,,,,,,
12578,"HAV","Havasu lake Sample",,"Havasu  ","07/01/21 00:00:00","07/01/21 00:00:00",,,,,,,,,,,,,
12579,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","07/01/21 00:00:00","07/01/21 00:00:00",,,,,,,,,,,,,
12580,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","07/01/21 00:00:00","07/01/21 00:00:00",,,,,,,,,,,,,
12581,"R20","Verde River at Tangle","verde","verde abv horseshoe","07/01/21 00:00:00","07/01/21 00:00:00",,,,,,,,,,,,,
12582,"R25","verde river at beeline highway","verde","verde @ beeline","07/01/21 00:00:00","07/01/21 00:00:00",,,3.97,0.131,3.299748110831234,,,,,,,,
12583,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","07/01/21 00:00:00","07/01/21 00:00:00",,,,,,,,,,,,,
12584,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","07/01/21 00:00:00","07/01/21 00:00:00",,,,,,,,,,,,,
12585,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","07/01/21 00:00:00","07/01/21 00:00:00",,,,,,,,,,,,,
10794,"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","05/07/18 00:00:00","05/07/18 00:00:00",,,3.797,0.07000000000000001,1.843560705820385,,,,,,,,
10795,"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","05/07/18 00:00:00","05/07/18 00:00:00",,,2.921,0.026,0.890106128038343,,,,,,,,
10796,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","05/07/18 00:00:00","05/07/18 00:00:00",,,1.234,0.016,1.296596434359806,,,,,,,,
10797,"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","05/07/18 00:00:00","05/07/18 00:00:00",,,1.32,0.012,0.9090909090909091,,,,,,,,
10798,"GR IN","Greenway WTP Inlet","srp","Green In","05/07/18 00:00:00","05/07/18 00:00:00",,,3.662,0.065,1.774986346258875,,,,,,,,
10799,"GR OUT","Greenway WTP Outlet","srp","Green Out","05/07/18 00:00:00","05/07/18 00:00:00",,,2.191,0.022,1.004107713372889,,,,,,,,
10800,"GL IN","Glendale WTP Inlet",,"Glen In","05/07/18 00:00:00","05/07/18 00:00:00",,,3.927,0.06900000000000001,1.757066462948816,,,,,,,,
10801,"GL OUT","Glendale WTP Outlet",,"Glen Out","05/07/18 00:00:00","05/07/18 00:00:00",,,2.975,0.026,0.8739495798319328,,,,,,,,
10802,"AN IN","Anthem WTP inlet",,"anthem","05/07/18 00:00:00","05/07/18 00:00:00",,,2.69,0.041,1.524163568773234,,,,,,,,
10803,"AN OUT","Anthem WTP outlet",,"anthem","05/07/18 00:00:00","05/07/18 00:00:00",,,2.861,0.043,1.502970989164627,,,,,,,,
10804,"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St","05/07/18 00:00:00","05/07/18 00:00:00",,,3.741,0.067,1.790964982624967,,,,,,,,
10805,"R15","24th St WTP treated water","srp","24th St -treated","05/07/18 00:00:00","05/07/18 00:00:00",,,2.459,0.022,0.8946726311508743,,,,,,,,
