ID,Site Number,Site location,Cluster,Site Acronym,month/date,Arsenic (ug/L),Perchlorate (ug/L)
2728,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","05/28/10 00:00:00","3.3",
2729,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","05/28/10 00:00:00","0.8",
2730,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","05/28/10 00:00:00","3.3",
2731,"R17","Deer Valley WTP treated water","srp","deer valley-treated","05/28/10 00:00:00","0.5",
2732,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","05/28/10 00:00:00","2.7",
2733,"R19","Val Vista WTP treated water","srp","val vista-treated","05/28/10 00:00:00","0.7",
2734,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","05/28/10 00:00:00","0.3",
2735,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","05/28/10 00:00:00","3.2",
2736,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","05/28/10 00:00:00","3.1",
2737,"R25","verde river at beeline highway","verde","verde @ beeline","05/28/10 00:00:00",,
2738,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","05/28/10 00:00:00","2.9",
2739,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","05/28/10 00:00:00","2.6",
2740,"UH In","Union Hills Inlet","cap","Union Hills Inlet","05/28/10 00:00:00","1.2",
2741,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","05/28/10 00:00:00","0.0",
2742,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","05/28/10 00:00:00","3.3",
2743,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","05/28/10 00:00:00","1.2",
2744,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","05/28/10 00:00:00","3.4",
2745,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","05/28/10 00:00:00","2.6",
2746,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","05/28/10 00:00:00","3.0",
2747,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","05/28/10 00:00:00","1.2",
2748,"Glen In","Glen In","srp","Glen In","05/28/10 00:00:00","3.5",
2749,"Glen Out","Glendale WTP Outlet","srp","Glen Out","05/28/10 00:00:00","1.2",
2750,"Green In","Greenway WTP Inlet","srp","Green In","05/28/10 00:00:00","3.4",
2751,"Green Out","Greenway WTP Outlet","srp","Green Out","05/28/10 00:00:00","0.7",
2752,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","05/28/10 00:00:00","2.7",
2753,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","05/28/10 00:00:00","2.8",
2754,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","05/28/10 00:00:00","5.7",
2755,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","05/28/10 00:00:00","6.4",
2756,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","05/28/10 00:00:00","2.7",
2757,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","05/28/10 00:00:00","2.6",
2758,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","05/28/10 00:00:00","2.4",
2759,"R20","Verde River at Tangle","verde","verde abv horseshoe","05/28/10 00:00:00","17.8",
2760,"Havasu 1","Havasu lake Sample",,"Havasu 1","05/28/10 00:00:00",,
2761,"R3","Waddell Canal","cap","waddell canal","07/01/10 00:00:00","2.2",
2762,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","07/01/10 00:00:00","3.1",
2763,"R11","CAP Canal at Cross-connect","cap","cap @ x con","07/01/10 00:00:00",,
2764,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","07/01/10 00:00:00",,
2765,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","07/01/10 00:00:00","4.3",
2766,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","07/01/10 00:00:00","4.7",
2767,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","07/01/10 00:00:00","0.8",
2768,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","07/01/10 00:00:00","3.9",
2769,"R17","Deer Valley WTP treated water","srp","deer valley-treated","07/01/10 00:00:00","0.4",
2770,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","07/01/10 00:00:00","4.4",
2771,"R19","Val Vista WTP treated water","srp","val vista-treated","07/01/10 00:00:00","0.7",
2772,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","07/01/10 00:00:00","0.3",
2773,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","07/01/10 00:00:00","4.3",
2774,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","07/01/10 00:00:00","4.8",
2775,"R25","verde river at beeline highway","verde","verde @ beeline","07/01/10 00:00:00","5.7",
2776,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","07/01/10 00:00:00","4.1",
2777,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","07/01/10 00:00:00",,
2778,"UH In","Union Hills Inlet","cap","Union Hills Inlet","07/01/10 00:00:00",,
2779,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","07/01/10 00:00:00",,
2780,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","07/01/10 00:00:00","4.7",
2781,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","07/01/10 00:00:00","1.7",
2782,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","07/01/10 00:00:00","4.3",
2783,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","07/01/10 00:00:00","4.1",
2784,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","07/01/10 00:00:00","4.2",
2785,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","07/01/10 00:00:00","2.6",
2786,"Glen In","Glen In","srp","Glen In","07/01/10 00:00:00","3.8",
2787,"Glen Out","Glendale WTP Outlet","srp","Glen Out","07/01/10 00:00:00","1.5",
2788,"Green In","Greenway WTP Inlet","srp","Green In","07/01/10 00:00:00","4.2",
2789,"Green Out","Greenway WTP Outlet","srp","Green Out","07/01/10 00:00:00","2.4",
2790,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","07/01/10 00:00:00","3.0",
2791,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","07/01/10 00:00:00","2.3",
2792,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","07/01/10 00:00:00","6.4",
2793,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","07/01/10 00:00:00","5.1",
2794,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","07/01/10 00:00:00","3.1",
2795,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","07/01/10 00:00:00","3.5",
2796,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","07/01/10 00:00:00","3.0",
2797,"R20","Verde River at Tangle","verde","verde abv horseshoe","07/01/10 00:00:00","21.8",
2798,"Havasu 1","Havasu lake Sample",,"Havasu 1","07/01/10 00:00:00",,
2799,"R3","Waddell Canal","cap","waddell canal","08/01/10 00:00:00","2.2",
2800,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","08/01/10 00:00:00","2.8",
2801,"R11","CAP Canal at Cross-connect","cap","cap @ x con","08/01/10 00:00:00",,
2802,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","08/01/10 00:00:00",,
2803,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","08/01/10 00:00:00","4.1",
2804,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/01/10 00:00:00","4.8",
2805,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","08/01/10 00:00:00","1.4",
2806,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/01/10 00:00:00",,
2807,"R17","Deer Valley WTP treated water","srp","deer valley-treated","08/01/10 00:00:00",,
2808,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","08/01/10 00:00:00",,
2809,"R19","Val Vista WTP treated water","srp","val vista-treated","08/01/10 00:00:00",,
2810,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","08/01/10 00:00:00",,
2811,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/01/10 00:00:00",,
2812,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/01/10 00:00:00",,
2813,"R25","verde river at beeline highway","verde","verde @ beeline","08/01/10 00:00:00","6",
2814,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","08/01/10 00:00:00",,
2815,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","08/01/10 00:00:00",,
2816,"UH In","Union Hills Inlet","cap","Union Hills Inlet","08/01/10 00:00:00",,
2817,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","08/01/10 00:00:00",,
2818,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","08/01/10 00:00:00","4.9",
2819,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","08/01/10 00:00:00","1.6",
2820,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","08/01/10 00:00:00","2.8",
2821,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","08/01/10 00:00:00",,
2822,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","08/01/10 00:00:00",,
2823,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","08/01/10 00:00:00",,
2824,"Glen In","Glen In","srp","Glen In","08/01/10 00:00:00","4.9",
2825,"Glen Out","Glendale WTP Outlet","srp","Glen Out","08/01/10 00:00:00","2.4",
2826,"Green In","Greenway WTP Inlet","srp","Green In","08/01/10 00:00:00",,
2827,"Green Out","Greenway WTP Outlet","srp","Green Out","08/01/10 00:00:00",,
2828,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","08/01/10 00:00:00","2.3",
2829,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","08/01/10 00:00:00","2.7",
2830,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","08/01/10 00:00:00","5.2",
2831,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","08/01/10 00:00:00","4.4",
2832,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","08/01/10 00:00:00","3.2",
2833,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","08/01/10 00:00:00","3.4",
2834,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","08/01/10 00:00:00",,
2835,"R20","Verde River at Tangle","verde","verde abv horseshoe","08/01/10 00:00:00","21.4",
2836,"Havasu 1","Havasu lake Sample",,"Havasu 1","08/01/10 00:00:00","4.3",
2837,"R3","Waddell Canal","cap","waddell canal","09/01/10 00:00:00","2.3",
2838,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","09/01/10 00:00:00","2.8",
2839,"R11","CAP Canal at Cross-connect","cap","cap @ x con","09/01/10 00:00:00",,
2840,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","09/01/10 00:00:00",,
2841,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","09/01/10 00:00:00","3.1",
2842,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","09/01/10 00:00:00","4.7",
2843,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","09/01/10 00:00:00","1.8",
2844,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","09/01/10 00:00:00","4.9",
2845,"R17","Deer Valley WTP treated water","srp","deer valley-treated","09/01/10 00:00:00","0.4",
2846,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","09/01/10 00:00:00","4.8",
2847,"R19","Val Vista WTP treated water","srp","val vista-treated","09/01/10 00:00:00","0.6",
2848,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","09/01/10 00:00:00","0.4",
2849,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/01/10 00:00:00","5.5",
2850,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","09/01/10 00:00:00","5.7",
2851,"R25","verde river at beeline highway","verde","verde @ beeline","09/01/10 00:00:00","4.1",
2852,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","09/01/10 00:00:00","5.7",
2853,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","09/01/10 00:00:00",,
2854,"UH In","Union Hills Inlet","cap","Union Hills Inlet","09/01/10 00:00:00",,
2855,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","09/01/10 00:00:00","0.0",
2856,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/01/10 00:00:00","4.5",
2857,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","09/01/10 00:00:00","2.6",
2858,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","09/01/10 00:00:00","5.4",
2859,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","09/01/10 00:00:00","5.5",
2860,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","09/01/10 00:00:00","5.0",
2861,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","09/01/10 00:00:00","2.5",
2862,"Glen In","Glen In","srp","Glen In","09/01/10 00:00:00",,
2863,"Glen Out","Glendale WTP Outlet","srp","Glen Out","09/01/10 00:00:00",,
2864,"Green In","Greenway WTP Inlet","srp","Green In","09/01/10 00:00:00","3.1",
2865,"Green Out","Greenway WTP Outlet","srp","Green Out","09/01/10 00:00:00","2.6",
2866,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","09/01/10 00:00:00","3.0",
2867,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","09/01/10 00:00:00","3.4",
2868,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","09/01/10 00:00:00","6.1",
2869,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","09/01/10 00:00:00","9.0",
2870,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","09/01/10 00:00:00","7.7",
2871,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","09/01/10 00:00:00","3.4",
2872,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","09/01/10 00:00:00",,
2873,"R20","Verde River at Tangle","verde","verde abv horseshoe","09/01/10 00:00:00","22.2",
2874,"Havasu 1","Havasu lake Sample",,"Havasu 1","09/01/10 00:00:00","2.1",
2875,"R3","Waddell Canal","cap","waddell canal","10/01/10 00:00:00","1.9",
2876,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/01/10 00:00:00","3.4",
2877,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/01/10 00:00:00",,
2878,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/01/10 00:00:00","4.1",
2879,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/01/10 00:00:00","4.0",
2880,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/01/10 00:00:00",,
2881,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/01/10 00:00:00",,
2882,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/01/10 00:00:00",,
2883,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/01/10 00:00:00",,
2884,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/01/10 00:00:00",,
2885,"R19","Val Vista WTP treated water","srp","val vista-treated","10/01/10 00:00:00",,
2886,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","10/01/10 00:00:00",,
2887,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/01/10 00:00:00","4.1",
2888,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/01/10 00:00:00","4.3",
2889,"R25","verde river at beeline highway","verde","verde @ beeline","10/01/10 00:00:00","9.7",
2890,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/01/10 00:00:00","4.1",
2891,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/01/10 00:00:00",,
2892,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/01/10 00:00:00","2.1",
2893,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/01/10 00:00:00","0.2",
2894,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/01/10 00:00:00","4.3",
2895,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","10/01/10 00:00:00","1.7",
2896,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","10/01/10 00:00:00","4.0",
2897,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/01/10 00:00:00",,
2898,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","10/01/10 00:00:00","4.6",
2899,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","10/01/10 00:00:00","1.1",
2900,"Glen In","Glen In","srp","Glen In","10/01/10 00:00:00","1.4",
2901,"Glen Out","Glendale WTP Outlet","srp","Glen Out","10/01/10 00:00:00","1.8",
2902,"Green In","Greenway WTP Inlet","srp","Green In","10/01/10 00:00:00","4.5",
2903,"Green Out","Greenway WTP Outlet","srp","Green Out","10/01/10 00:00:00","2.8",
2904,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/01/10 00:00:00","3.7",
2905,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/01/10 00:00:00","3.4",
2906,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/01/10 00:00:00","11.4",
2907,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/01/10 00:00:00","11.8",
2908,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/01/10 00:00:00","3.8",
2909,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","10/01/10 00:00:00","3.7",
2910,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","10/01/10 00:00:00","3.8",
2911,"R20","Verde River at Tangle","verde","verde abv horseshoe","10/01/10 00:00:00","19.2",
2912,"Havasu 1","Havasu lake Sample",,"Havasu 1","10/01/10 00:00:00","2.2",
2913,"R3","Waddell Canal","cap","waddell canal","11/01/10 00:00:00","1.8",
2914,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","11/01/10 00:00:00","3.1",
2915,"R11","CAP Canal at Cross-connect","cap","cap @ x con","11/01/10 00:00:00",,
2916,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","11/01/10 00:00:00","3.7",
2917,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","11/01/10 00:00:00","3.6",
2918,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","11/01/10 00:00:00",,
2919,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","11/01/10 00:00:00",,
2920,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","11/01/10 00:00:00",,
2921,"R17","Deer Valley WTP treated water","srp","deer valley-treated","11/01/10 00:00:00",,
2922,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","11/01/10 00:00:00",,
2923,"R19","Val Vista WTP treated water","srp","val vista-treated","11/01/10 00:00:00",,
2924,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","11/01/10 00:00:00",,
2925,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","11/01/10 00:00:00","4",
2926,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","11/01/10 00:00:00","4.1",
2927,"R25","verde river at beeline highway","verde","verde @ beeline","11/01/10 00:00:00","8.8",
2928,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","11/01/10 00:00:00","4.1",
2929,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","11/01/10 00:00:00",,
2930,"UH In","Union Hills Inlet","cap","Union Hills Inlet","11/01/10 00:00:00","2.0",
2931,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","11/01/10 00:00:00","0.2",
2932,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","11/01/10 00:00:00","4.2",
2933,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","11/01/10 00:00:00","1.5",
