ID,Site Number,Site location,Cluster,Site Acronym,month/date,Arsenic (ug/L),Perchlorate (ug/L)
2322,"UH In","Union Hills Inlet","cap","Union Hills Inlet","07/06/09 00:00:00","1.9",
2323,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","07/06/09 00:00:00","0.3",
2324,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","07/06/09 00:00:00","4.7",
2325,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","07/06/09 00:00:00","2.3",
2326,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","07/06/09 00:00:00","4.7",
2327,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","07/06/09 00:00:00","4.2",
2328,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","07/06/09 00:00:00","4.8",
2329,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","07/06/09 00:00:00","3",
2330,"Glen In","Glen In","srp","Glen In","07/06/09 00:00:00","4.0",
2331,"Glen Out","Glendale WTP Outlet","srp","Glen Out","07/06/09 00:00:00","1.8",
2332,"Green In","Greenway WTP Inlet","srp","Green In","07/06/09 00:00:00","4.4",
2333,"Green Out","Greenway WTP Outlet","srp","Green Out","07/06/09 00:00:00","1.9",
2334,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","07/06/09 00:00:00","2.1",
2335,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","07/06/09 00:00:00","2.3",
2336,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","07/06/09 00:00:00","13.8",
2337,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","07/06/09 00:00:00","6.3",
2338,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","07/06/09 00:00:00","4.5",
2339,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","07/06/09 00:00:00","4.1",
2340,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","07/06/09 00:00:00","3.5",
2341,"R20","Verde River at Tangle","verde","verde abv horseshoe","07/06/09 00:00:00",,
2342,"Havasu 1","Havasu lake Sample",,"Havasu 1","07/06/09 00:00:00","1.9",
2343,"R3","Waddell Canal","cap","waddell canal","08/03/09 00:00:00","2.0",
2344,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","08/03/09 00:00:00","3.5",
2345,"R11","CAP Canal at Cross-connect","cap","cap @ x con","08/03/09 00:00:00",,
2346,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","08/03/09 00:00:00","1.5",
2347,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","08/03/09 00:00:00","4.1",
2348,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/03/09 00:00:00","4.4",
2349,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","08/03/09 00:00:00","1.1",
2350,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/03/09 00:00:00","3.8",
2351,"R17","Deer Valley WTP treated water","srp","deer valley-treated","08/03/09 00:00:00","0.6",
2352,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","08/03/09 00:00:00","3.8",
2353,"R19","Val Vista WTP treated water","srp","val vista-treated","08/03/09 00:00:00","0.6",
2354,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","08/03/09 00:00:00","0.5",
2355,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/03/09 00:00:00","4.2",
2356,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/03/09 00:00:00","4.8",
2357,"R25","verde river at beeline highway","verde","verde @ beeline","08/03/09 00:00:00","8.9",
2358,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","08/03/09 00:00:00","4.3",
2359,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","08/03/09 00:00:00","3.5",
2360,"UH In","Union Hills Inlet","cap","Union Hills Inlet","08/03/09 00:00:00","1.9",
2361,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","08/03/09 00:00:00","0.0",
2362,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","08/03/09 00:00:00","4.2",
2363,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","08/03/09 00:00:00","2.3",
2364,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","08/03/09 00:00:00","4.5",
2365,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","08/03/09 00:00:00","3.8",
2366,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","08/03/09 00:00:00",,
2367,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","08/03/09 00:00:00","2.6",
2368,"Glen In","Glen In","srp","Glen In","08/03/09 00:00:00","3.5",
2369,"Glen Out","Glendale WTP Outlet","srp","Glen Out","08/03/09 00:00:00","2.2",
2370,"Green In","Greenway WTP Inlet","srp","Green In","08/03/09 00:00:00","4.3",
2371,"Green Out","Greenway WTP Outlet","srp","Green Out","08/03/09 00:00:00","1.9",
2372,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","08/03/09 00:00:00",,
2373,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","08/03/09 00:00:00",,
2374,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","08/03/09 00:00:00","12.5",
2375,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","08/03/09 00:00:00","6.2",
2376,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","08/03/09 00:00:00","4.5",
2377,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","08/03/09 00:00:00","4.2",
2378,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","08/03/09 00:00:00","3.5",
2379,"R20","Verde River at Tangle","verde","verde abv horseshoe","08/03/09 00:00:00","0.9",
2380,"Havasu 1","Havasu lake Sample",,"Havasu 1","08/03/09 00:00:00",,
2381,"R3","Waddell Canal","cap","waddell canal","09/07/09 00:00:00","2.2",
2382,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","09/07/09 00:00:00","3.5",
2383,"R11","CAP Canal at Cross-connect","cap","cap @ x con","09/07/09 00:00:00",,
2384,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","09/07/09 00:00:00","3.7",
2385,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","09/07/09 00:00:00","3.8",
2386,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","09/07/09 00:00:00","4.9",
2387,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","09/07/09 00:00:00","0.9",
2388,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","09/07/09 00:00:00",,
2389,"R17","Deer Valley WTP treated water","srp","deer valley-treated","09/07/09 00:00:00",,
2390,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","09/07/09 00:00:00","3.9",
2391,"R19","Val Vista WTP treated water","srp","val vista-treated","09/07/09 00:00:00","0.8",
2392,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","09/07/09 00:00:00","0.5",
2393,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/07/09 00:00:00","3.5",
2394,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","09/07/09 00:00:00","3.7",
2395,"R25","verde river at beeline highway","verde","verde @ beeline","09/07/09 00:00:00","7.6",
2396,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","09/07/09 00:00:00","3.9",
2397,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","09/07/09 00:00:00","3.5",
2398,"UH In","Union Hills Inlet","cap","Union Hills Inlet","09/07/09 00:00:00","2.1",
2399,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","09/07/09 00:00:00","0.3",
2400,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/07/09 00:00:00","4.3",
2401,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","09/07/09 00:00:00","1.5",
2402,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","09/07/09 00:00:00","3.7",
2403,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","09/07/09 00:00:00","4.1",
2404,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","09/07/09 00:00:00","4.9",
2405,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","09/07/09 00:00:00","2.6",
2406,"Glen In","Glen In","srp","Glen In","09/07/09 00:00:00","3.4",
2407,"Glen Out","Glendale WTP Outlet","srp","Glen Out","09/07/09 00:00:00","1.3",
2408,"Green In","Greenway WTP Inlet","srp","Green In","09/07/09 00:00:00","4.9",
2409,"Green Out","Greenway WTP Outlet","srp","Green Out","09/07/09 00:00:00","2.6",
2410,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","09/07/09 00:00:00","0.6",
2411,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","09/07/09 00:00:00","2.9",
2412,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","09/07/09 00:00:00","10.3",
2413,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","09/07/09 00:00:00","5.7",
2414,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","09/07/09 00:00:00","3.3",
2415,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","09/07/09 00:00:00","2.3",
2416,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","09/07/09 00:00:00","3.0",
2417,"R20","Verde River at Tangle","verde","verde abv horseshoe","09/07/09 00:00:00","19.7",
2418,"Havasu 1","Havasu lake Sample",,"Havasu 1","09/07/09 00:00:00","0.0",
2419,"R3","Waddell Canal","cap","waddell canal","10/05/09 00:00:00","0.9",
2420,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/05/09 00:00:00","2.4",
2421,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/05/09 00:00:00",,
2422,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/05/09 00:00:00",,
2423,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/05/09 00:00:00","3.8",
2424,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/05/09 00:00:00","7.2",
2425,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/05/09 00:00:00","1.6",
2426,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/05/09 00:00:00","5.3",
2427,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/05/09 00:00:00","1.6",
2428,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/05/09 00:00:00","5.9",
2429,"R19","Val Vista WTP treated water","srp","val vista-treated","10/05/09 00:00:00","0.9",
2430,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","10/05/09 00:00:00","0.7",
2431,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/05/09 00:00:00","5.6",
2432,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/05/09 00:00:00","6.0",
2433,"R25","verde river at beeline highway","verde","verde @ beeline","10/05/09 00:00:00","1.3",
2434,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/05/09 00:00:00","6.3",
2435,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/05/09 00:00:00","5.5",
2436,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/05/09 00:00:00","2.4",
2437,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/05/09 00:00:00","0.9",
2438,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/05/09 00:00:00","4.7",
2439,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","10/05/09 00:00:00","2.6",
2440,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","10/05/09 00:00:00","4.6",
2441,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/05/09 00:00:00","3.7",
2442,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","10/05/09 00:00:00","7.0",
2443,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","10/05/09 00:00:00","0.9",
2444,"Glen In","Glen In","srp","Glen In","10/05/09 00:00:00","6.6",
2445,"Glen Out","Glendale WTP Outlet","srp","Glen Out","10/05/09 00:00:00","4.0",
2446,"Green In","Greenway WTP Inlet","srp","Green In","10/05/09 00:00:00","6.1",
2447,"Green Out","Greenway WTP Outlet","srp","Green Out","10/05/09 00:00:00","3.6",
2448,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/05/09 00:00:00","0.7",
2449,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/05/09 00:00:00","0.9",
2450,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/05/09 00:00:00","1.6",
2451,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/05/09 00:00:00","1.2",
2452,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/05/09 00:00:00","0.4",
2453,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","10/05/09 00:00:00","0.3",
2454,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","10/05/09 00:00:00","0.4",
2455,"R20","Verde River at Tangle","verde","verde abv horseshoe","10/05/09 00:00:00","19.6",
2456,"Havasu 1","Havasu lake Sample",,"Havasu 1","10/05/09 00:00:00","0.4",
2457,"R3","Waddell Canal","cap","waddell canal","11/02/09 00:00:00","1.7",
2458,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","11/02/09 00:00:00",,
2459,"R11","CAP Canal at Cross-connect","cap","cap @ x con","11/02/09 00:00:00",,
2460,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","11/02/09 00:00:00",,
2461,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","11/02/09 00:00:00","10.1",
2462,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","11/02/09 00:00:00","10.5",
2463,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","11/02/09 00:00:00","0.9",
2464,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","11/02/09 00:00:00","10.0",
2465,"R17","Deer Valley WTP treated water","srp","deer valley-treated","11/02/09 00:00:00","2",
2466,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","11/02/09 00:00:00","10.5",
2467,"R19","Val Vista WTP treated water","srp","val vista-treated","11/02/09 00:00:00","0.3",
2468,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","11/02/09 00:00:00","0.4",
2469,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","11/02/09 00:00:00","10.3",
2470,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","11/02/09 00:00:00","10.0",
2471,"R25","verde river at beeline highway","verde","verde @ beeline","11/02/09 00:00:00","10",
2472,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","11/02/09 00:00:00","10.3",
2473,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","11/02/09 00:00:00",,
2474,"UH In","Union Hills Inlet","cap","Union Hills Inlet","11/02/09 00:00:00","1.6",
2475,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","11/02/09 00:00:00","0.0",
2476,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","11/02/09 00:00:00","9.4",
2477,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","11/02/09 00:00:00","3.6",
2478,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","11/02/09 00:00:00","10.1",
2479,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","11/02/09 00:00:00",,
2480,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","11/02/09 00:00:00",,
2481,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","11/02/09 00:00:00",,
2482,"Glen In","Glen In","srp","Glen In","11/02/09 00:00:00","10.5",
2483,"Glen Out","Glendale WTP Outlet","srp","Glen Out","11/02/09 00:00:00","4.3",
2484,"Green In","Greenway WTP Inlet","srp","Green In","11/02/09 00:00:00","9.7",
2485,"Green Out","Greenway WTP Outlet","srp","Green Out","11/02/09 00:00:00","5.3",
2486,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","11/02/09 00:00:00","2.8",
2487,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","11/02/09 00:00:00","2.5",
2488,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","11/02/09 00:00:00","11.8",
2489,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","11/02/09 00:00:00","12.0",
2490,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","11/02/09 00:00:00","3.8",
2491,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","11/02/09 00:00:00","3.9",
2492,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","11/02/09 00:00:00","1.0",
2493,"R20","Verde River at Tangle","verde","verde abv horseshoe","11/02/09 00:00:00",,
2494,"Havasu 1","Havasu lake Sample",,"Havasu 1","11/02/09 00:00:00","2.0",
2495,"R3","Waddell Canal","cap","waddell canal","12/07/09 00:00:00","1.8",
2496,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","12/07/09 00:00:00",,
2497,"R11","CAP Canal at Cross-connect","cap","cap @ x con","12/07/09 00:00:00",,
2498,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","12/07/09 00:00:00","4.6",
2499,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","12/07/09 00:00:00","5.1",
2500,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","12/07/09 00:00:00","5.0",
2501,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","12/07/09 00:00:00","1.3",
2502,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","12/07/09 00:00:00","4.8",
2503,"R17","Deer Valley WTP treated water","srp","deer valley-treated","12/07/09 00:00:00","1.3",
2504,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","12/07/09 00:00:00",,
2505,"R19","Val Vista WTP treated water","srp","val vista-treated","12/07/09 00:00:00",,
2506,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","12/07/09 00:00:00",,
2507,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","12/07/09 00:00:00","5.1",
2508,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","12/07/09 00:00:00","4.9",
2509,"R25","verde river at beeline highway","verde","verde @ beeline","12/07/09 00:00:00",,
2510,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","12/07/09 00:00:00","4.6",
2511,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","12/07/09 00:00:00","4.9",
2512,"UH In","Union Hills Inlet","cap","Union Hills Inlet","12/07/09 00:00:00","2.1",
2513,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","12/07/09 00:00:00","0.0",
2514,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","12/07/09 00:00:00",,
2515,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","12/07/09 00:00:00",,
2516,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","12/07/09 00:00:00",,
2517,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","12/07/09 00:00:00",,
2518,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","12/07/09 00:00:00",,
2519,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","12/07/09 00:00:00",,
2520,"Glen In","Glen In","srp","Glen In","12/07/09 00:00:00","5.2",
2521,"Glen Out","Glendale WTP Outlet","srp","Glen Out","12/07/09 00:00:00","2.5",
2522,"Green In","Greenway WTP Inlet","srp","Green In","12/07/09 00:00:00","4.4",
2523,"Green Out","Greenway WTP Outlet","srp","Green Out","12/07/09 00:00:00","1.9",
2524,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","12/07/09 00:00:00","2.9",
2525,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","12/07/09 00:00:00","3.0",
2526,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","12/07/09 00:00:00","10.4",
2527,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","12/07/09 00:00:00",,
2528,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","12/07/09 00:00:00","3.7",
2529,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","12/07/09 00:00:00",,
2530,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","12/07/09 00:00:00",,
2531,"R20","Verde River at Tangle","verde","verde abv horseshoe","12/07/09 00:00:00",,
2532,"Havasu 1","Havasu lake Sample",,"Havasu 1","12/07/09 00:00:00","1.8",
2533,"R3","Waddell Canal","cap","waddell canal","01/04/10 00:00:00","1.4",
2534,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","01/04/10 00:00:00","3.8",
2535,"R11","CAP Canal at Cross-connect","cap","cap @ x con","01/04/10 00:00:00",,
2536,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","01/04/10 00:00:00","3.8",
2537,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","01/04/10 00:00:00","4.3",
2538,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","01/04/10 00:00:00","6.2",
2539,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","01/04/10 00:00:00","1.1",
2540,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","01/04/10 00:00:00","5.4",
2541,"R17","Deer Valley WTP treated water","srp","deer valley-treated","01/04/10 00:00:00","1",
2542,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","01/04/10 00:00:00","4.7",
2543,"R19","Val Vista WTP treated water","srp","val vista-treated","01/04/10 00:00:00",,
2544,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","01/04/10 00:00:00",,
2545,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","01/04/10 00:00:00","4.7",
2546,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","01/04/10 00:00:00","5.6",
2547,"R25","verde river at beeline highway","verde","verde @ beeline","01/04/10 00:00:00",,
2548,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","01/04/10 00:00:00","4.6",
2549,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","01/04/10 00:00:00","4.1",
2550,"UH In","Union Hills Inlet","cap","Union Hills Inlet","01/04/10 00:00:00","2.0",
2551,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","01/04/10 00:00:00","0.3",
2552,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","01/04/10 00:00:00","5.8",
2553,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","01/04/10 00:00:00","0.9",
2554,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","01/04/10 00:00:00","4.4",
2555,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","01/04/10 00:00:00","4.4",
2556,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","01/04/10 00:00:00","5.4",
2557,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","01/04/10 00:00:00","2.4",
2558,"Glen In","Glen In","srp","Glen In","01/04/10 00:00:00","5.6",
2559,"Glen Out","Glendale WTP Outlet","srp","Glen Out","01/04/10 00:00:00",,
2560,"Green In","Greenway WTP Inlet","srp","Green In","01/04/10 00:00:00","2.5",
2561,"Green Out","Greenway WTP Outlet","srp","Green Out","01/04/10 00:00:00","2.8",
2562,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","01/04/10 00:00:00","2.5",
2563,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","01/04/10 00:00:00","2.3",
2564,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","01/04/10 00:00:00","9.3",
2565,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","01/04/10 00:00:00","9.4",
2566,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","01/04/10 00:00:00","3.2",
2567,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","01/04/10 00:00:00","3.4",
2568,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","01/04/10 00:00:00","2.9",
2569,"R20","Verde River at Tangle","verde","verde abv horseshoe","01/04/10 00:00:00","6.8",
2570,"Havasu 1","Havasu lake Sample",,"Havasu 1","01/04/10 00:00:00",,
2571,"R3","Waddell Canal","cap","waddell canal","02/01/10 00:00:00","1.6",
2572,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","02/01/10 00:00:00","3.8",
2573,"R11","CAP Canal at Cross-connect","cap","cap @ x con","02/01/10 00:00:00",,
2574,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","02/01/10 00:00:00","5.1",
2702,"UH In","Union Hills Inlet","cap","Union Hills Inlet","05/03/10 00:00:00","1.5",
2703,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","05/03/10 00:00:00","0.1",
2704,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","05/03/10 00:00:00","3.0",
2705,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","05/03/10 00:00:00","1.5",
2706,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","05/03/10 00:00:00","3.4",
2707,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","05/03/10 00:00:00","3.3",
2708,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","05/03/10 00:00:00","3.1",
2709,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","05/03/10 00:00:00","0.8",
2710,"Glen In","Glen In","srp","Glen In","05/03/10 00:00:00","3.6",
2711,"Glen Out","Glendale WTP Outlet","srp","Glen Out","05/03/10 00:00:00","1.2",
2712,"Green In","Greenway WTP Inlet","srp","Green In","05/03/10 00:00:00","3.8",
2713,"Green Out","Greenway WTP Outlet","srp","Green Out","05/03/10 00:00:00","1.3",
2714,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","05/03/10 00:00:00","2.0",
2715,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","05/03/10 00:00:00","2.9",
2716,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","05/03/10 00:00:00","6.7",
2717,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","05/03/10 00:00:00","6.3",
2718,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","05/03/10 00:00:00","2.4",
2719,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","05/03/10 00:00:00","2.3",
2720,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","05/03/10 00:00:00","2.3",
2721,"R20","Verde River at Tangle","verde","verde abv horseshoe","05/03/10 00:00:00",,
2722,"Havasu 1","Havasu lake Sample",,"Havasu 1","05/03/10 00:00:00","1.4",
2723,"R3","Waddell Canal","cap","waddell canal","05/28/10 00:00:00","1.3",
2724,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","05/28/10 00:00:00","2.6",
2725,"R11","CAP Canal at Cross-connect","cap","cap @ x con","05/28/10 00:00:00",,
2726,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","05/28/10 00:00:00",,
2727,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","05/28/10 00:00:00","3.4",
